r,t,y,CapitalInvestment
REGION,AGOBACKSTOP,2040,0.0
REGION,AGOBIOCHC01N,2040,0.0
REGION,AGOBIOCHP01N,2017,121.877136
REGION,AGOBIOCHP01N,2040,0.0
REGION,AGOBIOCHP01O,2040,0.0
REGION,AGOBIODIP00X,2040,0.0
REGION,AGOBIOIMP00X,2040,0.0
REGION,AGOBIOPRP00X,2040,0.0
REGION,AGOCO1DIP00X,2040,0.0
REGION,AGOCO1EXP00X,2040,0.0
REGION,AGOCO1IMP00X,2040,0.0
REGION,AGOCO1PRP00X,2040,0.0
REGION,AGOCO1R1P00X,2040,0.0
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2040,0.0
REGION,AGOCOADIP00X,2040,0.0
REGION,AGOCOAIMP00X,2040,0.0
REGION,AGOCOAPRP00X,2040,0.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2016,25.77276426043242
REGION,AGOEL1TRP00X,2017,15.217148893157686
REGION,AGOEL1TRP00X,2018,45.26089178158991
REGION,AGOEL1TRP00X,2019,53.19139067827339
REGION,AGOEL1TRP00X,2020,44.03250226813482
REGION,AGOEL1TRP00X,2021,50.61522189954725
REGION,AGOEL1TRP00X,2022,103.7067191811369
REGION,AGOEL1TRP00X,2023,107.07689108287757
REGION,AGOEL1TRP00X,2024,108.21022583343826
REGION,AGOEL1TRP00X,2025,109.40140944859223
REGION,AGOEL1TRP00X,2026,114.57353295579122
REGION,AGOEL1TRP00X,2027,72.72671304799012
REGION,AGOEL1TRP00X,2028,74.65215232364885
REGION,AGOEL1TRP00X,2029,75.6382006989552
REGION,AGOEL1TRP00X,2030,18.787491656913037
REGION,AGOEL1TRP00X,2031,21.42541306393103
REGION,AGOEL1TRP00X,2032,22.47798675652145
REGION,AGOEL1TRP00X,2033,23.582362779806378
REGION,AGOEL1TRP00X,2034,63.15683526199177
REGION,AGOEL1TRP00X,2035,80.99348904227044
REGION,AGOEL1TRP00X,2036,84.29873565928658
REGION,AGOEL1TRP00X,2037,86.82651166377936
REGION,AGOEL1TRP00X,2038,89.41584237621632
REGION,AGOEL1TRP00X,2039,92.07887019057951
REGION,AGOEL1TRP00X,2040,94.82453650556468
REGION,AGOEL2DIP00X,2016,167.84491207019664
REGION,AGOEL2DIP00X,2017,99.09490740862365
REGION,AGOEL2DIP00X,2018,294.7414073305786
REGION,AGOEL2DIP00X,2019,346.38525069366204
REGION,AGOEL2DIP00X,2020,286.7420675099444
REGION,AGOEL2DIP00X,2022,208.79474019120184
REGION,AGOEL2DIP00X,2023,301.7286958993027
REGION,AGOEL2DIP00X,2024,310.77305625271964
REGION,AGOEL2DIP00X,2025,320.18365348034934
REGION,AGOEL2DIP00X,2026,355.50795910469276
REGION,AGOEL2DIP00X,2027,353.5625444152796
REGION,AGOEL2DIP00X,2028,366.60186410041223
REGION,AGOEL2DIP00X,2029,373.5206918507152
REGION,AGOEL2DIP00X,2030,3.800285223984308
REGION,AGOEL2DIP00X,2034,250.16540735423578
REGION,AGOEL2DIP00X,2035,358.40152939986285
REGION,AGOEL2DIP00X,2036,371.61860134094945
REGION,AGOEL2DIP00X,2037,379.3637958998548
REGION,AGOEL2DIP00X,2038,387.0807273703433
REGION,AGOEL2DIP00X,2039,394.8273073747597
REGION,AGOEL2DIP00X,2040,402.63955749608186
REGION,AGOEL3DIP00X,2021,398.9217208877517
REGION,AGOEL3DIP00X,2022,397.2364752352382
REGION,AGOEL3DIP00X,2023,395.5618860593052
REGION,AGOEL3DIP00X,2024,393.8978637020728
REGION,AGOEL3DIP00X,2025,392.24431944666406
REGION,AGOEL3DIP00X,2026,390.6011655052231
REGION,AGOEL3DIP00X,2027,120.03779597860577
REGION,AGOEL3DIP00X,2028,119.53704236008743
REGION,AGOEL3DIP00X,2029,119.03941565982186
REGION,AGOEL3DIP00X,2030,118.54488989743321
REGION,AGOEL3DIP00X,2031,139.52346386755357
REGION,AGOEL3DIP00X,2032,146.377881428974
REGION,AGOEL3DIP00X,2033,153.56963860636046
REGION,AGOEL3DIP00X,2034,161.11536452036546
REGION,AGOEL3DIP00X,2035,169.03250924279993
REGION,AGOEL3DIP00X,2036,177.3393843811276
REGION,AGOEL3DIP00X,2037,186.05520567175674
REGION,AGOEL3DIP00X,2038,195.2001376817891
REGION,AGOEL3DIP00X,2039,204.795340723841
REGION,AGOEL3DIP00X,2040,214.86302009315142
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2019,89.07993051737296
REGION,AGOELCODBP00,2020,70.4913880595537
REGION,AGOELCODBP00,2024,14.714780409029311
REGION,AGOELCODBP00,2040,0.0
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2040,0.0
REGION,AGOHFOEMP00X,2040,0.0
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2040,0.0
REGION,AGOHYDLSP00X,2017,6828.2940902400005
REGION,AGOHYDLSP00X,2018,999.9593855999999
REGION,AGOHYDLSP00X,2024,6199.74819072
REGION,AGOHYDLSP00X,2026,62.973412943329734
REGION,AGOHYDLSP00X,2027,391.7508749894016
REGION,AGOHYDLSP00X,2028,1198.7428257769295
REGION,AGOHYDLSP00X,2029,764.4998884078944
REGION,AGOHYDLSP00X,2030,862.038527863885
REGION,AGOHYDLSP00X,2031,238.9034698029147
REGION,AGOHYDLSP00X,2032,969.1166031487226
REGION,AGOHYDLSP00X,2033,975.6253509910741
REGION,AGOHYDLSP00X,2034,1178.8541434028339
REGION,AGOHYDLSP00X,2038,1428.513408
REGION,AGOHYDLSP00X,2039,1428.513408
REGION,AGOHYDLSP00X,2040,1135.6114676297843
REGION,AGOHYDMGRID1,2040,0.0
REGION,AGOHYDMSP00X,2016,362.44242187776
REGION,AGOHYDMSP00X,2031,1428.513408
REGION,AGOHYDMSP00X,2033,25.64077288917317
REGION,AGOHYDMSP00X,2035,1274.4406304360728
REGION,AGOHYDMSP00X,2036,1325.8699698074506
REGION,AGOHYDMSP00X,2037,1364.230772306966
REGION,AGOHYDMSP00X,2038,114.75904014739348
REGION,AGOHYDMSP00X,2039,591.839478307984
REGION,AGOHYDMSP00X,2040,0.0
REGION,AGOHYDSSP00X,2018,96.9756530688
REGION,AGOHYDSSP00X,2040,0.0
REGION,AGOLFODIP00X,2040,0.0
REGION,AGOLFOEMP00X,2040,0.0
REGION,AGOLFOIMP00X,2040,0.0
REGION,AGOLFOMGRID1,2040,0.0
REGION,AGOLFORCP00X,2016,1.3936731837038943
REGION,AGOLFORCP00X,2018,0.36321962214345743
REGION,AGOLFORCP00X,2040,0.0
REGION,AGOLFORCP01N,2017,27.433728000000002
REGION,AGOLFORCP01N,2040,0.0
REGION,AGOLFORCP01O,2040,0.0
REGION,AGOLFOSALON1,2040,0.0
REGION,AGOLNGEXP00X,2039,349.5999999999997
REGION,AGOLNGEXP00X,2040,0.0
REGION,AGOLNGIMP00X,2040,0.0
REGION,AGONGACCC01N,2040,0.0
REGION,AGONGACCP01N,2017,202.813632
REGION,AGONGACCP01N,2018,458.535168
REGION,AGONGACCP01N,2040,0.0
REGION,AGONGACCP01O,2040,0.0
REGION,AGONGADIP00X,2040,0.0
REGION,AGONGAGCP01N,2040,0.0
REGION,AGONGAGCP01O,2040,0.0
REGION,AGONGAPRP00X,2040,0.0
REGION,AGONGGCP01N,2040,0.0
REGION,AGONGGCP01O,2040,0.0
REGION,AGOSOLARP00X,2040,0.0
REGION,AGOSOLCNP01X,2040,0.0
REGION,AGOSOLCSP01X,2040,0.0
REGION,AGOSOLMGRID1,2040,0.0
REGION,AGOSOLPRP00X,2015,2.376
REGION,AGOSOLPRP00X,2030,734.4
REGION,AGOSOLPRP00X,2031,782.3929160209227
REGION,AGOSOLPRP00X,2032,789.7396136307477
REGION,AGOSOLPRP00X,2033,796.3705939057711
REGION,AGOSOLPRP00X,2034,349.3011240026285
REGION,AGOSOLPRP00X,2035,170.34138544716416
REGION,AGOSOLPRP00X,2036,172.1101440938344
REGION,AGOSOLPRP00X,2037,172.53326872721337
REGION,AGOSOLPRP00X,2038,172.81589791255382
REGION,AGOSOLPRP00X,2039,172.98399403991948
REGION,AGOSOLPRP00X,2040,172.31351830670047
REGION,AGOSOLPRSAL1,2040,0.0
REGION,AGOSOLPRSAL2,2040,0.0
REGION,AGOSOLPRSAL3,2040,0.0
REGION,AGOSOLPRSAL4,2040,0.0
REGION,AGOSOLPRSAL5,2040,0.0
REGION,AGOSOLPSP00X,2040,0.0
REGION,AGOSOLPUP00X,2040,0.0
REGION,AGOURNIMP00X,2040,0.0
REGION,AGOURNPRP00X,2040,0.0
REGION,AGOURNPWP01N,2040,0.0
REGION,AGOURNPWP01O,2040,0.0
REGION,AGOWINMGRID1,2040,0.0
REGION,AGOWINOFP00X,2040,0.0
REGION,AGOWINONP00X,2040,0.0
REGION,AGOWINPRP00X,2040,0.0
REGION,BDIBACKSTOP,2040,0.0
REGION,BDIBIOCHC01N,2040,0.0
REGION,BDIBIOCHP01N,2040,0.0
REGION,BDIBIOCHP01O,2040,0.0
REGION,BDIBIODIP00X,2040,0.0
REGION,BDIBIOEMP00X,2040,0.0
REGION,BDIBIOIMP00X,2040,0.0
REGION,BDIBIOPRP00X,2040,0.0
REGION,BDICO1DIP00X,2040,0.0
REGION,BDICO1IMP00X,2040,0.0
REGION,BDICO1PRP00X,2040,0.0
REGION,BDICO1R1P00X,2040,0.0
REGION,BDICO1R2P00X,2040,0.0
REGION,BDICO1RCP00X,2040,0.0
REGION,BDICOADIP00X,2040,0.0
REGION,BDICOAIMP00X,2040,0.0
REGION,BDICOAPRP00X,2040,0.0
REGION,BDICOASCC01N,2040,0.0
REGION,BDICOASCP01N,2040,0.0
REGION,BDICOASCP01O,2040,0.0
REGION,BDIEL1TRP00X,2017,0.08204842477781034
REGION,BDIEL1TRP00X,2018,2.8103369746226896
REGION,BDIEL1TRP00X,2019,0.7396430777304488
REGION,BDIEL1TRP00X,2020,0.08237715848943837
REGION,BDIEL1TRP00X,2021,6.870897618324692
REGION,BDIEL1TRP00X,2022,6.827164663555887
REGION,BDIEL1TRP00X,2023,6.788642843040989
REGION,BDIEL1TRP00X,2024,6.756952749802092
REGION,BDIEL1TRP00X,2025,7.398065821175205
REGION,BDIEL1TRP00X,2026,7.411188559503172
REGION,BDIEL1TRP00X,2027,3.929865807110682
REGION,BDIEL1TRP00X,2028,3.745890059127628
REGION,BDIEL1TRP00X,2029,2.6619585650763735
REGION,BDIEL1TRP00X,2030,2.6619585650763837
REGION,BDIEL1TRP00X,2031,2.211373172738603
REGION,BDIEL1TRP00X,2032,2.310463992700102
REGION,BDIEL1TRP00X,2033,2.4139950359228632
REGION,BDIEL1TRP00X,2034,2.5060666859414806
REGION,BDIEL1TRP00X,2035,2.500412870611703
REGION,BDIEL1TRP00X,2036,2.6184477763223715
REGION,BDIEL1TRP00X,2037,2.74166386704124
REGION,BDIEL1TRP00X,2038,2.8703548770247744
REGION,BDIEL1TRP00X,2039,3.0048697074445085
REGION,BDIEL1TRP00X,2040,3.121927497259533
REGION,BDIEL2DIP00X,2017,0.5343038379572962
REGION,BDIEL2DIP00X,2018,18.301068369810075
REGION,BDIEL2DIP00X,2019,4.816596250568386
REGION,BDIEL2DIP00X,2020,0.536444569900128
REGION,BDIEL2DIP00X,2021,2.7381268489947908
REGION,BDIEL2DIP00X,2022,2.453335451213944
REGION,BDIEL2DIP00X,2023,2.202479245236112
REGION,BDIEL2DIP00X,2024,1.9961116216213524
REGION,BDIEL2DIP00X,2025,6.171075071886495
REGION,BDIEL2DIP00X,2026,6.256531062932329
REGION,BDIEL2DIP00X,2027,8.256681434495917
REGION,BDIEL2DIP00X,2028,7.05862128276845
REGION,BDIEL2DIP00X,2040,0.0
REGION,BDIEL3DIP00X,2021,42.00553492907632
REGION,BDIEL3DIP00X,2022,42.00553492907641
REGION,BDIEL3DIP00X,2023,42.00553492907658
REGION,BDIEL3DIP00X,2024,42.00553492907614
REGION,BDIEL3DIP00X,2025,42.005534929076106
REGION,BDIEL3DIP00X,2026,42.00553492907616
REGION,BDIEL3DIP00X,2027,17.33482003652148
REGION,BDIEL3DIP00X,2028,17.334820036520654
REGION,BDIEL3DIP00X,2029,17.334820036520565
REGION,BDIEL3DIP00X,2030,17.334820036520636
REGION,BDIEL3DIP00X,2031,14.400583272006573
REGION,BDIEL3DIP00X,2032,15.04586812122981
REGION,BDIEL3DIP00X,2033,15.720067947630282
REGION,BDIEL3DIP00X,2034,16.424478420717566
REGION,BDIEL3DIP00X,2035,17.1604532684789
REGION,BDIEL3DIP00X,2036,17.92940687895508
REGION,BDIEL3DIP00X,2037,18.732817018394062
REGION,BDIEL3DIP00X,2038,19.572227671206488
REGION,BDIEL3DIP00X,2039,20.449252007182768
REGION,BDIEL3DIP00X,2040,21.365575481651547
REGION,BDIEL4DIP00X,2040,0.0
REGION,BDIELRWABP00,2040,0.0
REGION,BDIGEOCVP01N,2024,406.78619904000004
REGION,BDIGEOCVP01N,2040,0.0
REGION,BDIGEOCVP01O,2040,0.0
REGION,BDIHFODIP00X,2040,0.0
REGION,BDIHFOGCP01N,2040,0.0
REGION,BDIHFOGCP01O,2040,0.0
