r,t,y,NewCapacity
REGION,AGOCO1EXP00X,2016,99999.0
REGION,AGOCO1EXP00X,2017,99999.0
REGION,AGOCO1EXP00X,2018,99999.0
REGION,AGOCO1EXP00X,2019,99999.0
REGION,AGOCO1EXP00X,2020,99999.0
REGION,AGOCO1EXP00X,2021,99999.0
REGION,AGOCO1EXP00X,2022,99999.0
REGION,AGOCO1EXP00X,2023,99999.0
REGION,AGOCO1EXP00X,2024,99999.0
REGION,AGOCO1EXP00X,2025,99999.0
REGION,AGOCO1EXP00X,2026,99999.0
REGION,AGOCO1EXP00X,2027,99999.0
REGION,AGOCO1EXP00X,2028,99999.0
REGION,AGOCO1EXP00X,2029,99999.0
REGION,AGOCO1EXP00X,2030,99999.0
REGION,AGOCO1EXP00X,2031,99999.0
REGION,AGOCO1EXP00X,2032,99999.0
REGION,AGOCO1EXP00X,2033,99999.0
REGION,AGOCO1EXP00X,2034,99999.0
REGION,AGOCO1EXP00X,2035,99999.0
REGION,AGOCO1EXP00X,2036,99999.0
REGION,AGOCO1EXP00X,2037,99999.0
REGION,AGOCO1EXP00X,2038,99999.0
REGION,AGOCO1EXP00X,2039,99999.0
REGION,AGOCO1EXP00X,2040,99999.0
REGION,AGOCO1IMP00X,2015,99999.0
REGION,AGOCO1IMP00X,2016,99999.0
REGION,AGOCO1IMP00X,2017,99999.0
REGION,AGOCO1IMP00X,2018,99999.0
REGION,AGOCO1IMP00X,2019,99999.0
REGION,AGOCO1IMP00X,2020,99999.0
REGION,AGOCO1IMP00X,2021,99999.0
REGION,AGOCO1IMP00X,2022,99999.0
REGION,AGOCO1IMP00X,2023,99999.0
REGION,AGOCO1IMP00X,2024,99999.0
REGION,AGOCO1IMP00X,2025,99999.0
REGION,AGOCO1IMP00X,2026,99999.0
REGION,AGOCO1IMP00X,2027,99999.0
REGION,AGOCO1IMP00X,2028,99999.0
REGION,AGOCO1IMP00X,2029,99999.0
REGION,AGOCO1IMP00X,2030,99999.0
REGION,AGOCO1IMP00X,2031,99999.0
REGION,AGOCO1IMP00X,2032,99999.0
REGION,AGOCO1IMP00X,2033,99999.0
REGION,AGOCO1IMP00X,2034,99999.0
REGION,AGOCO1IMP00X,2035,99999.0
REGION,AGOCO1IMP00X,2036,99999.0
REGION,AGOCO1IMP00X,2037,99999.0
REGION,AGOCO1IMP00X,2038,99999.0
REGION,AGOCO1IMP00X,2039,99999.0
REGION,AGOCO1IMP00X,2040,99999.0
REGION,AGOCO1PRP00X,2015,99999.0
REGION,AGOCO1PRP00X,2016,99999.0
REGION,AGOCO1PRP00X,2017,99999.0
REGION,AGOCO1PRP00X,2018,99999.0
REGION,AGOCO1PRP00X,2019,99999.0
REGION,AGOCO1PRP00X,2020,99999.0
REGION,AGOCO1PRP00X,2021,99999.0
REGION,AGOCO1PRP00X,2022,99999.0
REGION,AGOCO1PRP00X,2023,99999.0
REGION,AGOCO1PRP00X,2024,99999.0
REGION,AGOCO1PRP00X,2025,99999.0
REGION,AGOCO1PRP00X,2026,99999.0
REGION,AGOCO1PRP00X,2027,99999.0
REGION,AGOCO1PRP00X,2028,99999.0
REGION,AGOCO1PRP00X,2029,99999.0
REGION,AGOCO1PRP00X,2030,99999.0
REGION,AGOCO1PRP00X,2031,99999.0
REGION,AGOCO1PRP00X,2032,99999.0
REGION,AGOCO1PRP00X,2033,99999.0
REGION,AGOCO1PRP00X,2034,99999.0
REGION,AGOCO1PRP00X,2035,99999.0
REGION,AGOCO1PRP00X,2036,99999.0
REGION,AGOCO1PRP00X,2037,99999.0
REGION,AGOCO1PRP00X,2038,99999.0
REGION,AGOCO1PRP00X,2039,99999.0
REGION,AGOCO1PRP00X,2040,99999.0
REGION,AGOCO1R1P00X,2015,143.7215422500001
REGION,AGOCO1R1P00X,2019,295.5544712075176
REGION,AGOCO1R1P00X,2021,113.15955264810054
REGION,AGOCO1R1P00X,2022,152.90915212998885
REGION,AGOCO1R1P00X,2027,454.52144798853203
REGION,AGOCO1R1P00X,2029,1.408593722454441
REGION,AGOCO1R1P00X,2030,3.103890957031581
REGION,AGOCO1R1P00X,2040,0.0
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2020,567.2961373591994
REGION,AGOCO1RCP00X,2026,29.034655000000015
REGION,AGOCO1RCP00X,2027,473.6299012257887
REGION,AGOCO1RCP00X,2029,30.457476941878326
REGION,AGOCO1RCP00X,2030,17.65257089094098
REGION,AGOCO1RCP00X,2031,29.034655000000384
REGION,AGOCO1RCP00X,2033,9.282792983470813
REGION,AGOCO1RCP00X,2035,15.488477376336732
REGION,AGOCO1RCP00X,2040,0.0
REGION,AGOCOADIP00X,2015,99999.0
REGION,AGOCOADIP00X,2016,99999.0
REGION,AGOCOADIP00X,2017,99999.0
REGION,AGOCOADIP00X,2018,99999.0
REGION,AGOCOADIP00X,2019,99999.0
REGION,AGOCOADIP00X,2020,99999.0
REGION,AGOCOADIP00X,2021,99999.0
REGION,AGOCOADIP00X,2022,99999.0
REGION,AGOCOADIP00X,2023,99999.0
REGION,AGOCOADIP00X,2024,99999.0
REGION,AGOCOADIP00X,2025,99999.0
REGION,AGOCOADIP00X,2026,99999.0
REGION,AGOCOADIP00X,2027,99999.0
REGION,AGOCOADIP00X,2028,99999.0
REGION,AGOCOADIP00X,2029,99999.0
REGION,AGOCOADIP00X,2030,99999.0
REGION,AGOCOADIP00X,2031,99999.0
REGION,AGOCOADIP00X,2032,99999.0
REGION,AGOCOADIP00X,2033,99999.0
REGION,AGOCOADIP00X,2034,99999.0
REGION,AGOCOADIP00X,2035,99999.0
REGION,AGOCOADIP00X,2036,99999.0
REGION,AGOCOADIP00X,2037,99999.0
REGION,AGOCOADIP00X,2038,99999.0
REGION,AGOCOADIP00X,2039,99999.0
REGION,AGOCOADIP00X,2040,99999.0
REGION,AGOCOAIMP00X,2015,99999.0
REGION,AGOCOAIMP00X,2016,99999.0
REGION,AGOCOAIMP00X,2017,99999.0
REGION,AGOCOAIMP00X,2018,99999.0
REGION,AGOCOAIMP00X,2019,99999.0
REGION,AGOCOAIMP00X,2020,99999.0
REGION,AGOCOAIMP00X,2021,99999.0
REGION,AGOCOAIMP00X,2022,99999.0
REGION,AGOCOAIMP00X,2023,99999.0
REGION,AGOCOAIMP00X,2024,99999.0
REGION,AGOCOAIMP00X,2025,99999.0
REGION,AGOCOAIMP00X,2026,99999.0
REGION,AGOCOAIMP00X,2027,99999.0
REGION,AGOCOAIMP00X,2028,99999.0
REGION,AGOCOAIMP00X,2029,99999.0
REGION,AGOCOAIMP00X,2030,99999.0
REGION,AGOCOAIMP00X,2031,99999.0
REGION,AGOCOAIMP00X,2032,99999.0
REGION,AGOCOAIMP00X,2033,99999.0
REGION,AGOCOAIMP00X,2034,99999.0
REGION,AGOCOAIMP00X,2035,99999.0
REGION,AGOCOAIMP00X,2036,99999.0
REGION,AGOCOAIMP00X,2037,99999.0
REGION,AGOCOAIMP00X,2038,99999.0
REGION,AGOCOAIMP00X,2039,99999.0
REGION,AGOCOAIMP00X,2040,99999.0
REGION,AGOCOAPRP00X,2015,99999.0
REGION,AGOCOAPRP00X,2016,99999.0
REGION,AGOCOAPRP00X,2017,99999.0
REGION,AGOCOAPRP00X,2018,99999.0
REGION,AGOCOAPRP00X,2019,99999.0
REGION,AGOCOAPRP00X,2020,99999.0
REGION,AGOCOAPRP00X,2021,99999.0
REGION,AGOCOAPRP00X,2022,99999.0
REGION,AGOCOAPRP00X,2023,99999.0
REGION,AGOCOAPRP00X,2024,99999.0
REGION,AGOCOAPRP00X,2025,99999.0
REGION,AGOCOAPRP00X,2026,99999.0
REGION,AGOCOAPRP00X,2027,99999.0
REGION,AGOCOAPRP00X,2028,99999.0
REGION,AGOCOAPRP00X,2029,99999.0
REGION,AGOCOAPRP00X,2030,99999.0
REGION,AGOCOAPRP00X,2031,99999.0
REGION,AGOCOAPRP00X,2032,99999.0
REGION,AGOCOAPRP00X,2033,99999.0
REGION,AGOCOAPRP00X,2034,99999.0
REGION,AGOCOAPRP00X,2035,99999.0
REGION,AGOCOAPRP00X,2036,99999.0
REGION,AGOCOAPRP00X,2037,99999.0
REGION,AGOCOAPRP00X,2038,99999.0
REGION,AGOCOAPRP00X,2039,99999.0
REGION,AGOCOAPRP00X,2040,99999.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2016,0.0706103130422806
REGION,AGOEL1TRP00X,2017,0.04169081888536352
REGION,AGOEL1TRP00X,2018,0.12400244323723264
REGION,AGOEL1TRP00X,2019,0.14572983747472162
REGION,AGOEL1TRP00X,2020,0.12063699251543786
REGION,AGOEL1TRP00X,2021,0.1386718408206774
REGION,AGOEL1TRP00X,2022,0.28412799775653946
REGION,AGOEL1TRP00X,2023,0.2933613454325413
REGION,AGOEL1TRP00X,2024,0.2964663721464062
REGION,AGOEL1TRP00X,2025,0.2997298889002527
REGION,AGOEL1TRP00X,2026,0.31390009028983895
REGION,AGOEL1TRP00X,2027,0.19925126862463044
REGION,AGOEL1TRP00X,2028,0.20452644472232562
REGION,AGOEL1TRP00X,2029,0.2072279471204252
REGION,AGOEL1TRP00X,2030,0.05147257988195353
REGION,AGOEL1TRP00X,2031,0.058699761818989116
REGION,AGOEL1TRP00X,2032,0.061583525360332736
REGION,AGOEL1TRP00X,2033,0.06460921309535994
REGION,AGOEL1TRP00X,2034,0.17303242537531993
REGION,AGOEL1TRP00X,2035,0.2218999699788231
REGION,AGOEL1TRP00X,2036,0.23095544016242897
REGION,AGOEL1TRP00X,2037,0.2378808538733681
REGION,AGOEL1TRP00X,2038,0.24497491061977072
REGION,AGOEL1TRP00X,2039,0.2522708772344644
REGION,AGOEL1TRP00X,2040,0.2597932507001772
REGION,AGOEL2DIP00X,2016,0.06708429739016653
REGION,AGOEL2DIP00X,2017,0.039606277941096585
REGION,AGOEL2DIP00X,2018,0.11780232107537116
REGION,AGOEL2DIP00X,2019,0.13844334560098404
REGION,AGOEL2DIP00X,2020,0.11460514288966601
REGION,AGOEL2DIP00X,2022,0.08345113516834606
REGION,AGOEL2DIP00X,2023,0.12059500235783481
REGION,AGOEL2DIP00X,2024,0.12420985461739395
REGION,AGOEL2DIP00X,2025,0.1279710845245201
REGION,AGOEL2DIP00X,2026,0.1420895120322513
REGION,AGOEL2DIP00X,2027,0.14131196819155858
REGION,AGOEL2DIP00X,2028,0.14652352681870992
REGION,AGOEL2DIP00X,2029,0.14928884566375508
REGION,AGOEL2DIP00X,2030,0.0015188989704173893
REGION,AGOEL2DIP00X,2034,0.09998617400249232
REGION,AGOEL2DIP00X,2035,0.14324601494798675
REGION,AGOEL2DIP00X,2036,0.14852861764226596
REGION,AGOEL2DIP00X,2037,0.15162421898475412
REGION,AGOEL2DIP00X,2038,0.15470852412883426
REGION,AGOEL2DIP00X,2039,0.15780467920653865
REGION,AGOEL2DIP00X,2040,0.16092708133336606
REGION,AGOEL3DIP00X,2021,0.1594411354467433
REGION,AGOEL3DIP00X,2022,0.15876757603326863
REGION,AGOEL3DIP00X,2023,0.1580982758030796
REGION,AGOEL3DIP00X,2024,0.15743319892169177
REGION,AGOEL3DIP00X,2025,0.15677230993072105
REGION,AGOEL3DIP00X,2026,0.15611557374309476
REGION,AGOEL3DIP00X,2027,0.04797673700184083
REGION,AGOEL3DIP00X,2028,0.04777659566750097
REGION,AGOEL3DIP00X,2029,0.047577704100648224
REGION,AGOEL3DIP00X,2030,0.04738005191743933
REGION,AGOEL3DIP00X,2031,0.055764773728038994
REGION,AGOEL3DIP00X,2032,0.05850434909231574
REGION,AGOEL3DIP00X,2033,0.06137875244059171
REGION,AGOEL3DIP00X,2034,0.06439463010406293
REGION,AGOEL3DIP00X,2035,0.06755895653189445
REGION,AGOEL3DIP00X,2036,0.0708790505120414
REGION,AGOEL3DIP00X,2037,0.07436259219494673
REGION,AGOEL3DIP00X,2038,0.07801764095994768
REGION,AGOEL3DIP00X,2039,0.08185265416620344
REGION,AGOEL3DIP00X,2040,0.08587650683179512
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2019,0.2798351726741839
REGION,AGOELCODBP00,2020,0.22144123412670408
REGION,AGOELCODBP00,2024,0.04622492510611413
REGION,AGOELCODBP00,2040,0.0
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2015,99999.0
REGION,AGOHFODIP00X,2016,99999.0
REGION,AGOHFODIP00X,2017,99999.0
REGION,AGOHFODIP00X,2018,99999.0
REGION,AGOHFODIP00X,2019,99999.0
REGION,AGOHFODIP00X,2020,99999.0
REGION,AGOHFODIP00X,2021,99999.0
REGION,AGOHFODIP00X,2022,99999.0
REGION,AGOHFODIP00X,2023,99999.0
REGION,AGOHFODIP00X,2024,99999.0
REGION,AGOHFODIP00X,2025,99999.0
REGION,AGOHFODIP00X,2026,99999.0
REGION,AGOHFODIP00X,2027,99999.0
REGION,AGOHFODIP00X,2028,99999.0
REGION,AGOHFODIP00X,2029,99999.0
REGION,AGOHFODIP00X,2030,99999.0
REGION,AGOHFODIP00X,2031,99999.0
REGION,AGOHFODIP00X,2032,99999.0
REGION,AGOHFODIP00X,2033,99999.0
REGION,AGOHFODIP00X,2034,99999.0
REGION,AGOHFODIP00X,2035,99999.0
REGION,AGOHFODIP00X,2036,99999.0
REGION,AGOHFODIP00X,2037,99999.0
REGION,AGOHFODIP00X,2038,99999.0
REGION,AGOHFODIP00X,2039,99999.0
REGION,AGOHFODIP00X,2040,99999.0
REGION,AGOHFOEMP00X,2015,99999.0
REGION,AGOHFOEMP00X,2016,99999.0
REGION,AGOHFOEMP00X,2017,99999.0
REGION,AGOHFOEMP00X,2018,99999.0
REGION,AGOHFOEMP00X,2019,99999.0
REGION,AGOHFOEMP00X,2020,99999.0
REGION,AGOHFOEMP00X,2021,99999.0
REGION,AGOHFOEMP00X,2022,99999.0
REGION,AGOHFOEMP00X,2023,99999.0
REGION,AGOHFOEMP00X,2024,99999.0
REGION,AGOHFOEMP00X,2025,99999.0
REGION,AGOHFOEMP00X,2026,99999.0
REGION,AGOHFOEMP00X,2027,99999.0
REGION,AGOHFOEMP00X,2028,99999.0
REGION,AGOHFOEMP00X,2029,99999.0
REGION,AGOHFOEMP00X,2030,99999.0
REGION,AGOHFOEMP00X,2031,99999.0
REGION,AGOHFOEMP00X,2032,99999.0
REGION,AGOHFOEMP00X,2033,99999.0
REGION,AGOHFOEMP00X,2034,99999.0
REGION,AGOHFOEMP00X,2035,99999.0
REGION,AGOHFOEMP00X,2036,99999.0
REGION,AGOHFOEMP00X,2037,99999.0
REGION,AGOHFOEMP00X,2038,99999.0
REGION,AGOHFOEMP00X,2039,99999.0
REGION,AGOHFOEMP00X,2040,99999.0
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2015,99999.0
REGION,AGOHFOIMP00X,2016,99999.0
REGION,AGOHFOIMP00X,2017,99999.0
REGION,AGOHFOIMP00X,2018,99999.0
REGION,AGOHFOIMP00X,2019,99999.0
REGION,AGOHFOIMP00X,2020,99999.0
REGION,AGOHFOIMP00X,2021,99999.0
REGION,AGOHFOIMP00X,2022,99999.0
REGION,AGOHFOIMP00X,2023,99999.0
REGION,AGOHFOIMP00X,2024,99999.0
REGION,AGOHFOIMP00X,2025,99999.0
REGION,AGOHFOIMP00X,2026,99999.0
REGION,AGOHFOIMP00X,2027,99999.0
REGION,AGOHFOIMP00X,2028,99999.0
REGION,AGOHFOIMP00X,2029,99999.0
REGION,AGOHFOIMP00X,2030,99999.0
REGION,AGOHFOIMP00X,2031,99999.0
REGION,AGOHFOIMP00X,2032,99999.0
REGION,AGOHFOIMP00X,2033,99999.0
REGION,AGOHFOIMP00X,2034,99999.0
REGION,AGOHFOIMP00X,2035,99999.0
REGION,AGOHFOIMP00X,2036,99999.0
REGION,AGOHFOIMP00X,2037,99999.0
REGION,AGOHFOIMP00X,2038,99999.0
REGION,AGOHFOIMP00X,2039,99999.0
REGION,AGOHFOIMP00X,2040,99999.0
REGION,AGOHYDLSP00X,2017,2.39
REGION,AGOHYDLSP00X,2018,0.35
REGION,AGOHYDLSP00X,2024,2.17
REGION,AGOHYDLSP00X,2026,0.022041589736107585
REGION,AGOHYDLSP00X,2027,0.13711837522682938
REGION,AGOHYDLSP00X,2028,0.4195770298912481
REGION,AGOHYDLSP00X,2029,0.26758582878064746
REGION,AGOHYDLSP00X,2030,0.30172573916222034
REGION,AGOHYDLSP00X,2031,0.08361961059133255
REGION,AGOHYDLSP00X,2032,0.33920458769285927
REGION,AGOHYDLSP00X,2033,0.34148274196355116
REGION,AGOHYDLSP00X,2034,0.4126157083304163
REGION,AGOHYDLSP00X,2038,0.5
REGION,AGOHYDLSP00X,2039,0.5
REGION,AGOHYDLSP00X,2040,0.39748015708851653
REGION,AGOHYDMGRID1,2040,0.0
REGION,AGOHYDMSP00X,2016,0.12686
REGION,AGOHYDMSP00X,2031,0.5
REGION,AGOHYDMSP00X,2033,0.008974635010626786
REGION,AGOHYDMSP00X,2035,0.4460723376129742
REGION,AGOHYDMSP00X,2036,0.46407333749276597
REGION,AGOHYDMSP00X,2037,0.47750016369008624
REGION,AGOHYDMSP00X,2038,0.04016729542219091
REGION,AGOHYDMSP00X,2039,0.20715223077135583
REGION,AGOHYDMSP00X,2040,0.0
REGION,AGOHYDSSP00X,2018,0.0216
REGION,AGOHYDSSP00X,2040,0.0
REGION,AGOLFODIP00X,2015,99999.0
REGION,AGOLFODIP00X,2016,99999.0
REGION,AGOLFODIP00X,2017,99999.0
REGION,AGOLFODIP00X,2018,99999.0
REGION,AGOLFODIP00X,2019,99999.0
REGION,AGOLFODIP00X,2020,99999.0
REGION,AGOLFODIP00X,2021,99999.0
REGION,AGOLFODIP00X,2022,99999.0
REGION,AGOLFODIP00X,2023,99999.0
REGION,AGOLFODIP00X,2024,99999.0
REGION,AGOLFODIP00X,2025,99999.0
REGION,AGOLFODIP00X,2026,99999.0
REGION,AGOLFODIP00X,2027,99999.0
REGION,AGOLFODIP00X,2028,99999.0
REGION,AGOLFODIP00X,2029,99999.0
REGION,AGOLFODIP00X,2030,99999.0
REGION,AGOLFODIP00X,2031,99999.0
REGION,AGOLFODIP00X,2032,99999.0
REGION,AGOLFODIP00X,2033,99999.0
REGION,AGOLFODIP00X,2034,99999.0
REGION,AGOLFODIP00X,2035,99999.0
REGION,AGOLFODIP00X,2036,99999.0
REGION,AGOLFODIP00X,2037,99999.0
REGION,AGOLFODIP00X,2038,99999.0
REGION,AGOLFODIP00X,2039,99999.0
REGION,AGOLFODIP00X,2040,99999.0
REGION,AGOLFOEMP00X,2015,99999.0
REGION,AGOLFOEMP00X,2016,99999.0
REGION,AGOLFOEMP00X,2017,99999.0
REGION,AGOLFOEMP00X,2018,99999.0
REGION,AGOLFOEMP00X,2019,99999.0
REGION,AGOLFOEMP00X,2020,99999.0
REGION,AGOLFOEMP00X,2021,99999.0
REGION,AGOLFOEMP00X,2022,99999.0
REGION,AGOLFOEMP00X,2023,99999.0
REGION,AGOLFOEMP00X,2024,99999.0
REGION,AGOLFOEMP00X,2025,99999.0
REGION,AGOLFOEMP00X,2026,99999.0
REGION,AGOLFOEMP00X,2027,99999.0
REGION,AGOLFOEMP00X,2028,99999.0
REGION,AGOLFOEMP00X,2029,99999.0
REGION,AGOLFOEMP00X,2030,99999.0
REGION,AGOLFOEMP00X,2031,99999.0
REGION,AGOLFOEMP00X,2032,99999.0
REGION,AGOLFOEMP00X,2033,99999.0
REGION,AGOLFOEMP00X,2034,99999.0
REGION,AGOLFOEMP00X,2035,99999.0
REGION,AGOLFOEMP00X,2036,99999.0
REGION,AGOLFOEMP00X,2037,99999.0
REGION,AGOLFOEMP00X,2038,99999.0
REGION,AGOLFOEMP00X,2039,99999.0
REGION,AGOLFOEMP00X,2040,99999.0
REGION,AGOLFOIMP00X,2015,99999.0
REGION,AGOLFOIMP00X,2016,99999.0
REGION,AGOLFOIMP00X,2017,99999.0
REGION,AGOLFOIMP00X,2018,99999.0
REGION,AGOLFOIMP00X,2019,99999.0
REGION,AGOLFOIMP00X,2020,99999.0
REGION,AGOLFOIMP00X,2021,99999.0
REGION,AGOLFOIMP00X,2022,99999.0
REGION,AGOLFOIMP00X,2023,99999.0
REGION,AGOLFOIMP00X,2024,99999.0
REGION,AGOLFOIMP00X,2025,99999.0
REGION,AGOLFOIMP00X,2026,99999.0
REGION,AGOLFOIMP00X,2027,99999.0
REGION,AGOLFOIMP00X,2028,99999.0
REGION,AGOLFOIMP00X,2029,99999.0
REGION,AGOLFOIMP00X,2030,99999.0
REGION,AGOLFOIMP00X,2031,99999.0
REGION,AGOLFOIMP00X,2032,99999.0
REGION,AGOLFOIMP00X,2033,99999.0
REGION,AGOLFOIMP00X,2034,99999.0
REGION,AGOLFOIMP00X,2035,99999.0
REGION,AGOLFOIMP00X,2036,99999.0
REGION,AGOLFOIMP00X,2037,99999.0
REGION,AGOLFOIMP00X,2038,99999.0
REGION,AGOLFOIMP00X,2039,99999.0
REGION,AGOLFOIMP00X,2040,99999.0
REGION,AGOLFOMGRID1,2040,0.0
REGION,AGOLFORCP00X,2016,0.00494420740635694
REGION,AGOLFORCP00X,2018,0.0012885611683817846
REGION,AGOLFORCP00X,2040,0.0
REGION,AGOLFORCP01N,2017,0.0196
REGION,AGOLFORCP01N,2040,0.0
REGION,AGOLFORCP01O,2040,0.0
REGION,AGOLFOSALON1,2040,0.0
REGION,AGOLNGEXP00X,2039,229.9999999999998
REGION,AGOLNGEXP00X,2040,0.0
REGION,AGOLNGIMP00X,2040,0.0
REGION,AGONGACCC01N,2040,0.0
REGION,AGONGACCP01N,2017,0.23
REGION,AGONGACCP01N,2018,0.52
REGION,AGONGACCP01N,2040,0.0
REGION,AGONGACCP01O,2040,0.0
REGION,AGONGADIP00X,2015,99999.0
REGION,AGONGADIP00X,2016,99999.0
REGION,AGONGADIP00X,2017,99999.0
REGION,AGONGADIP00X,2018,99999.0
REGION,AGONGADIP00X,2019,99999.0
REGION,AGONGADIP00X,2020,99999.0
REGION,AGONGADIP00X,2021,99999.0
REGION,AGONGADIP00X,2022,99999.0
REGION,AGONGADIP00X,2023,99999.0
REGION,AGONGADIP00X,2024,99999.0
REGION,AGONGADIP00X,2025,99999.0
REGION,AGONGADIP00X,2026,99999.0
REGION,AGONGADIP00X,2027,99999.0
REGION,AGONGADIP00X,2028,99999.0
