r,t,y,TotalCapacityAnnual
REGION,AGOBACKSTOP,2040,0.0
REGION,AGOBIOCHC01N,2040,0.0
REGION,AGOBIOCHP01N,2017,0.045
REGION,AGOBIOCHP01N,2018,0.045
REGION,AGOBIOCHP01N,2019,0.045
REGION,AGOBIOCHP01N,2020,0.045
REGION,AGOBIOCHP01N,2021,0.045
REGION,AGOBIOCHP01N,2022,0.045
REGION,AGOBIOCHP01N,2023,0.045
REGION,AGOBIOCHP01N,2024,0.045
REGION,AGOBIOCHP01N,2025,0.045
REGION,AGOBIOCHP01N,2026,0.045
REGION,AGOBIOCHP01N,2027,0.045
REGION,AGOBIOCHP01N,2028,0.045
REGION,AGOBIOCHP01N,2029,0.045
REGION,AGOBIOCHP01N,2030,0.045
REGION,AGOBIOCHP01N,2031,0.045
REGION,AGOBIOCHP01N,2032,0.045
REGION,AGOBIOCHP01N,2033,0.045
REGION,AGOBIOCHP01N,2034,0.045
REGION,AGOBIOCHP01N,2035,0.045
REGION,AGOBIOCHP01N,2036,0.045
REGION,AGOBIOCHP01N,2037,0.045
REGION,AGOBIOCHP01N,2038,0.045
REGION,AGOBIOCHP01N,2039,0.045
REGION,AGOBIOCHP01N,2040,0.045
REGION,AGOBIOCHP01O,2040,0.0
REGION,AGOBIODIP00X,2015,99999.0
REGION,AGOBIODIP00X,2016,199998.0
REGION,AGOBIODIP00X,2017,299997.0
REGION,AGOBIODIP00X,2018,399996.0
REGION,AGOBIODIP00X,2019,499995.0
REGION,AGOBIODIP00X,2020,599994.0
REGION,AGOBIODIP00X,2021,699993.0
REGION,AGOBIODIP00X,2022,799992.0
REGION,AGOBIODIP00X,2023,899991.0
REGION,AGOBIODIP00X,2024,999990.0
REGION,AGOBIODIP00X,2025,1099989.0
REGION,AGOBIODIP00X,2026,1199988.0
REGION,AGOBIODIP00X,2027,1299987.0
REGION,AGOBIODIP00X,2028,1399986.0
REGION,AGOBIODIP00X,2029,1499985.0
REGION,AGOBIODIP00X,2030,1599984.0
REGION,AGOBIODIP00X,2031,1699983.0
REGION,AGOBIODIP00X,2032,1799982.0
REGION,AGOBIODIP00X,2033,1899981.0
REGION,AGOBIODIP00X,2034,1999980.0
REGION,AGOBIODIP00X,2035,2099979.0
REGION,AGOBIODIP00X,2036,2199978.0
REGION,AGOBIODIP00X,2037,2299977.0
REGION,AGOBIODIP00X,2038,2399976.0
REGION,AGOBIODIP00X,2039,2499975.0
REGION,AGOBIODIP00X,2040,2599974.0
REGION,AGOBIOIMP00X,2015,99999.0
REGION,AGOBIOIMP00X,2016,199998.0
REGION,AGOBIOIMP00X,2017,299997.0
REGION,AGOBIOIMP00X,2018,399996.0
REGION,AGOBIOIMP00X,2019,499995.0
REGION,AGOBIOIMP00X,2020,599994.0
REGION,AGOBIOIMP00X,2021,699993.0
REGION,AGOBIOIMP00X,2022,799992.0
REGION,AGOBIOIMP00X,2023,899991.0
REGION,AGOBIOIMP00X,2024,999990.0
REGION,AGOBIOIMP00X,2025,1099989.0
REGION,AGOBIOIMP00X,2026,1199988.0
REGION,AGOBIOIMP00X,2027,1299987.0
REGION,AGOBIOIMP00X,2028,1399986.0
REGION,AGOBIOIMP00X,2029,1499985.0
REGION,AGOBIOIMP00X,2030,1599984.0
REGION,AGOBIOIMP00X,2031,1699983.0
REGION,AGOBIOIMP00X,2032,1799982.0
REGION,AGOBIOIMP00X,2033,1899981.0
REGION,AGOBIOIMP00X,2034,1999980.0
REGION,AGOBIOIMP00X,2035,2099979.0
REGION,AGOBIOIMP00X,2036,2199978.0
REGION,AGOBIOIMP00X,2037,2299977.0
REGION,AGOBIOIMP00X,2038,2399976.0
REGION,AGOBIOIMP00X,2039,2499975.0
REGION,AGOBIOIMP00X,2040,2599974.0
REGION,AGOBIOPRP00X,2015,99999.0
REGION,AGOBIOPRP00X,2016,199998.0
REGION,AGOBIOPRP00X,2017,299997.0
REGION,AGOBIOPRP00X,2018,399996.0
REGION,AGOBIOPRP00X,2019,499995.0
REGION,AGOBIOPRP00X,2020,599994.0
REGION,AGOBIOPRP00X,2021,699993.0
REGION,AGOBIOPRP00X,2022,799992.0
REGION,AGOBIOPRP00X,2023,899991.0
REGION,AGOBIOPRP00X,2024,999990.0
REGION,AGOBIOPRP00X,2025,1099989.0
REGION,AGOBIOPRP00X,2026,1199988.0
REGION,AGOBIOPRP00X,2027,1299987.0
REGION,AGOBIOPRP00X,2028,1399986.0
REGION,AGOBIOPRP00X,2029,1499985.0
REGION,AGOBIOPRP00X,2030,1599984.0
REGION,AGOBIOPRP00X,2031,1699983.0
REGION,AGOBIOPRP00X,2032,1799982.0
REGION,AGOBIOPRP00X,2033,1899981.0
REGION,AGOBIOPRP00X,2034,1999980.0
REGION,AGOBIOPRP00X,2035,2099979.0
REGION,AGOBIOPRP00X,2036,2199978.0
REGION,AGOBIOPRP00X,2037,2299977.0
REGION,AGOBIOPRP00X,2038,2399976.0
REGION,AGOBIOPRP00X,2039,2499975.0
REGION,AGOBIOPRP00X,2040,2599974.0
REGION,AGOCO1DIP00X,2015,99999.0
REGION,AGOCO1DIP00X,2016,199998.0
REGION,AGOCO1DIP00X,2017,299997.0
REGION,AGOCO1DIP00X,2018,399996.0
REGION,AGOCO1DIP00X,2019,499995.0
REGION,AGOCO1DIP00X,2020,599994.0
REGION,AGOCO1DIP00X,2021,699993.0
REGION,AGOCO1DIP00X,2022,799992.0
REGION,AGOCO1DIP00X,2023,899991.0
REGION,AGOCO1DIP00X,2024,999990.0
REGION,AGOCO1DIP00X,2025,1099989.0
REGION,AGOCO1DIP00X,2026,1199988.0
REGION,AGOCO1DIP00X,2027,1299987.0
REGION,AGOCO1DIP00X,2028,1399986.0
REGION,AGOCO1DIP00X,2029,1499985.0
REGION,AGOCO1DIP00X,2030,1599984.0
REGION,AGOCO1DIP00X,2031,1699983.0
REGION,AGOCO1DIP00X,2032,1799982.0
REGION,AGOCO1DIP00X,2033,1899981.0
REGION,AGOCO1DIP00X,2034,1999980.0
REGION,AGOCO1DIP00X,2035,2099979.0
REGION,AGOCO1DIP00X,2036,2199978.0
REGION,AGOCO1DIP00X,2037,2299977.0
REGION,AGOCO1DIP00X,2038,2399976.0
REGION,AGOCO1DIP00X,2039,2499975.0
REGION,AGOCO1DIP00X,2040,2599974.0
REGION,AGOCO1EXP00X,2015,99999.0
REGION,AGOCO1EXP00X,2016,199998.0
REGION,AGOCO1EXP00X,2017,299997.0
REGION,AGOCO1EXP00X,2018,399996.0
REGION,AGOCO1EXP00X,2019,499995.0
REGION,AGOCO1EXP00X,2020,599994.0
REGION,AGOCO1EXP00X,2021,699993.0
REGION,AGOCO1EXP00X,2022,799992.0
REGION,AGOCO1EXP00X,2023,899991.0
REGION,AGOCO1EXP00X,2024,999990.0
REGION,AGOCO1EXP00X,2025,1099989.0
REGION,AGOCO1EXP00X,2026,1199988.0
REGION,AGOCO1EXP00X,2027,1299987.0
REGION,AGOCO1EXP00X,2028,1399986.0
REGION,AGOCO1EXP00X,2029,1499985.0
REGION,AGOCO1EXP00X,2030,1599984.0
REGION,AGOCO1EXP00X,2031,1699983.0
REGION,AGOCO1EXP00X,2032,1799982.0
REGION,AGOCO1EXP00X,2033,1899981.0
REGION,AGOCO1EXP00X,2034,1999980.0
REGION,AGOCO1EXP00X,2035,2099979.0
REGION,AGOCO1EXP00X,2036,2199978.0
REGION,AGOCO1EXP00X,2037,2299977.0
REGION,AGOCO1EXP00X,2038,2399976.0
REGION,AGOCO1EXP00X,2039,2499975.0
REGION,AGOCO1EXP00X,2040,2599974.0
REGION,AGOCO1IMP00X,2015,99999.0
REGION,AGOCO1IMP00X,2016,199998.0
REGION,AGOCO1IMP00X,2017,299997.0
REGION,AGOCO1IMP00X,2018,399996.0
REGION,AGOCO1IMP00X,2019,499995.0
REGION,AGOCO1IMP00X,2020,599994.0
REGION,AGOCO1IMP00X,2021,699993.0
REGION,AGOCO1IMP00X,2022,799992.0
REGION,AGOCO1IMP00X,2023,899991.0
REGION,AGOCO1IMP00X,2024,999990.0
REGION,AGOCO1IMP00X,2025,1099989.0
REGION,AGOCO1IMP00X,2026,1199988.0
REGION,AGOCO1IMP00X,2027,1299987.0
REGION,AGOCO1IMP00X,2028,1399986.0
REGION,AGOCO1IMP00X,2029,1499985.0
REGION,AGOCO1IMP00X,2030,1599984.0
REGION,AGOCO1IMP00X,2031,1699983.0
REGION,AGOCO1IMP00X,2032,1799982.0
REGION,AGOCO1IMP00X,2033,1899981.0
REGION,AGOCO1IMP00X,2034,1999980.0
REGION,AGOCO1IMP00X,2035,2099979.0
REGION,AGOCO1IMP00X,2036,2199978.0
REGION,AGOCO1IMP00X,2037,2299977.0
REGION,AGOCO1IMP00X,2038,2399976.0
REGION,AGOCO1IMP00X,2039,2499975.0
REGION,AGOCO1IMP00X,2040,2599974.0
REGION,AGOCO1PRP00X,2015,99999.0
REGION,AGOCO1PRP00X,2016,199998.0
REGION,AGOCO1PRP00X,2017,299997.0
REGION,AGOCO1PRP00X,2018,399996.0
REGION,AGOCO1PRP00X,2019,499995.0
REGION,AGOCO1PRP00X,2020,599994.0
REGION,AGOCO1PRP00X,2021,699993.0
REGION,AGOCO1PRP00X,2022,799992.0
REGION,AGOCO1PRP00X,2023,899991.0
REGION,AGOCO1PRP00X,2024,999990.0
REGION,AGOCO1PRP00X,2025,1099989.0
REGION,AGOCO1PRP00X,2026,1199988.0
REGION,AGOCO1PRP00X,2027,1299987.0
REGION,AGOCO1PRP00X,2028,1399986.0
REGION,AGOCO1PRP00X,2029,1499985.0
REGION,AGOCO1PRP00X,2030,1599984.0
REGION,AGOCO1PRP00X,2031,1699983.0
REGION,AGOCO1PRP00X,2032,1799982.0
REGION,AGOCO1PRP00X,2033,1899981.0
REGION,AGOCO1PRP00X,2034,1999980.0
REGION,AGOCO1PRP00X,2035,2099979.0
REGION,AGOCO1PRP00X,2036,2199978.0
REGION,AGOCO1PRP00X,2037,2299977.0
REGION,AGOCO1PRP00X,2038,2399976.0
REGION,AGOCO1PRP00X,2039,2499975.0
REGION,AGOCO1PRP00X,2040,2599974.0
REGION,AGOCO1R1P00X,2015,143.7215422500001
REGION,AGOCO1R1P00X,2016,143.7215422500001
REGION,AGOCO1R1P00X,2017,143.7215422500001
REGION,AGOCO1R1P00X,2018,143.7215422500001
REGION,AGOCO1R1P00X,2019,439.2760134575177
REGION,AGOCO1R1P00X,2020,439.2760134575177
REGION,AGOCO1R1P00X,2021,552.4355661056182
REGION,AGOCO1R1P00X,2022,705.3447182356072
REGION,AGOCO1R1P00X,2023,705.3447182356072
REGION,AGOCO1R1P00X,2024,705.3447182356072
REGION,AGOCO1R1P00X,2025,705.3447182356072
REGION,AGOCO1R1P00X,2026,705.3447182356072
REGION,AGOCO1R1P00X,2027,1159.8661662241393
REGION,AGOCO1R1P00X,2028,1159.8661662241393
REGION,AGOCO1R1P00X,2029,1161.2747599465938
REGION,AGOCO1R1P00X,2030,1164.3786509036254
REGION,AGOCO1R1P00X,2031,1164.3786509036254
REGION,AGOCO1R1P00X,2032,1164.3786509036254
REGION,AGOCO1R1P00X,2033,1164.3786509036254
REGION,AGOCO1R1P00X,2034,1164.3786509036254
REGION,AGOCO1R1P00X,2035,1164.3786509036254
REGION,AGOCO1R1P00X,2036,1164.3786509036254
REGION,AGOCO1R1P00X,2037,1164.3786509036254
REGION,AGOCO1R1P00X,2038,1164.3786509036254
REGION,AGOCO1R1P00X,2039,1164.3786509036254
REGION,AGOCO1R1P00X,2040,1164.3786509036254
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2015,145.173275
REGION,AGOCO1RCP00X,2016,145.173275
REGION,AGOCO1RCP00X,2017,145.173275
REGION,AGOCO1RCP00X,2018,145.173275
REGION,AGOCO1RCP00X,2019,145.173275
REGION,AGOCO1RCP00X,2020,712.4694123591994
REGION,AGOCO1RCP00X,2021,712.4694123591994
REGION,AGOCO1RCP00X,2022,712.4694123591994
REGION,AGOCO1RCP00X,2023,712.4694123591994
REGION,AGOCO1RCP00X,2024,712.4694123591994
REGION,AGOCO1RCP00X,2025,697.9520848591994
REGION,AGOCO1RCP00X,2026,712.4694123591995
REGION,AGOCO1RCP00X,2027,1171.581986084988
REGION,AGOCO1RCP00X,2028,1157.0646585849881
REGION,AGOCO1RCP00X,2029,1173.0048080268662
REGION,AGOCO1RCP00X,2030,1176.1400514178074
REGION,AGOCO1RCP00X,2031,1190.6573789178076
REGION,AGOCO1RCP00X,2032,1176.1400514178079
REGION,AGOCO1RCP00X,2033,1170.9055169012786
REGION,AGOCO1RCP00X,2034,1156.3881894012789
REGION,AGOCO1RCP00X,2035,1171.8766667776156
REGION,AGOCO1RCP00X,2036,1171.8766667776156
REGION,AGOCO1RCP00X,2037,1171.8766667776156
REGION,AGOCO1RCP00X,2038,1171.8766667776156
REGION,AGOCO1RCP00X,2039,1171.8766667776156
REGION,AGOCO1RCP00X,2040,1171.8766667776156
REGION,AGOCOADIP00X,2015,99999.0
REGION,AGOCOADIP00X,2016,199998.0
REGION,AGOCOADIP00X,2017,299997.0
REGION,AGOCOADIP00X,2018,399996.0
REGION,AGOCOADIP00X,2019,499995.0
REGION,AGOCOADIP00X,2020,599994.0
REGION,AGOCOADIP00X,2021,699993.0
REGION,AGOCOADIP00X,2022,799992.0
REGION,AGOCOADIP00X,2023,899991.0
