r,t,y,AnnualFixedOperatingCost
REGION,AGONGAGCP01O,2040,0.0
REGION,AGONGAPRP00X,2040,0.0
REGION,AGONGGCP01N,2040,0.0
REGION,AGONGGCP01O,2040,0.0
REGION,AGOSOLARP00X,2040,0.0
REGION,AGOSOLCNP01X,2040,0.0
REGION,AGOSOLCSP01X,2040,0.0
REGION,AGOSOLMGRID1,2040,0.0
REGION,AGOSOLPRP00X,2015,0.41600000000000004
REGION,AGOSOLPRP00X,2016,0.41600000000000004
REGION,AGOSOLPRP00X,2017,0.41600000000000004
REGION,AGOSOLPRP00X,2018,0.41600000000000004
REGION,AGOSOLPRP00X,2019,0.41600000000000004
REGION,AGOSOLPRP00X,2020,0.39680000000000004
REGION,AGOSOLPRP00X,2021,0.37524
REGION,AGOSOLPRP00X,2022,0.35392
REGION,AGOSOLPRP00X,2023,0.33283999999999997
REGION,AGOSOLPRP00X,2024,0.312
REGION,AGOSOLPRP00X,2025,0.2914
REGION,AGOSOLPRP00X,2026,0.27104
REGION,AGOSOLPRP00X,2027,0.25092
REGION,AGOSOLPRP00X,2028,0.23104000000000002
REGION,AGOSOLPRP00X,2029,0.2114
REGION,AGOSOLPRP00X,2030,15.192
REGION,AGOSOLPRP00X,2031,31.207555231013327
REGION,AGOSOLPRP00X,2032,47.42770063105313
REGION,AGOSOLPRP00X,2033,63.84306322414506
REGION,AGOSOLPRP00X,2034,70.81581798192826
REGION,AGOSOLPRP00X,2035,73.94356344975013
REGION,AGOSOLPRP00X,2036,77.15379025221297
REGION,AGOSOLPRP00X,2037,80.389344653023
REGION,AGOSOLPRP00X,2038,83.6483323295618
REGION,AGOSOLPRP00X,2039,86.92943447960364
REGION,AGOSOLPRP00X,2040,90.23167464282771
REGION,AGOSOLPRSAL1,2040,0.0
REGION,AGOSOLPRSAL2,2040,0.0
REGION,AGOSOLPRSAL3,2040,0.0
REGION,AGOSOLPRSAL4,2040,0.0
REGION,AGOSOLPRSAL5,2040,0.0
REGION,AGOSOLPSP00X,2040,0.0
REGION,AGOSOLPUP00X,2040,0.0
REGION,AGOURNIMP00X,2040,0.0
REGION,AGOURNPRP00X,2040,0.0
REGION,AGOURNPWP01N,2040,0.0
REGION,AGOURNPWP01O,2040,0.0
REGION,AGOWINMGRID1,2040,0.0
REGION,AGOWINOFP00X,2040,0.0
REGION,AGOWINONP00X,2040,0.0
REGION,AGOWINPRP00X,2040,0.0
REGION,BDIBACKSTOP,2040,0.0
REGION,BDIBIOCHC01N,2040,0.0
REGION,BDIBIOCHP01N,2040,0.0
REGION,BDIBIOCHP01O,2040,0.0
REGION,BDIBIODIP00X,2040,0.0
REGION,BDIBIOEMP00X,2040,0.0
REGION,BDIBIOIMP00X,2040,0.0
REGION,BDIBIOPRP00X,2040,0.0
REGION,BDICO1DIP00X,2040,0.0
REGION,BDICO1IMP00X,2040,0.0
REGION,BDICO1PRP00X,2040,0.0
REGION,BDICO1R1P00X,2040,0.0
REGION,BDICO1R2P00X,2040,0.0
REGION,BDICO1RCP00X,2040,0.0
REGION,BDICOADIP00X,2040,0.0
REGION,BDICOAIMP00X,2040,0.0
REGION,BDICOAPRP00X,2040,0.0
REGION,BDICOASCC01N,2040,0.0
REGION,BDICOASCP01N,2040,0.0
REGION,BDICOASCP01O,2040,0.0
REGION,BDIEL1TRP00X,2040,0.0
REGION,BDIEL2DIP00X,2040,0.0
REGION,BDIEL3DIP00X,2040,0.0
REGION,BDIEL4DIP00X,2040,0.0
REGION,BDIELRWABP00,2040,0.0
REGION,BDIGEOCVP01N,2040,0.0
REGION,BDIGEOCVP01O,2040,0.0
REGION,BDIHFODIP00X,2040,0.0
REGION,BDIHFOGCP01N,2040,0.0
REGION,BDIHFOGCP01O,2040,0.0
REGION,BDIHFOIMP00X,2040,0.0
REGION,BDIHYDLSP00X,2022,2.45
REGION,BDIHYDLSP00X,2023,2.45
REGION,BDIHYDLSP00X,2024,2.45
REGION,BDIHYDLSP00X,2025,2.45
REGION,BDIHYDLSP00X,2026,2.45
REGION,BDIHYDLSP00X,2027,2.45
REGION,BDIHYDLSP00X,2028,2.45
REGION,BDIHYDLSP00X,2029,2.45
REGION,BDIHYDLSP00X,2030,2.45
REGION,BDIHYDLSP00X,2031,3.3065957625589446
REGION,BDIHYDLSP00X,2032,3.3065957625589446
REGION,BDIHYDLSP00X,2033,3.3065957625589446
REGION,BDIHYDLSP00X,2034,3.9720002694836007
REGION,BDIHYDLSP00X,2035,4.657051091373738
REGION,BDIHYDLSP00X,2036,4.657051091373738
REGION,BDIHYDLSP00X,2037,4.657051091373738
REGION,BDIHYDLSP00X,2038,4.657051091373738
REGION,BDIHYDLSP00X,2039,4.657051091373738
REGION,BDIHYDLSP00X,2040,4.657051091373738
REGION,BDIHYDMGRID1,2040,0.0
REGION,BDIHYDMSP00X,2015,0.8289
REGION,BDIHYDMSP00X,2016,0.8289
REGION,BDIHYDMSP00X,2017,0.8289
REGION,BDIHYDMSP00X,2018,0.8289
REGION,BDIHYDMSP00X,2019,0.8289
REGION,BDIHYDMSP00X,2020,0.8289
REGION,BDIHYDMSP00X,2021,0.8289
REGION,BDIHYDMSP00X,2022,0.8289
REGION,BDIHYDMSP00X,2023,3.0373287544219636
REGION,BDIHYDMSP00X,2024,3.0373287544219636
REGION,BDIHYDMSP00X,2025,3.0373287544219636
REGION,BDIHYDMSP00X,2026,3.0373287544219636
REGION,BDIHYDMSP00X,2027,3.0373287544219636
REGION,BDIHYDMSP00X,2028,3.0373287544219636
REGION,BDIHYDMSP00X,2029,3.7161008722072815
REGION,BDIHYDMSP00X,2030,4.406110547424171
REGION,BDIHYDMSP00X,2031,4.406110547424171
REGION,BDIHYDMSP00X,2032,5.023806977349884
REGION,BDIHYDMSP00X,2033,5.666133717812029
REGION,BDIHYDMSP00X,2034,5.666133717812029
REGION,BDIHYDMSP00X,2035,5.666133717812029
REGION,BDIHYDMSP00X,2036,6.378988394878509
REGION,BDIHYDMSP00X,2037,7.351560453450309
REGION,BDIHYDMSP00X,2038,8.829379619994501
REGION,BDIHYDMSP00X,2039,9.685517308229226
REGION,BDIHYDMSP00X,2040,9.865759315759597
REGION,BDIHYDSSP00X,2015,2.17494
REGION,BDIHYDSSP00X,2016,2.79894
REGION,BDIHYDSSP00X,2017,3.5189399999999997
REGION,BDIHYDSSP00X,2018,3.5189399999999997
REGION,BDIHYDSSP00X,2019,3.5189399999999997
REGION,BDIHYDSSP00X,2020,3.5189399999999997
REGION,BDIHYDSSP00X,2021,3.5189399999999997
REGION,BDIHYDSSP00X,2022,3.5189399999999997
REGION,BDIHYDSSP00X,2023,3.5189399999999997
REGION,BDIHYDSSP00X,2024,3.5189399999999997
REGION,BDIHYDSSP00X,2025,3.5189399999999997
REGION,BDIHYDSSP00X,2026,3.5189399999999997
REGION,BDIHYDSSP00X,2027,3.5189399999999997
REGION,BDIHYDSSP00X,2028,3.5189399999999997
REGION,BDIHYDSSP00X,2029,3.5189399999999997
REGION,BDIHYDSSP00X,2030,3.5189399999999997
REGION,BDIHYDSSP00X,2031,3.5189399999999997
REGION,BDIHYDSSP00X,2032,3.5189399999999997
REGION,BDIHYDSSP00X,2033,3.5189399999999997
REGION,BDIHYDSSP00X,2034,3.5189399999999997
REGION,BDIHYDSSP00X,2035,3.5189399999999997
REGION,BDIHYDSSP00X,2036,3.5189399999999997
REGION,BDIHYDSSP00X,2037,3.5189399999999997
REGION,BDIHYDSSP00X,2038,3.5189399999999997
REGION,BDIHYDSSP00X,2039,3.5189399999999997
REGION,BDIHYDSSP00X,2040,3.5189399999999997
REGION,BDILFODIP00X,2040,0.0
REGION,BDILFOIMP00X,2040,0.0
REGION,BDILFOMGRID1,2040,0.0
REGION,BDILFORCP00X,2016,0.00018159218227077443
REGION,BDILFORCP00X,2017,0.018416381524480628
REGION,BDILFORCP00X,2018,0.024978507068081444
REGION,BDILFORCP00X,2019,0.024978507068081444
REGION,BDILFORCP00X,2020,0.024978507068081444
REGION,BDILFORCP00X,2021,0.024978507068081444
REGION,BDILFORCP00X,2022,0.024978507068081444
REGION,BDILFORCP00X,2023,0.024978507068081444
REGION,BDILFORCP00X,2024,0.024978507068081444
REGION,BDILFORCP00X,2025,0.024978507068081444
REGION,BDILFORCP00X,2026,0.024796914885810668
REGION,BDILFORCP00X,2027,0.006562125543600816
REGION,BDILFORCP00X,2040,0.0
REGION,BDILFORCP01N,2040,0.0
REGION,BDILFORCP01O,2015,0.21175
REGION,BDILFORCP01O,2016,0.21175
REGION,BDILFORCP01O,2017,0.21175
REGION,BDILFORCP01O,2018,0.21175
REGION,BDILFORCP01O,2019,0.21175
REGION,BDILFORCP01O,2020,0.21175
REGION,BDILFORCP01O,2021,0.2011625
REGION,BDILFORCP01O,2022,0.190575
REGION,BDILFORCP01O,2023,0.1799875
REGION,BDILFORCP01O,2024,0.1694
REGION,BDILFORCP01O,2025,0.1588125
REGION,BDILFORCP01O,2026,0.148225
REGION,BDILFORCP01O,2027,0.1376375
REGION,BDILFORCP01O,2028,0.12705
REGION,BDILFORCP01O,2029,0.1164625
REGION,BDILFORCP01O,2030,0.105875
REGION,BDILFORCP01O,2031,0.0952875
REGION,BDILFORCP01O,2032,0.0847
REGION,BDILFORCP01O,2033,0.0741125
REGION,BDILFORCP01O,2034,0.063525
REGION,BDILFORCP01O,2035,0.0529375
REGION,BDILFORCP01O,2036,0.04235
REGION,BDILFORCP01O,2037,0.0317625
REGION,BDILFORCP01O,2038,0.021175
REGION,BDILFORCP01O,2039,0.0105875
REGION,BDILFORCP01O,2040,0.0
REGION,BDILFOSALON1,2040,0.0
REGION,BDILNGEXP00X,2040,0.0
REGION,BDILNGIMP00X,2040,0.0
REGION,BDINGACCC01N,2040,0.0
REGION,BDINGACCP01N,2040,0.0
REGION,BDINGACCP01O,2040,0.0
REGION,BDINGADIP00X,2040,0.0
REGION,BDINGAGCP01N,2040,0.0
REGION,BDINGAGCP01O,2040,0.0
REGION,BDINGAPRP00X,2040,0.0
REGION,BDINGGCP01N,2040,0.0
REGION,BDINGGCP01O,2040,0.0
REGION,BDISOLARP00X,2040,0.0
REGION,BDISOLCNP01X,2040,0.0
REGION,BDISOLCSP01X,2040,0.0
REGION,BDISOLMGRID1,2040,0.0
REGION,BDISOLPRP00X,2015,0.096
REGION,BDISOLPRP00X,2016,0.128
REGION,BDISOLPRP00X,2017,0.16
REGION,BDISOLPRP00X,2018,0.16
REGION,BDISOLPRP00X,2019,0.16
REGION,BDISOLPRP00X,2020,0.1552
REGION,BDISOLPRP00X,2021,0.14946
REGION,BDISOLPRP00X,2022,0.14378000000000002
REGION,BDISOLPRP00X,2023,0.13816
REGION,BDISOLPRP00X,2024,0.1326
REGION,BDISOLPRP00X,2025,0.1271
REGION,BDISOLPRP00X,2026,0.12165999999999999
REGION,BDISOLPRP00X,2027,0.11628000000000001
REGION,BDISOLPRP00X,2028,0.11096
REGION,BDISOLPRP00X,2029,0.41795330740224074
REGION,BDISOLPRP00X,2030,0.7693685918390796
REGION,BDISOLPRP00X,2031,1.1173729414525224
REGION,BDISOLPRP00X,2032,1.4623740122233708
REGION,BDISOLPRP00X,2033,1.8046950469972216
REGION,BDISOLPRP00X,2034,2.149656568264576
REGION,BDISOLPRP00X,2035,2.5882670345534664
REGION,BDISOLPRP00X,2036,3.0218033177862287
REGION,BDISOLPRP00X,2037,3.4506051852367214
REGION,BDISOLPRP00X,2038,3.8748176549491995
REGION,BDISOLPRP00X,2039,4.294250865830571
REGION,BDISOLPRP00X,2040,4.78519282198075
REGION,BDISOLPRSAL1,2040,0.0
REGION,BDISOLPRSAL2,2040,0.0
REGION,BDISOLPRSAL3,2040,0.0
REGION,BDISOLPRSAL4,2040,0.0
REGION,BDISOLPRSAL5,2040,0.0
REGION,BDISOLPSP00X,2040,0.0
REGION,BDISOLPUP00X,2040,0.0
REGION,BDIURNIMP00X,2040,0.0
REGION,BDIURNPRP00X,2040,0.0
REGION,BDIURNPWP01N,2040,0.0
REGION,BDIURNPWP01O,2040,0.0
REGION,BDIWINMGRID1,2040,0.0
REGION,BDIWINOFP00X,2040,0.0
REGION,BDIWINONP00X,2040,0.0
REGION,BDIWINPRP00X,2040,0.0
REGION,BENBACKSTOP,2040,0.0
REGION,BENBIOCHC01N,2040,0.0
REGION,BENBIOCHP01N,2021,3.4100492649335274
REGION,BENBIOCHP01N,2022,3.4100492649335274
REGION,BENBIOCHP01N,2023,3.4100492649335274
REGION,BENBIOCHP01N,2024,3.4100492649335274
REGION,BENBIOCHP01N,2025,17.896471966004448
REGION,BENBIOCHP01N,2026,17.896471966004448
REGION,BENBIOCHP01N,2027,17.896471966004448
REGION,BENBIOCHP01N,2028,17.896471966004448
REGION,BENBIOCHP01N,2029,17.896471966004448
REGION,BENBIOCHP01N,2030,17.896471966004448
REGION,BENBIOCHP01N,2031,17.777162152897755
REGION,BENBIOCHP01N,2032,17.657852339791056
REGION,BENBIOCHP01N,2033,17.53854252668436
REGION,BENBIOCHP01N,2034,17.419232713577664
REGION,BENBIOCHP01N,2035,17.299922900470968
REGION,BENBIOCHP01N,2036,17.18061308736427
REGION,BENBIOCHP01N,2037,17.061303274257575
REGION,BENBIOCHP01N,2038,16.94199346115088
REGION,BENBIOCHP01N,2039,16.822683648044183
REGION,BENBIOCHP01N,2040,16.703373834937487
REGION,BENBIOCHP01O,2040,0.0
REGION,BENBIODIP00X,2040,0.0
REGION,BENBIOIMP00X,2040,0.0
REGION,BENBIOPRP00X,2040,0.0
REGION,BENCO1DIP00X,2040,0.0
REGION,BENCO1IMP00X,2040,0.0
REGION,BENCO1PRP00X,2040,0.0
REGION,BENCO1R1P00X,2040,0.0
REGION,BENCO1R2P00X,2040,0.0
REGION,BENCO1RCP00X,2040,0.0
REGION,BENCOADIP00X,2040,0.0
REGION,BENCOAIMP00X,2040,0.0
REGION,BENCOAPRP00X,2040,0.0
REGION,BENCOASCC01N,2040,0.0
REGION,BENCOASCP01N,2040,0.0
REGION,BENCOASCP01O,2040,0.0
REGION,BENEL1TRP00X,2040,0.0
REGION,BENEL2DIP00X,2040,0.0
REGION,BENEL3DIP00X,2040,0.0
REGION,BENEL4DIP00X,2040,0.0
REGION,BENELGHABP00,2040,0.0
REGION,BENELNERBP00,2040,0.0
REGION,BENGAS00IPIX,2040,0.0
REGION,BENGEOCVP01N,2040,0.0
