r,t,f,y,UseByTechnologyAnnual
REGION,AGOCO1RCP00X,AGOCO1,2028.0,296.7865
REGION,AGOCO1RCP00X,AGOCO1,2029.0,298.9053
REGION,AGOCO1RCP00X,AGOCO1,2030.0,300.6622
REGION,AGOCO1RCP00X,AGOCO1,2031.0,299.8043
REGION,AGOCO1RCP00X,AGOCO1,2032.0,298.8827
REGION,AGOCO1RCP00X,AGOCO1,2033.0,297.8977
REGION,AGOCO1RCP00X,AGOCO1,2034.0,296.8506
REGION,AGOCO1RCP00X,AGOCO1,2035.0,295.7433
REGION,AGOCO1RCP00X,AGOCO1,2036.0,297.1055
REGION,AGOCO1RCP00X,AGOCO1,2037.0,298.41
REGION,AGOCO1RCP00X,AGOCO1,2038.0,299.657
REGION,AGOCO1RCP00X,AGOCO1,2039.0,301.0777
REGION,AGOCO1RCP00X,AGOCO1,2040.0,301.9776
REGION,AGOCOADIP00X,AGOCOA,2040.0,0.0
REGION,AGOCOASCC01N,AGOCOA,2040.0,0.0
REGION,AGOCOASCP01N,AGOCOA,2040.0,0.0
REGION,AGOCOASCP01O,AGOCOA,2040.0,0.0
REGION,AGOEL1TRP00X,AGOEL1,2015.0,33.6964
REGION,AGOEL1TRP00X,AGOEL1,2016.0,36.4753
REGION,AGOEL1TRP00X,AGOEL1,2017.0,37.6337
REGION,AGOEL1TRP00X,AGOEL1,2018.0,41.0896
REGION,AGOEL1TRP00X,AGOEL1,2019.0,45.151
REGION,AGOEL1TRP00X,AGOEL1,2020.0,48.509
REGION,AGOEL1TRP00X,AGOEL1,2021.0,55.3005
REGION,AGOEL1TRP00X,AGOEL1,2022.0,66.4319
REGION,AGOEL1TRP00X,AGOEL1,2023.0,77.651
REGION,AGOEL1TRP00X,AGOEL1,2024.0,88.9435
REGION,AGOEL1TRP00X,AGOEL1,2025.0,100.3139
REGION,AGOEL1TRP00X,AGOEL1,2026.0,111.9418
REGION,AGOEL1TRP00X,AGOEL1,2027.0,118.4323
REGION,AGOEL1TRP00X,AGOEL1,2028.0,125.0341
REGION,AGOEL1TRP00X,AGOEL1,2029.0,131.7384
REGION,AGOEL1TRP00X,AGOEL1,2030.0,135.7627
REGION,AGOEL1TRP00X,AGOEL1,2031.0,140.2683
REGION,AGOEL1TRP00X,AGOEL1,2032.0,144.9545
REGION,AGOEL1TRP00X,AGOEL1,2033.0,149.8276
REGION,AGOEL1TRP00X,AGOEL1,2034.0,156.7297
REGION,AGOEL1TRP00X,AGOEL1,2035.0,164.6249
REGION,AGOEL1TRP00X,AGOEL1,2036.0,172.8517
REGION,AGOEL1TRP00X,AGOEL1,2037.0,181.3477
REGION,AGOEL1TRP00X,AGOEL1,2038.0,190.121
REGION,AGOEL1TRP00X,AGOEL1,2039.0,199.1808
REGION,AGOEL1TRP00X,AGOEL1,2040.0,208.5369
REGION,AGOEL2DIP00X,AGOEL2,2015.0,32.0115
REGION,AGOEL2DIP00X,AGOEL2,2016.0,34.6515
REGION,AGOEL2DIP00X,AGOEL2,2017.0,35.7521
REGION,AGOEL2DIP00X,AGOEL2,2018.0,39.0351
REGION,AGOEL2DIP00X,AGOEL2,2019.0,42.8935
REGION,AGOEL2DIP00X,AGOEL2,2020.0,46.0835
REGION,AGOEL2DIP00X,AGOEL2,2021.0,45.1642
REGION,AGOEL2DIP00X,AGOEL2,2022.0,48.399
REGION,AGOEL2DIP00X,AGOEL2,2023.0,51.748
REGION,AGOEL2DIP00X,AGOEL2,2024.0,55.1975
REGION,AGOEL2DIP00X,AGOEL2,2025.0,58.7515
REGION,AGOEL2DIP00X,AGOEL2,2026.0,62.5805
REGION,AGOEL2DIP00X,AGOEL2,2027.0,66.5053
REGION,AGOEL2DIP00X,AGOEL2,2028.0,70.5452
REGION,AGOEL2DIP00X,AGOEL2,2029.0,74.6918
REGION,AGOEL2DIP00X,AGOEL2,2030.0,76.3016
REGION,AGOEL2DIP00X,AGOEL2,2031.0,77.9993
REGION,AGOEL2DIP00X,AGOEL2,2032.0,79.7417
REGION,AGOEL2DIP00X,AGOEL2,2033.0,81.5286
REGION,AGOEL2DIP00X,AGOEL2,2034.0,85.1033
REGION,AGOEL2DIP00X,AGOEL2,2035.0,89.4749
REGION,AGOEL2DIP00X,AGOEL2,2036.0,94.0078
REGION,AGOEL2DIP00X,AGOEL2,2037.0,98.6351
REGION,AGOEL2DIP00X,AGOEL2,2038.0,103.3565
REGION,AGOEL2DIP00X,AGOEL2,2039.0,108.1724
REGION,AGOEL2DIP00X,AGOEL2,2040.0,113.0837
REGION,AGOEL3DIP00X,AGOEL2,2021.0,7.3712
REGION,AGOEL3DIP00X,AGOEL2,2022.0,14.7113
REGION,AGOEL3DIP00X,AGOEL2,2023.0,22.0205
REGION,AGOEL3DIP00X,AGOEL2,2024.0,29.2989
REGION,AGOEL3DIP00X,AGOEL2,2025.0,36.5467
REGION,AGOEL3DIP00X,AGOEL2,2026.0,43.7642
REGION,AGOEL3DIP00X,AGOEL2,2027.0,46.0054
REGION,AGOEL3DIP00X,AGOEL2,2028.0,48.2372
REGION,AGOEL3DIP00X,AGOEL2,2029.0,50.4597
REGION,AGOEL3DIP00X,AGOEL2,2030.0,52.673
REGION,AGOEL3DIP00X,AGOEL2,2031.0,55.2556
REGION,AGOEL3DIP00X,AGOEL2,2032.0,57.9651
REGION,AGOEL3DIP00X,AGOEL2,2033.0,60.8077
REGION,AGOEL3DIP00X,AGOEL2,2034.0,63.79
REGION,AGOEL3DIP00X,AGOEL2,2035.0,66.9188
REGION,AGOEL3DIP00X,AGOEL2,2036.0,70.2014
REGION,AGOEL3DIP00X,AGOEL2,2037.0,73.6453
REGION,AGOEL3DIP00X,AGOEL2,2038.0,77.2585
REGION,AGOEL3DIP00X,AGOEL2,2039.0,81.0493
REGION,AGOEL3DIP00X,AGOEL2,2040.0,85.0264
REGION,AGOEL4DIP00X,AGOEL3,2040.0,0.0
REGION,AGOELCODBP00,AGOEL1,2019.0,8.8213
REGION,AGOELCODBP00,AGOEL1,2020.0,13.3107
REGION,AGOELCODBP00,AGOEL1,2021.0,8.3005
REGION,AGOELCODBP00,AGOEL1,2022.0,9.3353
REGION,AGOELCODBP00,AGOEL1,2023.0,5.9821
REGION,AGOELCODBP00,AGOEL1,2024.0,13.8009
REGION,AGOELCODBP00,AGOEL1,2025.0,7.2063
REGION,AGOELCODBP00,AGOEL1,2026.0,5.9348
REGION,AGOELCODBP00,AGOEL1,2027.0,5.8494
REGION,AGOELCODBP00,AGOEL1,2028.0,5.7252
REGION,AGOELCODBP00,AGOEL1,2029.0,5.9821
REGION,AGOELCODBP00,AGOEL1,2030.0,5.9821
REGION,AGOELCODBP00,AGOEL1,2031.0,3.1757
REGION,AGOELCODBP00,AGOEL1,2032.0,2.2059
REGION,AGOELCODBP00,AGOEL1,2033.0,2.6515
REGION,AGOELCODBP00,AGOEL1,2034.0,2.5729
REGION,AGOELCODBP00,AGOEL1,2035.0,2.307
REGION,AGOELCODBP00,AGOEL1,2036.0,2.0736
REGION,AGOELCODBP00,AGOEL1,2037.0,2.5538
REGION,AGOELCODBP00,AGOEL1,2038.0,2.4556
REGION,AGOELCODBP00,AGOEL1,2039.0,2.4324
REGION,AGOELCODBP00,AGOEL1,2040.0,2.9297
REGION,AGOELCODBP00,CODEL1,2023.0,5.1928
REGION,AGOELCODBP00,CODEL1,2026.0,0.959
REGION,AGOELCODBP00,CODEL1,2027.0,2.0594
REGION,AGOELCODBP00,CODEL1,2028.0,1.3502
REGION,AGOELCODBP00,CODEL1,2030.0,1.7435
REGION,AGOELCODBP00,CODEL1,2038.0,2.3589
REGION,AGOELCODBP00,CODEL1,2039.0,7.87
REGION,AGOELCODBP00,CODEL1,2040.0,9.2939
REGION,AGOHFODIP00X,AGOHFO,2015.0,16.6329
REGION,AGOHFODIP00X,AGOHFO,2016.0,16.2584
REGION,AGOHFODIP00X,AGOHFO,2017.0,13.488
REGION,AGOHFODIP00X,AGOHFO,2018.0,13.4218
REGION,AGOHFODIP00X,AGOHFO,2019.0,14.3866
REGION,AGOHFODIP00X,AGOHFO,2020.0,13.2921
REGION,AGOHFODIP00X,AGOHFO,2021.0,14.7238
REGION,AGOHFODIP00X,AGOHFO,2022.0,15.9812
REGION,AGOHFODIP00X,AGOHFO,2023.0,17.2343
REGION,AGOHFODIP00X,AGOHFO,2024.0,18.4828
REGION,AGOHFODIP00X,AGOHFO,2025.0,19.7267
REGION,AGOHFODIP00X,AGOHFO,2026.0,20.0311
REGION,AGOHFODIP00X,AGOHFO,2027.0,20.3306
REGION,AGOHFODIP00X,AGOHFO,2028.0,20.6251
REGION,AGOHFODIP00X,AGOHFO,2029.0,20.9145
REGION,AGOHFODIP00X,AGOHFO,2030.0,21.199
REGION,AGOHFODIP00X,AGOHFO,2031.0,21.2343
REGION,AGOHFODIP00X,AGOHFO,2032.0,21.2646
REGION,AGOHFODIP00X,AGOHFO,2033.0,21.2899
REGION,AGOHFODIP00X,AGOHFO,2034.0,21.3102
REGION,AGOHFODIP00X,AGOHFO,2035.0,21.3258
REGION,AGOHFODIP00X,AGOHFO,2036.0,21.537
REGION,AGOHFODIP00X,AGOHFO,2037.0,21.7436
REGION,AGOHFODIP00X,AGOHFO,2038.0,21.9456
REGION,AGOHFODIP00X,AGOHFO,2039.0,22.1431
REGION,AGOHFODIP00X,AGOHFO,2040.0,22.336
REGION,AGOHFOEMP00X,AGOHFO,2015.0,3.2802
REGION,AGOHFOEMP00X,AGOHFO,2016.0,3.2271
REGION,AGOHFOEMP00X,AGOHFO,2017.0,3.7638
REGION,AGOHFOEMP00X,AGOHFO,2018.0,2.81
REGION,AGOHFOEMP00X,AGOHFO,2019.0,2.81
REGION,AGOHFOEMP00X,AGOHFO,2020.0,2.81
REGION,AGOHFOEMP00X,AGOHFO,2021.0,2.7398
REGION,AGOHFOEMP00X,AGOHFO,2022.0,2.6695
REGION,AGOHFOEMP00X,AGOHFO,2023.0,2.5993
REGION,AGOHFOEMP00X,AGOHFO,2024.0,2.529
REGION,AGOHFOEMP00X,AGOHFO,2025.0,2.4588
REGION,AGOHFOEMP00X,AGOHFO,2026.0,2.3885
REGION,AGOHFOEMP00X,AGOHFO,2027.0,2.3183
REGION,AGOHFOEMP00X,AGOHFO,2028.0,2.248
REGION,AGOHFOEMP00X,AGOHFO,2029.0,2.1778
REGION,AGOHFOEMP00X,AGOHFO,2030.0,2.1075
REGION,AGOHFOEMP00X,AGOHFO,2031.0,2.0548
REGION,AGOHFOEMP00X,AGOHFO,2032.0,2.0021
REGION,AGOHFOEMP00X,AGOHFO,2033.0,1.9495
REGION,AGOHFOEMP00X,AGOHFO,2034.0,1.8968
REGION,AGOHFOEMP00X,AGOHFO,2035.0,1.8441
REGION,AGOHFOEMP00X,AGOHFO,2036.0,1.7914
REGION,AGOHFOEMP00X,AGOHFO,2037.0,1.7387
REGION,AGOHFOEMP00X,AGOHFO,2038.0,1.686
REGION,AGOHFOEMP00X,AGOHFO,2039.0,1.6333
REGION,AGOHFOEMP00X,AGOHFO,2040.0,1.5806
REGION,AGOHFOGCP01N,AGOHFO,2040.0,0.0
REGION,AGOHFOGCP01O,AGOHFO,2015.0,16.4808
REGION,AGOHFOGCP01O,AGOHFO,2016.0,16.4808
REGION,AGOHFOGCP01O,AGOHFO,2017.0,3.2962
REGION,AGOHFOGCP01O,AGOHFO,2018.0,3.2962
REGION,AGOHFOGCP01O,AGOHFO,2019.0,3.2962
REGION,AGOHFOGCP01O,AGOHFO,2020.0,3.2962
REGION,AGOHFOGCP01O,AGOHFO,2021.0,3.1314
REGION,AGOHFOGCP01O,AGOHFO,2022.0,2.9666
REGION,AGOHFOGCP01O,AGOHFO,2023.0,2.8017
REGION,AGOHFOGCP01O,AGOHFO,2024.0,2.6369
REGION,AGOHFOGCP01O,AGOHFO,2025.0,2.4721
REGION,AGOHFOGCP01O,AGOHFO,2026.0,2.3073
REGION,AGOHFOGCP01O,AGOHFO,2027.0,2.1425
REGION,AGOHFOGCP01O,AGOHFO,2028.0,1.9777
REGION,AGOHFOGCP01O,AGOHFO,2029.0,1.8129
REGION,AGOHFOGCP01O,AGOHFO,2030.0,1.6481
REGION,AGOHFOGCP01O,AGOHFO,2031.0,1.4833
REGION,AGOHFOGCP01O,AGOHFO,2032.0,1.3185
REGION,AGOHFOGCP01O,AGOHFO,2033.0,1.1537
REGION,AGOHFOGCP01O,AGOHFO,2034.0,0.9889
REGION,AGOHFOGCP01O,AGOHFO,2035.0,0.824
REGION,AGOHFOGCP01O,AGOHFO,2036.0,0.6592
REGION,AGOHFOGCP01O,AGOHFO,2037.0,0.4944
REGION,AGOHFOGCP01O,AGOHFO,2038.0,0.3296
REGION,AGOHFOGCP01O,AGOHFO,2039.0,0.1648
REGION,AGOHFOGCP01O,AGOHFO,2040.0,0.0
REGION,AGOLFODIP00X,AGOLFO,2015.0,191.2787
REGION,AGOLFODIP00X,AGOLFO,2016.0,186.9713
REGION,AGOLFODIP00X,AGOLFO,2017.0,155.1123
REGION,AGOLFODIP00X,AGOLFO,2018.0,154.3507
REGION,AGOLFODIP00X,AGOLFO,2019.0,165.446
REGION,AGOLFODIP00X,AGOLFO,2020.0,152.8588
REGION,AGOLFODIP00X,AGOLFO,2021.0,169.3239
REGION,AGOLFODIP00X,AGOLFO,2022.0,183.7838
REGION,AGOLFODIP00X,AGOLFO,2023.0,198.1941
REGION,AGOLFODIP00X,AGOLFO,2024.0,212.5526
REGION,AGOLFODIP00X,AGOLFO,2025.0,226.8572
REGION,AGOLFODIP00X,AGOLFO,2026.0,230.3581
REGION,AGOLFODIP00X,AGOLFO,2027.0,233.8022
REGION,AGOLFODIP00X,AGOLFO,2028.0,237.1886
REGION,AGOLFODIP00X,AGOLFO,2029.0,240.5172
REGION,AGOLFODIP00X,AGOLFO,2030.0,243.7881
REGION,AGOLFODIP00X,AGOLFO,2031.0,244.1944
REGION,AGOLFODIP00X,AGOLFO,2032.0,244.5428
REGION,AGOLFODIP00X,AGOLFO,2033.0,244.8335
REGION,AGOLFODIP00X,AGOLFO,2034.0,245.0675
REGION,AGOLFODIP00X,AGOLFO,2035.0,245.2468
REGION,AGOLFODIP00X,AGOLFO,2036.0,247.6752
REGION,AGOLFODIP00X,AGOLFO,2037.0,250.0511
REGION,AGOLFODIP00X,AGOLFO,2038.0,252.3747
REGION,AGOLFODIP00X,AGOLFO,2039.0,254.6457
REGION,AGOLFODIP00X,AGOLFO,2040.0,256.8638
REGION,AGOLFOEMP00X,AGOLFO,2015.0,37.722
REGION,AGOLFOEMP00X,AGOLFO,2016.0,37.1121
REGION,AGOLFOEMP00X,AGOLFO,2017.0,43.2842
REGION,AGOLFOEMP00X,AGOLFO,2018.0,32.3154
REGION,AGOLFOEMP00X,AGOLFO,2019.0,32.3154
REGION,AGOLFOEMP00X,AGOLFO,2020.0,32.6778
REGION,AGOLFOEMP00X,AGOLFO,2021.0,31.8608
REGION,AGOLFOEMP00X,AGOLFO,2022.0,31.0439
REGION,AGOLFOEMP00X,AGOLFO,2023.0,30.227
REGION,AGOLFOEMP00X,AGOLFO,2024.0,29.41
REGION,AGOLFOEMP00X,AGOLFO,2025.0,28.5931
REGION,AGOLFOEMP00X,AGOLFO,2026.0,27.7761
REGION,AGOLFOEMP00X,AGOLFO,2027.0,26.9592
REGION,AGOLFOEMP00X,AGOLFO,2028.0,26.1422
REGION,AGOLFOEMP00X,AGOLFO,2029.0,25.3253
REGION,AGOLFOEMP00X,AGOLFO,2030.0,24.2365
REGION,AGOLFOEMP00X,AGOLFO,2031.0,23.6306
REGION,AGOLFOEMP00X,AGOLFO,2032.0,23.0247
REGION,AGOLFOEMP00X,AGOLFO,2033.0,22.4188
REGION,AGOLFOEMP00X,AGOLFO,2034.0,21.8129
REGION,AGOLFOEMP00X,AGOLFO,2035.0,21.207
REGION,AGOLFOEMP00X,AGOLFO,2036.0,20.6011
REGION,AGOLFOEMP00X,AGOLFO,2037.0,19.9952
REGION,AGOLFOEMP00X,AGOLFO,2038.0,19.3892
REGION,AGOLFOEMP00X,AGOLFO,2039.0,18.994
REGION,AGOLFOEMP00X,AGOLFO,2040.0,18.1774
REGION,AGOLFOMGRID1,AGOLFO,2040.0,0.0
REGION,AGOLFORCP00X,AGOLFO,2016.0,0.0836
REGION,AGOLFORCP00X,AGOLFO,2017.0,0.0811
REGION,AGOLFORCP00X,AGOLFO,2018.0,0.0879
REGION,AGOLFORCP00X,AGOLFO,2019.0,0.0959
REGION,AGOLFORCP00X,AGOLFO,2020.0,0.1104
REGION,AGOLFORCP00X,AGOLFO,2022.0,0.1063
REGION,AGOLFORCP00X,AGOLFO,2023.0,0.1063
REGION,AGOLFORCP00X,AGOLFO,2024.0,0.1063
REGION,AGOLFORCP00X,AGOLFO,2025.0,0.1063
REGION,AGOLFORCP00X,AGOLFO,2026.0,0.0252
REGION,AGOLFORCP00X,AGOLFO,2027.0,0.0252
REGION,AGOLFORCP00X,AGOLFO,2040.0,0.0
REGION,AGOLFORCP01N,AGOLFO,2040.0,0.0
REGION,AGOLFORCP01O,AGOLFO,2015.0,36.3519
REGION,AGOLFORCP01O,AGOLFO,2016.0,38.862
REGION,AGOLFORCP01O,AGOLFO,2017.0,11.6371
REGION,AGOLFORCP01O,AGOLFO,2018.0,11.6371
REGION,AGOLFORCP01O,AGOLFO,2019.0,11.6371
REGION,AGOLFORCP01O,AGOLFO,2020.0,11.6371
REGION,AGOLFORCP01O,AGOLFO,2021.0,11.0553
REGION,AGOLFORCP01O,AGOLFO,2022.0,10.4734
REGION,AGOLFORCP01O,AGOLFO,2023.0,9.8916
REGION,AGOLFORCP01O,AGOLFO,2024.0,9.3097
REGION,AGOLFORCP01O,AGOLFO,2025.0,8.7278
REGION,AGOLFORCP01O,AGOLFO,2026.0,8.146
REGION,AGOLFORCP01O,AGOLFO,2027.0,7.5641
REGION,AGOLFORCP01O,AGOLFO,2028.0,6.9823
REGION,AGOLFORCP01O,AGOLFO,2029.0,6.4004
REGION,AGOLFORCP01O,AGOLFO,2030.0,5.8186
REGION,AGOLFORCP01O,AGOLFO,2031.0,5.2367
REGION,AGOLFORCP01O,AGOLFO,2032.0,4.6549
REGION,AGOLFORCP01O,AGOLFO,2033.0,4.073
REGION,AGOLFORCP01O,AGOLFO,2034.0,3.4911
REGION,AGOLFORCP01O,AGOLFO,2035.0,2.9093
REGION,AGOLFORCP01O,AGOLFO,2036.0,2.3274
REGION,AGOLFORCP01O,AGOLFO,2037.0,1.7456
REGION,AGOLFORCP01O,AGOLFO,2038.0,1.1637
REGION,AGOLFORCP01O,AGOLFO,2039.0,0.5819
REGION,AGOLFORCP01O,AGOLFO,2040.0,0.0
REGION,AGOLFOSALON1,AGOLFO,2040.0,0.0
REGION,AGOLNGEXP00X,AGOGAS,2015.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2016.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2017.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2018.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2019.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2020.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2021.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2022.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2023.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2024.0,270.5956
REGION,AGOLNGEXP00X,AGOGAS,2025.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2026.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2027.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2028.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2029.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2030.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2031.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2032.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2033.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2034.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2035.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2036.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2037.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2038.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2039.0,230.0
REGION,AGOLNGEXP00X,AGOGAS,2040.0,230.0
REGION,AGONGACCC01N,AGOGAS,2040.0,0.0
REGION,AGONGACCP01N,AGOGAS,2021.0,2.3262
REGION,AGONGACCP01N,AGOGAS,2022.0,23.7121
REGION,AGONGACCP01N,AGOGAS,2023.0,16.3402
REGION,AGONGACCP01N,AGOGAS,2025.0,8.6472
REGION,AGONGACCP01N,AGOGAS,2026.0,12.2631
