r,t,y,NewCapacity
REGION,AGOCO1EXP00X,2016,99999.0
REGION,AGOCO1EXP00X,2017,99999.0
REGION,AGOCO1EXP00X,2018,99999.0
REGION,AGOCO1EXP00X,2019,99999.0
REGION,AGOCO1EXP00X,2020,99999.0
REGION,AGOCO1EXP00X,2021,99999.0
REGION,AGOCO1EXP00X,2022,99999.0
REGION,AGOCO1EXP00X,2023,99999.0
REGION,AGOCO1EXP00X,2024,99999.0
REGION,AGOCO1EXP00X,2025,99999.0
REGION,AGOCO1EXP00X,2026,99999.0
REGION,AGOCO1EXP00X,2027,99999.0
REGION,AGOCO1EXP00X,2028,99999.0
REGION,AGOCO1EXP00X,2029,99999.0
REGION,AGOCO1EXP00X,2030,99999.0
REGION,AGOCO1EXP00X,2031,99999.0
REGION,AGOCO1EXP00X,2032,99999.0
REGION,AGOCO1EXP00X,2033,99999.0
REGION,AGOCO1EXP00X,2034,99999.0
REGION,AGOCO1EXP00X,2035,99999.0
REGION,AGOCO1EXP00X,2036,99999.0
REGION,AGOCO1EXP00X,2037,99999.0
REGION,AGOCO1EXP00X,2038,99999.0
REGION,AGOCO1EXP00X,2039,99999.0
REGION,AGOCO1EXP00X,2040,99999.0
REGION,AGOCO1IMP00X,2015,99999.0
REGION,AGOCO1IMP00X,2016,99999.0
REGION,AGOCO1IMP00X,2017,99999.0
REGION,AGOCO1IMP00X,2018,99999.0
REGION,AGOCO1IMP00X,2019,99999.0
REGION,AGOCO1IMP00X,2020,99999.0
REGION,AGOCO1IMP00X,2021,99999.0
REGION,AGOCO1IMP00X,2022,99999.0
REGION,AGOCO1IMP00X,2023,99999.0
REGION,AGOCO1IMP00X,2024,99999.0
REGION,AGOCO1IMP00X,2025,99999.0
REGION,AGOCO1IMP00X,2026,99999.0
REGION,AGOCO1IMP00X,2027,99999.0
REGION,AGOCO1IMP00X,2028,99999.0
REGION,AGOCO1IMP00X,2029,99999.0
REGION,AGOCO1IMP00X,2030,99999.0
REGION,AGOCO1IMP00X,2031,99999.0
REGION,AGOCO1IMP00X,2032,99999.0
REGION,AGOCO1IMP00X,2033,99999.0
REGION,AGOCO1IMP00X,2034,99999.0
REGION,AGOCO1IMP00X,2035,99999.0
REGION,AGOCO1IMP00X,2036,99999.0
REGION,AGOCO1IMP00X,2037,99999.0
REGION,AGOCO1IMP00X,2038,99999.0
REGION,AGOCO1IMP00X,2039,99999.0
REGION,AGOCO1IMP00X,2040,99999.0
REGION,AGOCO1PRP00X,2015,99999.0
REGION,AGOCO1PRP00X,2016,99999.0
REGION,AGOCO1PRP00X,2017,99999.0
REGION,AGOCO1PRP00X,2018,99999.0
REGION,AGOCO1PRP00X,2019,99999.0
REGION,AGOCO1PRP00X,2020,99999.0
REGION,AGOCO1PRP00X,2021,99999.0
REGION,AGOCO1PRP00X,2022,99999.0
REGION,AGOCO1PRP00X,2023,99999.0
REGION,AGOCO1PRP00X,2024,99999.0
REGION,AGOCO1PRP00X,2025,99999.0
REGION,AGOCO1PRP00X,2026,99999.0
REGION,AGOCO1PRP00X,2027,99999.0
REGION,AGOCO1PRP00X,2028,99999.0
REGION,AGOCO1PRP00X,2029,99999.0
REGION,AGOCO1PRP00X,2030,99999.0
REGION,AGOCO1PRP00X,2031,99999.0
REGION,AGOCO1PRP00X,2032,99999.0
REGION,AGOCO1PRP00X,2033,99999.0
REGION,AGOCO1PRP00X,2034,99999.0
REGION,AGOCO1PRP00X,2035,99999.0
REGION,AGOCO1PRP00X,2036,99999.0
REGION,AGOCO1PRP00X,2037,99999.0
REGION,AGOCO1PRP00X,2038,99999.0
REGION,AGOCO1PRP00X,2039,99999.0
REGION,AGOCO1PRP00X,2040,99999.0
REGION,AGOCO1R1P00X,2015,999999.0
REGION,AGOCO1R1P00X,2040,0.0
REGION,AGOCO1R2P00X,2015,999999.0
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2020,999999.0
REGION,AGOCO1RCP00X,2040,0.0
REGION,AGOCOADIP00X,2015,99999.0
REGION,AGOCOADIP00X,2016,99999.0
REGION,AGOCOADIP00X,2017,99999.0
REGION,AGOCOADIP00X,2018,99999.0
REGION,AGOCOADIP00X,2019,99999.0
REGION,AGOCOADIP00X,2020,99999.0
REGION,AGOCOADIP00X,2021,99999.0
REGION,AGOCOADIP00X,2022,99999.0
REGION,AGOCOADIP00X,2023,99999.0
REGION,AGOCOADIP00X,2024,99999.0
REGION,AGOCOADIP00X,2025,99999.0
REGION,AGOCOADIP00X,2026,99999.0
REGION,AGOCOADIP00X,2027,99999.0
REGION,AGOCOADIP00X,2028,99999.0
REGION,AGOCOADIP00X,2029,99999.0
REGION,AGOCOADIP00X,2030,99999.0
REGION,AGOCOADIP00X,2031,99999.0
REGION,AGOCOADIP00X,2032,99999.0
REGION,AGOCOADIP00X,2033,99999.0
REGION,AGOCOADIP00X,2034,99999.0
REGION,AGOCOADIP00X,2035,99999.0
REGION,AGOCOADIP00X,2036,99999.0
REGION,AGOCOADIP00X,2037,99999.0
REGION,AGOCOADIP00X,2038,99999.0
REGION,AGOCOADIP00X,2039,99999.0
REGION,AGOCOADIP00X,2040,99999.0
REGION,AGOCOAIMP00X,2015,99999.0
REGION,AGOCOAIMP00X,2016,99999.0
REGION,AGOCOAIMP00X,2017,99999.0
REGION,AGOCOAIMP00X,2018,99999.0
REGION,AGOCOAIMP00X,2019,99999.0
REGION,AGOCOAIMP00X,2020,99999.0
REGION,AGOCOAIMP00X,2021,99999.0
REGION,AGOCOAIMP00X,2022,99999.0
REGION,AGOCOAIMP00X,2023,99999.0
REGION,AGOCOAIMP00X,2024,99999.0
REGION,AGOCOAIMP00X,2025,99999.0
REGION,AGOCOAIMP00X,2026,99999.0
REGION,AGOCOAIMP00X,2027,99999.0
REGION,AGOCOAIMP00X,2028,99999.0
REGION,AGOCOAIMP00X,2029,99999.0
REGION,AGOCOAIMP00X,2030,99999.0
REGION,AGOCOAIMP00X,2031,99999.0
REGION,AGOCOAIMP00X,2032,99999.0
REGION,AGOCOAIMP00X,2033,99999.0
REGION,AGOCOAIMP00X,2034,99999.0
REGION,AGOCOAIMP00X,2035,99999.0
REGION,AGOCOAIMP00X,2036,99999.0
REGION,AGOCOAIMP00X,2037,99999.0
REGION,AGOCOAIMP00X,2038,99999.0
REGION,AGOCOAIMP00X,2039,99999.0
REGION,AGOCOAIMP00X,2040,99999.0
REGION,AGOCOAPRP00X,2015,99999.0
REGION,AGOCOAPRP00X,2016,99999.0
REGION,AGOCOAPRP00X,2017,99999.0
REGION,AGOCOAPRP00X,2018,99999.0
REGION,AGOCOAPRP00X,2019,99999.0
REGION,AGOCOAPRP00X,2020,99999.0
REGION,AGOCOAPRP00X,2021,99999.0
REGION,AGOCOAPRP00X,2022,99999.0
REGION,AGOCOAPRP00X,2023,99999.0
REGION,AGOCOAPRP00X,2024,99999.0
REGION,AGOCOAPRP00X,2025,99999.0
REGION,AGOCOAPRP00X,2026,99999.0
REGION,AGOCOAPRP00X,2027,99999.0
REGION,AGOCOAPRP00X,2028,99999.0
REGION,AGOCOAPRP00X,2029,99999.0
REGION,AGOCOAPRP00X,2030,99999.0
REGION,AGOCOAPRP00X,2031,99999.0
REGION,AGOCOAPRP00X,2032,99999.0
REGION,AGOCOAPRP00X,2033,99999.0
REGION,AGOCOAPRP00X,2034,99999.0
REGION,AGOCOAPRP00X,2035,99999.0
REGION,AGOCOAPRP00X,2036,99999.0
REGION,AGOCOAPRP00X,2037,99999.0
REGION,AGOCOAPRP00X,2038,99999.0
REGION,AGOCOAPRP00X,2039,99999.0
REGION,AGOCOAPRP00X,2040,99999.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2016,0.0706103130422806
REGION,AGOEL1TRP00X,2017,0.041690818885365105
REGION,AGOEL1TRP00X,2018,0.12400244323723295
REGION,AGOEL1TRP00X,2019,0.1457298374747197
REGION,AGOEL1TRP00X,2020,0.12038660634843343
REGION,AGOEL1TRP00X,2021,0.2503143771647316
REGION,AGOEL1TRP00X,2022,0.39479974679683827
REGION,AGOEL1TRP00X,2023,0.40381559826216495
REGION,AGOEL1TRP00X,2024,0.40645597422307356
REGION,AGOEL1TRP00X,2025,0.4092577660589458
REGION,AGOEL1TRP00X,2026,0.4229691438522636
REGION,AGOEL1TRP00X,2027,0.23364572146703755
REGION,AGOEL1TRP00X,2028,0.23902557262821467
REGION,AGOEL1TRP00X,2029,0.24133605889547027
REGION,AGOEL1TRP00X,2030,0.08543899623716289
REGION,AGOEL1TRP00X,2031,0.0978299970045935
REGION,AGOEL1TRP00X,2032,0.10263612517052234
REGION,AGOEL1TRP00X,2033,0.10767878655247465
REGION,AGOEL1TRP00X,2034,0.2182182452434409
REGION,AGOEL1TRP00X,2035,0.2693062030047084
REGION,AGOEL1TRP00X,2036,0.2806913886985898
REGION,AGOEL1TRP00X,2037,0.2900612094467627
REGION,AGOEL1TRP00X,2038,0.2997200200373611
REGION,AGOEL1TRP00X,2039,0.3097070218462947
REGION,AGOEL1TRP00X,2040,0.32005293947133406
REGION,AGOEL2DIP00X,2016,0.06708429739016653
REGION,AGOEL2DIP00X,2017,0.039606277941096585
REGION,AGOEL2DIP00X,2018,0.11780232107537116
REGION,AGOEL2DIP00X,2019,0.13844334560098404
REGION,AGOEL2DIP00X,2020,0.11436727603101311
REGION,AGOEL2DIP00X,2022,0.08345166850210967
REGION,AGOEL2DIP00X,2023,0.12059526812885943
REGION,AGOEL2DIP00X,2024,0.12421011979385234
REGION,AGOEL2DIP00X,2025,0.1279713491084056
REGION,AGOEL2DIP00X,2026,0.14208977602554818
REGION,AGOEL2DIP00X,2027,0.14131223159624048
REGION,AGOEL2DIP00X,2028,0.14675953741425193
REGION,AGOEL2DIP00X,2029,0.14928884566375514
REGION,AGOEL2DIP00X,2030,0.0015188989704173893
REGION,AGOEL2DIP00X,2034,0.09998617400249143
REGION,AGOEL2DIP00X,2035,0.14324601494798797
REGION,AGOEL2DIP00X,2036,0.14852861764226552
REGION,AGOEL2DIP00X,2037,0.15162421898475412
REGION,AGOEL2DIP00X,2038,0.15470852412883349
REGION,AGOEL2DIP00X,2039,0.1578046792065391
REGION,AGOEL2DIP00X,2040,0.16092708133336517
REGION,AGOEL3DIP00X,2021,0.26526367811494056
REGION,AGOEL3DIP00X,2022,0.26414307114644187
REGION,AGOEL3DIP00X,2023,0.2630295502201974
REGION,AGOEL3DIP00X,2024,0.2619230557180681
REGION,AGOEL3DIP00X,2025,0.2608235286475931
REGION,AGOEL3DIP00X,2026,0.2597309106341023
REGION,AGOEL3DIP00X,2027,0.08065120379744602
REGION,AGOEL3DIP00X,2028,0.08031475658255176
REGION,AGOEL3DIP00X,2029,0.07998041028694226
REGION,AGOEL3DIP00X,2030,0.0796481474548875
REGION,AGOEL3DIP00X,2031,0.09293849715436366
REGION,AGOEL3DIP00X,2032,0.09750431891199604
REGION,AGOEL3DIP00X,2033,0.1022948472248514
REGION,AGOEL3DIP00X,2034,0.10732115897877746
REGION,AGOEL3DIP00X,2035,0.11259487790648595
REGION,AGOEL3DIP00X,2036,0.11812820162139444
REGION,AGOEL3DIP00X,2037,0.12393392998967075
REGION,AGOEL3DIP00X,2038,0.13002549490666068
REGION,AGOEL3DIP00X,2039,0.13641699154743936
REGION,AGOEL3DIP00X,2040,0.14312321116440366
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2019,0.2797221849847343
REGION,AGOELCODBP00,2020,0.22612505890893184
REGION,AGOELCODBP00,2040,0.0
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2015,99999.0
REGION,AGOHFODIP00X,2016,99999.0
REGION,AGOHFODIP00X,2017,99999.0
REGION,AGOHFODIP00X,2018,99999.0
REGION,AGOHFODIP00X,2019,99999.0
REGION,AGOHFODIP00X,2020,99999.0
REGION,AGOHFODIP00X,2021,99999.0
REGION,AGOHFODIP00X,2022,99999.0
REGION,AGOHFODIP00X,2023,99999.0
REGION,AGOHFODIP00X,2024,99999.0
REGION,AGOHFODIP00X,2025,99999.0
REGION,AGOHFODIP00X,2026,99999.0
REGION,AGOHFODIP00X,2027,99999.0
REGION,AGOHFODIP00X,2028,99999.0
REGION,AGOHFODIP00X,2029,99999.0
REGION,AGOHFODIP00X,2030,99999.0
REGION,AGOHFODIP00X,2031,99999.0
REGION,AGOHFODIP00X,2032,99999.0
REGION,AGOHFODIP00X,2033,99999.0
REGION,AGOHFODIP00X,2034,99999.0
REGION,AGOHFODIP00X,2035,99999.0
REGION,AGOHFODIP00X,2036,99999.0
REGION,AGOHFODIP00X,2037,99999.0
REGION,AGOHFODIP00X,2038,99999.0
REGION,AGOHFODIP00X,2039,99999.0
REGION,AGOHFODIP00X,2040,99999.0
REGION,AGOHFOEMP00X,2015,99999.0
REGION,AGOHFOEMP00X,2016,99999.0
REGION,AGOHFOEMP00X,2017,99999.0
REGION,AGOHFOEMP00X,2018,99999.0
REGION,AGOHFOEMP00X,2019,99999.0
REGION,AGOHFOEMP00X,2020,99999.0
REGION,AGOHFOEMP00X,2021,99999.0
REGION,AGOHFOEMP00X,2022,99999.0
REGION,AGOHFOEMP00X,2023,99999.0
REGION,AGOHFOEMP00X,2024,99999.0
REGION,AGOHFOEMP00X,2025,99999.0
REGION,AGOHFOEMP00X,2026,99999.0
REGION,AGOHFOEMP00X,2027,99999.0
REGION,AGOHFOEMP00X,2028,99999.0
REGION,AGOHFOEMP00X,2029,99999.0
REGION,AGOHFOEMP00X,2030,99999.0
REGION,AGOHFOEMP00X,2031,99999.0
REGION,AGOHFOEMP00X,2032,99999.0
REGION,AGOHFOEMP00X,2033,99999.0
REGION,AGOHFOEMP00X,2034,99999.0
REGION,AGOHFOEMP00X,2035,99999.0
REGION,AGOHFOEMP00X,2036,99999.0
REGION,AGOHFOEMP00X,2037,99999.0
REGION,AGOHFOEMP00X,2038,99999.0
REGION,AGOHFOEMP00X,2039,99999.0
REGION,AGOHFOEMP00X,2040,99999.0
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2015,99999.0
REGION,AGOHFOIMP00X,2016,99999.0
REGION,AGOHFOIMP00X,2017,99999.0
REGION,AGOHFOIMP00X,2018,99999.0
REGION,AGOHFOIMP00X,2019,99999.0
REGION,AGOHFOIMP00X,2020,99999.0
REGION,AGOHFOIMP00X,2021,99999.0
REGION,AGOHFOIMP00X,2022,99999.0
REGION,AGOHFOIMP00X,2023,99999.0
REGION,AGOHFOIMP00X,2024,99999.0
REGION,AGOHFOIMP00X,2025,99999.0
REGION,AGOHFOIMP00X,2026,99999.0
REGION,AGOHFOIMP00X,2027,99999.0
REGION,AGOHFOIMP00X,2028,99999.0
REGION,AGOHFOIMP00X,2029,99999.0
REGION,AGOHFOIMP00X,2030,99999.0
REGION,AGOHFOIMP00X,2031,99999.0
REGION,AGOHFOIMP00X,2032,99999.0
REGION,AGOHFOIMP00X,2033,99999.0
REGION,AGOHFOIMP00X,2034,99999.0
REGION,AGOHFOIMP00X,2035,99999.0
REGION,AGOHFOIMP00X,2036,99999.0
REGION,AGOHFOIMP00X,2037,99999.0
REGION,AGOHFOIMP00X,2038,99999.0
REGION,AGOHFOIMP00X,2039,99999.0
REGION,AGOHFOIMP00X,2040,99999.0
REGION,AGOHYDLSP00X,2017,2.39
REGION,AGOHYDLSP00X,2018,0.35
REGION,AGOHYDLSP00X,2024,2.17
REGION,AGOHYDLSP00X,2026,0.007394414148832351
REGION,AGOHYDLSP00X,2027,0.29983585245764377
REGION,AGOHYDLSP00X,2028,0.4311987961236492
REGION,AGOHYDLSP00X,2029,0.5
REGION,AGOHYDLSP00X,2031,0.5
REGION,AGOHYDLSP00X,2032,0.41219161918513814
REGION,AGOHYDLSP00X,2033,0.42703036696288066
REGION,AGOHYDLSP00X,2034,0.49295115293000347
REGION,AGOHYDLSP00X,2035,0.5
REGION,AGOHYDLSP00X,2036,0.5
REGION,AGOHYDLSP00X,2037,0.5
REGION,AGOHYDLSP00X,2038,0.5
REGION,AGOHYDLSP00X,2039,0.357333109948452
REGION,AGOHYDLSP00X,2040,0.5
REGION,AGOHYDMGRID1,2040,0.0
REGION,AGOHYDMSP00X,2016,0.12686
REGION,AGOHYDMSP00X,2023,0.5
REGION,AGOHYDMSP00X,2024,0.08997807579589343
REGION,AGOHYDMSP00X,2026,0.5
REGION,AGOHYDMSP00X,2028,0.06508409564178241
REGION,AGOHYDMSP00X,2029,0.07028999119326007
REGION,AGOHYDMSP00X,2030,0.1759010811887587
REGION,AGOHYDMSP00X,2031,0.0804412659837217
REGION,AGOHYDMSP00X,2035,0.03035543390374662
REGION,AGOHYDMSP00X,2036,0.0524984131004238
REGION,AGOHYDMSP00X,2037,0.13493905509951354
REGION,AGOHYDMSP00X,2038,0.0007388644503929509
REGION,AGOHYDMSP00X,2040,0.15696349071028592
REGION,AGOHYDSSP00X,2018,0.0216
REGION,AGOHYDSSP00X,2040,0.0
REGION,AGOLFODIP00X,2015,99999.0
REGION,AGOLFODIP00X,2016,99999.0
REGION,AGOLFODIP00X,2017,99999.0
REGION,AGOLFODIP00X,2018,99999.0
REGION,AGOLFODIP00X,2019,99999.0
REGION,AGOLFODIP00X,2020,99999.0
REGION,AGOLFODIP00X,2021,99999.0
REGION,AGOLFODIP00X,2022,99999.0
REGION,AGOLFODIP00X,2023,99999.0
REGION,AGOLFODIP00X,2024,99999.0
REGION,AGOLFODIP00X,2025,99999.0
REGION,AGOLFODIP00X,2026,99999.0
REGION,AGOLFODIP00X,2027,99999.0
REGION,AGOLFODIP00X,2028,99999.0
REGION,AGOLFODIP00X,2029,99999.0
REGION,AGOLFODIP00X,2030,99999.0
REGION,AGOLFODIP00X,2031,99999.0
REGION,AGOLFODIP00X,2032,99999.0
REGION,AGOLFODIP00X,2033,99999.0
REGION,AGOLFODIP00X,2034,99999.0
REGION,AGOLFODIP00X,2035,99999.0
REGION,AGOLFODIP00X,2036,99999.0
REGION,AGOLFODIP00X,2037,99999.0
REGION,AGOLFODIP00X,2038,99999.0
REGION,AGOLFODIP00X,2039,99999.0
REGION,AGOLFODIP00X,2040,99999.0
REGION,AGOLFOEMP00X,2015,99999.0
REGION,AGOLFOEMP00X,2016,99999.0
REGION,AGOLFOEMP00X,2017,99999.0
REGION,AGOLFOEMP00X,2018,99999.0
REGION,AGOLFOEMP00X,2019,99999.0
REGION,AGOLFOEMP00X,2020,99999.0
REGION,AGOLFOEMP00X,2021,99999.0
REGION,AGOLFOEMP00X,2022,99999.0
REGION,AGOLFOEMP00X,2023,99999.0
REGION,AGOLFOEMP00X,2024,99999.0
REGION,AGOLFOEMP00X,2025,99999.0
REGION,AGOLFOEMP00X,2026,99999.0
REGION,AGOLFOEMP00X,2027,99999.0
REGION,AGOLFOEMP00X,2028,99999.0
REGION,AGOLFOEMP00X,2029,99999.0
REGION,AGOLFOEMP00X,2030,99999.0
REGION,AGOLFOEMP00X,2031,99999.0
REGION,AGOLFOEMP00X,2032,99999.0
REGION,AGOLFOEMP00X,2033,99999.0
REGION,AGOLFOEMP00X,2034,99999.0
REGION,AGOLFOEMP00X,2035,99999.0
REGION,AGOLFOEMP00X,2036,99999.0
REGION,AGOLFOEMP00X,2037,99999.0
REGION,AGOLFOEMP00X,2038,99999.0
REGION,AGOLFOEMP00X,2039,99999.0
REGION,AGOLFOEMP00X,2040,99999.0
REGION,AGOLFOIMP00X,2015,99999.0
REGION,AGOLFOIMP00X,2016,99999.0
REGION,AGOLFOIMP00X,2017,99999.0
REGION,AGOLFOIMP00X,2018,99999.0
REGION,AGOLFOIMP00X,2019,99999.0
REGION,AGOLFOIMP00X,2020,99999.0
REGION,AGOLFOIMP00X,2021,99999.0
REGION,AGOLFOIMP00X,2022,99999.0
REGION,AGOLFOIMP00X,2023,99999.0
REGION,AGOLFOIMP00X,2024,99999.0
REGION,AGOLFOIMP00X,2025,99999.0
REGION,AGOLFOIMP00X,2026,99999.0
REGION,AGOLFOIMP00X,2027,99999.0
REGION,AGOLFOIMP00X,2028,99999.0
REGION,AGOLFOIMP00X,2029,99999.0
REGION,AGOLFOIMP00X,2030,99999.0
REGION,AGOLFOIMP00X,2031,99999.0
REGION,AGOLFOIMP00X,2032,99999.0
REGION,AGOLFOIMP00X,2033,99999.0
REGION,AGOLFOIMP00X,2034,99999.0
REGION,AGOLFOIMP00X,2035,99999.0
REGION,AGOLFOIMP00X,2036,99999.0
REGION,AGOLFOIMP00X,2037,99999.0
REGION,AGOLFOIMP00X,2038,99999.0
REGION,AGOLFOIMP00X,2039,99999.0
REGION,AGOLFOIMP00X,2040,99999.0
REGION,AGOLFOMGRID1,2040,0.0
REGION,AGOLFORCP00X,2016,0.004944207406356926
REGION,AGOLFORCP00X,2018,0.001536165266862538
REGION,AGOLFORCP00X,2040,0.0
REGION,AGOLFORCP01N,2017,0.0196
REGION,AGOLFORCP01N,2040,0.0
REGION,AGOLFORCP01O,2040,0.0
REGION,AGOLFOSALON1,2040,0.0
REGION,AGOLNGEXP00X,2039,229.9999999999998
REGION,AGOLNGEXP00X,2040,0.0
REGION,AGOLNGIMP00X,2040,0.0
REGION,AGONGACCC01N,2040,0.0
REGION,AGONGACCP01N,2017,0.23
REGION,AGONGACCP01N,2018,0.52
REGION,AGONGACCP01N,2040,0.0
REGION,AGONGACCP01O,2040,0.0
REGION,AGONGADIP00X,2015,99999.0
REGION,AGONGADIP00X,2016,99999.0
REGION,AGONGADIP00X,2017,99999.0
REGION,AGONGADIP00X,2018,99999.0
REGION,AGONGADIP00X,2019,99999.0
REGION,AGONGADIP00X,2020,99999.0
REGION,AGONGADIP00X,2021,99999.0
REGION,AGONGADIP00X,2022,99999.0
REGION,AGONGADIP00X,2023,99999.0
REGION,AGONGADIP00X,2024,99999.0
REGION,AGONGADIP00X,2025,99999.0
REGION,AGONGADIP00X,2026,99999.0
REGION,AGONGADIP00X,2027,99999.0
REGION,AGONGADIP00X,2028,99999.0
REGION,AGONGADIP00X,2029,99999.0
REGION,AGONGADIP00X,2030,99999.0
REGION,AGONGADIP00X,2031,99999.0
REGION,AGONGADIP00X,2032,99999.0
REGION,AGONGADIP00X,2033,99999.0
REGION,AGONGADIP00X,2034,99999.0
REGION,AGONGADIP00X,2035,99999.0
REGION,AGONGADIP00X,2036,99999.0
REGION,AGONGADIP00X,2037,99999.0
REGION,AGONGADIP00X,2038,99999.0
