r,t,y,AnnualVariableOperatingCost
REGION,AGOBACKSTOP,2040,0.0
REGION,AGOBIOCHC01N,2040,0.0
REGION,AGOBIOCHP01O,2040,0.0
REGION,AGOBIODIP00X,2015,0.002040448438947371
REGION,AGOBIODIP00X,2016,0.0020698252747368448
REGION,AGOBIODIP00X,2017,0.0021006995757894766
REGION,AGOBIODIP00X,2018,0.0021289520136842134
REGION,AGOBIODIP00X,2019,0.002180936567431687
REGION,AGOBIODIP00X,2020,0.0022211031492259505
REGION,AGOBIODIP00X,2021,0.002219370733643887
REGION,AGOBIODIP00X,2022,0.002254051567146045
REGION,AGOBIODIP00X,2023,0.0022896325798692453
REGION,AGOBIODIP00X,2024,0.0023261540625608766
REGION,AGOBIODIP00X,2025,0.0023636544295998663
REGION,AGOBIODIP00X,2026,0.0024044052555771507
REGION,AGOBIODIP00X,2027,0.002446188937080761
REGION,AGOBIODIP00X,2028,0.002489018165184361
REGION,AGOBIODIP00X,2029,0.002532898330182698
REGION,AGOBIODIP00X,2030,0.002577827146317877
REGION,AGOBIODIP00X,2031,0.0026242153542591403
REGION,AGOBIODIP00X,2032,0.0026716553861056667
REGION,AGOBIODIP00X,2033,0.0027201451266785086
REGION,AGOBIODIP00X,2034,0.0027696618548618776
REGION,AGOBIODIP00X,2035,0.0028201739794347196
REGION,AGOBIODIP00X,2036,0.0028708919199860457
REGION,AGOBIODIP00X,2037,0.002922563465084741
REGION,AGOBIODIP00X,2038,0.002975185134920277
REGION,AGOBIODIP00X,2039,0.003028760579882141
REGION,AGOBIODIP00X,2040,0.0030832978854124144
REGION,AGOBIOIMP00X,2040,0.0
REGION,AGOBIOPRP00X,2015,326.47175023157854
REGION,AGOBIOPRP00X,2016,331.17204395789435
REGION,AGOBIOPRP00X,2017,336.11193212631537
REGION,AGOBIOPRP00X,2018,340.6323221894733
REGION,AGOBIOPRP00X,2019,348.9498507890691
REGION,AGOBIOPRP00X,2020,355.3765038761512
REGION,AGOBIOPRP00X,2021,358.29213302974097
REGION,AGOBIOPRP00X,2022,363.8410663900863
REGION,AGOBIOPRP00X,2023,369.5340284257983
REGION,AGOBIOPRP00X,2024,375.37746565645926
REGION,AGOBIOPRP00X,2025,381.3775243826977
REGION,AGOBIOPRP00X,2026,387.8976565390631
REGION,AGOBIOPRP00X,2027,394.5830455796408
REGION,AGOBIOPRP00X,2028,401.4357220762168
REGION,AGOBIOPRP00X,2029,408.4565484759506
REGION,AGOBIOPRP00X,2030,415.64515905757935
REGION,AGOBIOPRP00X,2031,423.0672723281814
REGION,AGOBIOPRP00X,2032,430.65767742362567
REGION,AGOBIOPRP00X,2033,438.4160359152803
REGION,AGOBIOPRP00X,2034,446.3387124246193
REGION,AGOBIOPRP00X,2035,454.42065235627405
REGION,AGOBIOPRP00X,2036,462.53552284448625
REGION,AGOBIOPRP00X,2037,470.80297006027735
REGION,AGOBIOPRP00X,2038,479.22243723396315
REGION,AGOBIOPRP00X,2039,487.7945084278614
REGION,AGOBIOPRP00X,2040,496.5204773127051
REGION,AGOCO1DIP00X,2040,0.0
REGION,AGOCO1EXP00X,2015,-29247.162697598724
REGION,AGOCO1EXP00X,2016,-21479.53386801523
REGION,AGOCO1EXP00X,2017,-22925.840893746194
REGION,AGOCO1EXP00X,2018,-30274.146792313495
REGION,AGOCO1EXP00X,2019,-26785.941790581335
REGION,AGOCO1EXP00X,2020,-27352.840029535553
REGION,AGOCO1EXP00X,2021,-27919.738268489542
REGION,AGOCO1EXP00X,2022,-28486.63650744376
REGION,AGOCO1EXP00X,2023,-29053.53474639797
REGION,AGOCO1EXP00X,2024,-29620.432985351967
REGION,AGOCO1EXP00X,2025,-30187.33122430595
REGION,AGOCO1EXP00X,2026,-30612.50490352156
REGION,AGOCO1EXP00X,2027,-31037.678582737168
REGION,AGOCO1EXP00X,2028,-31462.85226195277
REGION,AGOCO1EXP00X,2029,-31888.025941168376
REGION,AGOCO1EXP00X,2030,-32313.19962038398
REGION,AGOCO1EXP00X,2040,0.0
REGION,AGOCO1IMP00X,2030,16342.621754331238
REGION,AGOCO1IMP00X,2031,2934.5516987938586
REGION,AGOCO1IMP00X,2032,2963.5253553481057
REGION,AGOCO1IMP00X,2033,2991.6273421627225
REGION,AGOCO1IMP00X,2034,3018.8474258059427
REGION,AGOCO1IMP00X,2035,3045.181593614545
REGION,AGOCO1IMP00X,2036,3089.4216224476677
REGION,AGOCO1IMP00X,2037,3133.3332916204827
REGION,AGOCO1IMP00X,2038,3176.9012411522463
REGION,AGOCO1IMP00X,2039,3222.5809875811187
REGION,AGOCO1IMP00X,2040,3262.9234388990526
REGION,AGOCO1PRP00X,2015,30396.63894759873
REGION,AGOCO1PRP00X,2016,22361.114535515233
REGION,AGOCO1PRP00X,2017,23956.731223566196
REGION,AGOCO1PRP00X,2018,31522.475682469376
REGION,AGOCO1PRP00X,2019,27890.43749170234
REGION,AGOCO1PRP00X,2020,29035.677212699247
REGION,AGOCO1PRP00X,2021,29767.670838114096
REGION,AGOCO1PRP00X,2022,30489.064051905603
REGION,AGOCO1PRP00X,2023,31213.700716317366
REGION,AGOCO1PRP00X,2024,31942.45952837794
REGION,AGOCO1PRP00X,2025,32675.293105124547
REGION,AGOCO1PRP00X,2026,33154.802211365255
REGION,AGOCO1PRP00X,2027,33635.08166919666
REGION,AGOCO1PRP00X,2028,34115.09132390635
REGION,AGOCO1PRP00X,2029,34595.296431171024
REGION,AGOCO1PRP00X,2030,19547.201827860612
REGION,AGOCO1PRP00X,2040,0.0
REGION,AGOCO1R1P00X,2015,0.0014372154225
REGION,AGOCO1R1P00X,2016,0.0014372154225
REGION,AGOCO1R1P00X,2017,0.0014372154225
REGION,AGOCO1R1P00X,2018,0.0014372154225
REGION,AGOCO1R1P00X,2019,0.0014372154225
REGION,AGOCO1R1P00X,2020,0.002144393260367688
REGION,AGOCO1R1P00X,2021,0.002306957198162671
REGION,AGOCO1R1P00X,2022,0.002450080740155549
REGION,AGOCO1R1P00X,2023,0.0025915100792887075
REGION,AGOCO1R1P00X,2024,0.0027323764712640095
REGION,AGOCO1R1P00X,2025,0.002872656921976153
REGION,AGOCO1R1P00X,2026,0.002894624473179606
REGION,AGOCO1R1P00X,2027,0.002916855270079679
REGION,AGOCO1R1P00X,2028,0.0029381863430798633
REGION,AGOCO1R1P00X,2029,0.0029591622254536098
REGION,AGOCO1R1P00X,2030,0.002976556106014736
REGION,AGOCO1R1P00X,2031,0.002968062443523733
REGION,AGOCO1R1P00X,2032,0.0029589391795590185
REGION,AGOCO1R1P00X,2033,0.0029491875802258936
REGION,AGOCO1R1P00X,2034,0.002938821245945401
REGION,AGOCO1R1P00X,2035,0.002927859086612275
REGION,AGOCO1R1P00X,2036,0.0029413443536897227
REGION,AGOCO1R1P00X,2037,0.0029542588115040115
REGION,AGOCO1R1P00X,2038,0.0029666045430025234
REGION,AGOCO1R1P00X,2039,0.0029806689452426542
REGION,AGOCO1R1P00X,2040,0.0029895784321047865
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2015,104.19869678399999
REGION,AGOCO1RCP00X,2016,104.19869678399999
REGION,AGOCO1RCP00X,2017,104.19869678399999
REGION,AGOCO1RCP00X,2018,104.19869678399999
REGION,AGOCO1RCP00X,2019,104.19869678399999
REGION,AGOCO1RCP00X,2020,155.46937475387816
REGION,AGOCO1RCP00X,2021,167.25532569562853
REGION,AGOCO1RCP00X,2022,177.63184011462016
REGION,AGOCO1RCP00X,2023,187.88552414416029
REGION,AGOCO1RCP00X,2024,198.09839427810184
REGION,AGOCO1RCP00X,2025,208.26878343455235
REGION,AGOCO1RCP00X,2026,209.8614397413946
REGION,AGOCO1RCP00X,2027,211.47318146723003
REGION,AGOCO1RCP00X,2028,213.019692848076
REGION,AGOCO1RCP00X,2029,214.5404527654981
REGION,AGOCO1RCP00X,2030,215.80151610931688
REGION,AGOCO1RCP00X,2031,215.1857221589957
REGION,AGOCO1RCP00X,2032,214.52428184833857
REGION,AGOCO1RCP00X,2033,213.81728697049078
REGION,AGOCO1RCP00X,2034,213.06572356145378
REGION,AGOCO1RCP00X,2035,212.2709625962093
REGION,AGOCO1RCP00X,2036,213.24864988877266
REGION,AGOCO1RCP00X,2037,214.1849532799373
REGION,AGOCO1RCP00X,2038,215.08002378422702
REGION,AGOCO1RCP00X,2039,216.09969860925668
REGION,AGOCO1RCP00X,2040,216.74563999390563
REGION,AGOCOADIP00X,2040,0.0
REGION,AGOCOAIMP00X,2040,0.0
REGION,AGOCOAPRP00X,2040,0.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2015,0.00033696359542071525
REGION,AGOEL1TRP00X,2016,0.0003647526128345218
REGION,AGOEL1TRP00X,2017,0.0003763374608397241
REGION,AGOEL1TRP00X,2018,0.00041089609236166227
REGION,AGOEL1TRP00X,2019,0.00045151029734576066
REGION,AGOEL1TRP00X,2020,0.0004850895578612249
REGION,AGOEL1TRP00X,2021,0.0005530047682940903
REGION,AGOEL1TRP00X,2022,0.0006643188267406192
REGION,AGOEL1TRP00X,2023,0.0007765101887629247
REGION,AGOEL1TRP00X,2024,0.0008894353166926327
REGION,AGOEL1TRP00X,2025,0.0010031390651276486
REGION,AGOEL1TRP00X,2026,0.001119417795736213
REGION,AGOEL1TRP00X,2027,0.0011843233778416544
REGION,AGOEL1TRP00X,2028,0.0012503410453966858
REGION,AGOEL1TRP00X,2029,0.0013173841610584645
REGION,AGOEL1TRP00X,2030,0.0013576274948304602
REGION,AGOEL1TRP00X,2031,0.0014026834087070162
REGION,AGOEL1TRP00X,2032,0.0014495447451314397
REGION,AGOEL1TRP00X,2033,0.0014982762878059889
REGION,AGOEL1TRP00X,2034,0.0015672973051900519
REGION,AGOEL1TRP00X,2035,0.0016462494031243553
REGION,AGOEL1TRP00X,2036,0.001728517057897543
REGION,AGOEL1TRP00X,2037,0.0018134773861447364
REGION,AGOEL1TRP00X,2038,0.0019012103686807645
REGION,AGOEL1TRP00X,2039,0.001991807544869319
REGION,AGOEL1TRP00X,2040,0.002085369405650396
REGION,AGOEL2DIP00X,2015,0.0003201154156496789
REGION,AGOEL2DIP00X,2016,0.00034651498219279506
REGION,AGOEL2DIP00X,2017,0.00035752058779773725
REGION,AGOEL2DIP00X,2018,0.00039035128774357836
REGION,AGOEL2DIP00X,2019,0.0004289347824784718
REGION,AGOEL2DIP00X,2020,0.00046083507996816267
REGION,AGOEL2DIP00X,2021,0.0004516422024930325
REGION,AGOEL2DIP00X,2022,0.00048398962851362503
REGION,AGOEL2DIP00X,2023,0.0005174799217216451
REGION,AGOEL2DIP00X,2024,0.0005519747688067171
REGION,AGOEL2DIP00X,2025,0.000587514845504448
REGION,AGOEL2DIP00X,2026,0.0006258047754885987
REGION,AGOEL2DIP00X,2027,0.0006650534615622902
REGION,AGOEL2DIP00X,2028,0.0007054521218515209
REGION,AGOEL2DIP00X,2029,0.0007469178670703614
REGION,AGOEL2DIP00X,2030,0.0007630161497625248
REGION,AGOEL2DIP00X,2031,0.0007799932182662261
REGION,AGOEL2DIP00X,2032,0.0007974166728977749
REGION,AGOEL2DIP00X,2033,0.0008152856159911977
REGION,AGOEL2DIP00X,2034,0.0008510328323189816
REGION,AGOEL2DIP00X,2035,0.0008947490971255163
REGION,AGOEL2DIP00X,2036,0.0009400775230685025
REGION,AGOEL2DIP00X,2037,0.0009863506742666599
REGION,AGOEL2DIP00X,2038,0.001033565103310981
REGION,AGOEL2DIP00X,2039,0.0010817244266011134
REGION,AGOEL2DIP00X,2040,0.0011308366542932193
REGION,AGOEL3DIP00X,2022,0.00014711325688996198
REGION,AGOEL3DIP00X,2023,0.0002202047576031318
REGION,AGOEL3DIP00X,2024,0.0002929887820512823
REGION,AGOEL3DIP00X,2025,0.0003654672663668165
REGION,AGOEL3DIP00X,2026,0.0004376421304608016
REGION,AGOEL3DIP00X,2027,0.0004600537473872792
REGION,AGOEL3DIP00X,2028,0.0004823718712753285
REGION,AGOEL3DIP00X,2029,0.0005045970859351778
REGION,AGOEL3DIP00X,2030,0.00052672997032641
REGION,AGOEL3DIP00X,2031,0.0005525560200054368
REGION,AGOEL3DIP00X,2032,0.00057965083497709
REGION,AGOEL3DIP00X,2033,0.000608076857424489
REGION,AGOEL3DIP00X,2034,0.0006378996076115648
REGION,AGOEL3DIP00X,2035,0.0006691878358426182
REGION,AGOEL3DIP00X,2036,0.0007020136819341602
REGION,AGOEL3DIP00X,2037,0.0007364528425708359
REGION,AGOEL3DIP00X,2038,0.0007725847469357415
REGION,AGOEL3DIP00X,2039,0.0008104927410247355
REGION,AGOEL3DIP00X,2040,0.0008502642810746531
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2020,0.00013310672548357515
REGION,AGOELCODBP00,2023,0.00011174981680277277
REGION,AGOELCODBP00,2024,0.0001380088941275288
REGION,AGOELCODBP00,2039,0.00010302416570109856
REGION,AGOELCODBP00,2040,0.0001222360115578183
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2015,0.0001663292627368423
REGION,AGOHFODIP00X,2016,0.0001625837461894739
REGION,AGOHFODIP00X,2017,0.00013488030231578973
REGION,AGOHFODIP00X,2018,0.00013421800513684236
