r,t,y,AnnualVariableOperatingCost
REGION,AGOBACKSTOP,2040,0.0
REGION,AGOBIOCHC01N,2040,0.0
REGION,AGOBIOCHP01O,2040,0.0
REGION,AGOBIODIP00X,2015,0.002040448438947371
REGION,AGOBIODIP00X,2016,0.0020698252747368448
REGION,AGOBIODIP00X,2017,0.0021006995757894766
REGION,AGOBIODIP00X,2018,0.0021289520136842134
REGION,AGOBIODIP00X,2019,0.002180936567431687
REGION,AGOBIODIP00X,2020,0.0022211031492259505
REGION,AGOBIODIP00X,2021,0.002219370733643887
REGION,AGOBIODIP00X,2022,0.002254051567146045
REGION,AGOBIODIP00X,2023,0.0022896325798692453
REGION,AGOBIODIP00X,2024,0.0023261540625608766
REGION,AGOBIODIP00X,2025,0.0023636544295998663
REGION,AGOBIODIP00X,2026,0.0024044052555771507
REGION,AGOBIODIP00X,2027,0.002446188937080761
REGION,AGOBIODIP00X,2028,0.002489018165184361
REGION,AGOBIODIP00X,2029,0.002532898330182698
REGION,AGOBIODIP00X,2030,0.002577827146317877
REGION,AGOBIODIP00X,2031,0.0026242153542591403
REGION,AGOBIODIP00X,2032,0.0026716553861056667
REGION,AGOBIODIP00X,2033,0.0027201451266785086
REGION,AGOBIODIP00X,2034,0.0027696618548618776
REGION,AGOBIODIP00X,2035,0.0028201739794347196
REGION,AGOBIODIP00X,2036,0.0028708919199860457
REGION,AGOBIODIP00X,2037,0.002922563465084741
REGION,AGOBIODIP00X,2038,0.002975185134920277
REGION,AGOBIODIP00X,2039,0.003028760579882141
REGION,AGOBIODIP00X,2040,0.0030832978854124144
REGION,AGOBIOIMP00X,2040,0.0
REGION,AGOBIOPRP00X,2015,326.47175023157854
REGION,AGOBIOPRP00X,2016,331.17204395789435
REGION,AGOBIOPRP00X,2017,336.11193212631537
REGION,AGOBIOPRP00X,2018,340.6323221894733
REGION,AGOBIOPRP00X,2019,348.9498507890691
REGION,AGOBIOPRP00X,2020,355.3765038761512
REGION,AGOBIOPRP00X,2021,358.29213302974097
REGION,AGOBIOPRP00X,2022,363.8410663900863
REGION,AGOBIOPRP00X,2023,369.5340284257983
REGION,AGOBIOPRP00X,2024,375.37746565645926
REGION,AGOBIOPRP00X,2025,381.37752438269763
REGION,AGOBIOPRP00X,2026,387.8976565390631
REGION,AGOBIOPRP00X,2027,394.5830455796407
REGION,AGOBIOPRP00X,2028,401.43572207621673
REGION,AGOBIOPRP00X,2029,408.4565484759506
REGION,AGOBIOPRP00X,2030,415.64515905757935
REGION,AGOBIOPRP00X,2031,423.0672723281814
REGION,AGOBIOPRP00X,2032,430.65767742362567
REGION,AGOBIOPRP00X,2033,438.4160359152803
REGION,AGOBIOPRP00X,2034,446.3387124246193
REGION,AGOBIOPRP00X,2035,454.42065235627405
REGION,AGOBIOPRP00X,2036,462.53552284448625
REGION,AGOBIOPRP00X,2037,470.80297006027735
REGION,AGOBIOPRP00X,2038,479.22243723396315
REGION,AGOBIOPRP00X,2039,487.7945084278614
REGION,AGOBIOPRP00X,2040,496.5204773127051
REGION,AGOCO1DIP00X,2040,0.0
REGION,AGOCO1EXP00X,2015,-29247.162697598724
REGION,AGOCO1EXP00X,2016,-21479.53386801523
REGION,AGOCO1EXP00X,2017,-22925.840893746194
REGION,AGOCO1EXP00X,2018,-30274.146792313495
REGION,AGOCO1EXP00X,2019,-26785.941790581335
REGION,AGOCO1EXP00X,2020,-27352.840029535553
REGION,AGOCO1EXP00X,2021,-27919.738268489542
REGION,AGOCO1EXP00X,2022,-28486.63650744376
REGION,AGOCO1EXP00X,2023,-29053.53474639797
REGION,AGOCO1EXP00X,2024,-29620.432985351967
REGION,AGOCO1EXP00X,2025,-30187.33122430595
REGION,AGOCO1EXP00X,2026,-30612.50490352156
REGION,AGOCO1EXP00X,2027,-31037.678582737168
REGION,AGOCO1EXP00X,2028,-31462.85226195277
REGION,AGOCO1EXP00X,2029,-31888.025941168376
REGION,AGOCO1EXP00X,2030,-32313.19962038395
REGION,AGOCO1EXP00X,2040,0.0
REGION,AGOCO1IMP00X,2030,16344.778802564213
REGION,AGOCO1IMP00X,2031,2934.551698793858
REGION,AGOCO1IMP00X,2032,2963.5253553481043
REGION,AGOCO1IMP00X,2033,2991.6273421627234
REGION,AGOCO1IMP00X,2034,3018.847425805942
REGION,AGOCO1IMP00X,2035,3045.181593614545
REGION,AGOCO1IMP00X,2036,3089.4216224476677
REGION,AGOCO1IMP00X,2037,3133.333291620482
REGION,AGOCO1IMP00X,2038,3176.9012411522467
REGION,AGOCO1IMP00X,2039,3222.580987581119
REGION,AGOCO1IMP00X,2040,3262.9234388990526
REGION,AGOCO1PRP00X,2015,30396.63894759873
REGION,AGOCO1PRP00X,2016,22361.114535515233
REGION,AGOCO1PRP00X,2017,23956.731223566196
REGION,AGOCO1PRP00X,2018,31522.475682469376
REGION,AGOCO1PRP00X,2019,27890.43749170234
REGION,AGOCO1PRP00X,2020,29036.0248839868
REGION,AGOCO1PRP00X,2021,29767.67083811411
REGION,AGOCO1PRP00X,2022,30489.426134438225
REGION,AGOCO1PRP00X,2023,31214.00984331077
REGION,AGOCO1PRP00X,2024,31942.71127686032
REGION,AGOCO1PRP00X,2025,32675.482846586227
REGION,AGOCO1PRP00X,2026,33154.99462524188
REGION,AGOCO1PRP00X,2027,33635.27675548824
REGION,AGOCO1PRP00X,2028,34115.091323906374
REGION,AGOCO1PRP00X,2029,34595.29643117104
REGION,AGOCO1PRP00X,2030,19545.152632039266
REGION,AGOCO1PRP00X,2040,0.0
REGION,AGOCO1R1P00X,2015,0.0014372154225
REGION,AGOCO1R1P00X,2016,0.0014372154225
REGION,AGOCO1R1P00X,2017,0.0014372154225
REGION,AGOCO1R1P00X,2018,0.0014372154225
REGION,AGOCO1R1P00X,2019,0.0014372154225
REGION,AGOCO1R1P00X,2020,0.002144836288352398
REGION,AGOCO1R1P00X,2021,0.0023069571981626825
REGION,AGOCO1R1P00X,2022,0.0024505237681402537
REGION,AGOCO1R1P00X,2023,0.0025918809330704646
REGION,AGOCO1R1P00X,2024,0.0027326727088897037
REGION,AGOCO1R1P00X,2025,0.002872876001748831
REGION,AGOCO1R1P00X,2026,0.002894843552952285
REGION,AGOCO1R1P00X,2027,0.0029170743498523584
REGION,AGOCO1R1P00X,2028,0.00293818634307988
REGION,AGOCO1R1P00X,2029,0.0029591622254536267
REGION,AGOCO1R1P00X,2030,0.002976556106014753
REGION,AGOCO1R1P00X,2031,0.002968062443523733
REGION,AGOCO1R1P00X,2032,0.0029589391795590177
REGION,AGOCO1R1P00X,2033,0.002949187580225893
REGION,AGOCO1R1P00X,2034,0.0029388212459453998
REGION,AGOCO1R1P00X,2035,0.0029278590866122747
REGION,AGOCO1R1P00X,2036,0.002941344353689722
REGION,AGOCO1R1P00X,2037,0.0029542588115040115
REGION,AGOCO1R1P00X,2038,0.0029666045430025234
REGION,AGOCO1R1P00X,2039,0.0029806689452426542
REGION,AGOCO1R1P00X,2040,0.0029895784321047857
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2015,104.19869678399999
REGION,AGOCO1RCP00X,2016,104.19869678399999
REGION,AGOCO1RCP00X,2017,104.19869678399999
REGION,AGOCO1RCP00X,2018,104.19869678399999
REGION,AGOCO1RCP00X,2019,104.19869678399999
REGION,AGOCO1RCP00X,2020,155.50149446114233
REGION,AGOCO1RCP00X,2021,167.25532569563
REGION,AGOCO1RCP00X,2022,177.66395982188396
REGION,AGOCO1RCP00X,2023,187.91241119265197
REGION,AGOCO1RCP00X,2024,198.11987162523715
REGION,AGOCO1RCP00X,2025,208.2846668062787
REGION,AGOCO1RCP00X,2026,209.877323113121
REGION,AGOCO1RCP00X,2027,211.48906483895644
REGION,AGOCO1RCP00X,2028,213.01969284807834
REGION,AGOCO1RCP00X,2029,214.54045276550045
REGION,AGOCO1RCP00X,2030,215.80151610931932
REGION,AGOCO1RCP00X,2031,215.18572215899565
REGION,AGOCO1RCP00X,2032,214.52428184833843
REGION,AGOCO1RCP00X,2033,213.8172869704907
REGION,AGOCO1RCP00X,2034,213.0657235614536
REGION,AGOCO1RCP00X,2035,212.2709625962093
REGION,AGOCO1RCP00X,2036,213.24864988877255
REGION,AGOCO1RCP00X,2037,214.18495327993725
REGION,AGOCO1RCP00X,2038,215.08002378422702
REGION,AGOCO1RCP00X,2039,216.0996986092567
REGION,AGOCO1RCP00X,2040,216.7456399939055
REGION,AGOCOADIP00X,2040,0.0
REGION,AGOCOAIMP00X,2040,0.0
REGION,AGOCOAPRP00X,2040,0.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2015,0.00033696359542071525
REGION,AGOEL1TRP00X,2016,0.00036475261283452193
REGION,AGOEL1TRP00X,2017,0.00037633746083972415
REGION,AGOEL1TRP00X,2018,0.00041089609236166227
REGION,AGOEL1TRP00X,2019,0.0004515102973457606
REGION,AGOEL1TRP00X,2020,0.0004851637087227187
REGION,AGOEL1TRP00X,2021,0.0005530047682940903
REGION,AGOEL1TRP00X,2022,0.0006642457171897778
REGION,AGOEL1TRP00X,2023,0.0007764490581059564
REGION,AGOEL1TRP00X,2024,0.0008893865402066147
REGION,AGOEL1TRP00X,2025,0.001003103033236547
REGION,AGOEL1TRP00X,2026,0.0011193818040592756
REGION,AGOEL1TRP00X,2027,0.0011842874262892173
REGION,AGOEL1TRP00X,2028,0.0012503410453966858
REGION,AGOEL1TRP00X,2029,0.0013173841610584645
REGION,AGOEL1TRP00X,2030,0.0013854916414018886
REGION,AGOEL1TRP00X,2031,0.0014589479831208323
REGION,AGOEL1TRP00X,2032,0.0015058093195452556
REGION,AGOEL1TRP00X,2033,0.0015545408622198054
REGION,AGOEL1TRP00X,2034,0.0016052014296643177
REGION,AGOEL1TRP00X,2035,0.0016578492779087883
REGION,AGOEL1TRP00X,2036,0.001728517057897543
REGION,AGOEL1TRP00X,2037,0.001813477386144736
REGION,AGOEL1TRP00X,2038,0.0019012103686807647
REGION,AGOEL1TRP00X,2039,0.0019918075448693185
REGION,AGOEL1TRP00X,2040,0.002085369405650396
REGION,AGOEL2DIP00X,2015,0.0003201154156496789
REGION,AGOEL2DIP00X,2016,0.00034651498219279516
REGION,AGOEL2DIP00X,2017,0.0003575205877977373
REGION,AGOEL2DIP00X,2018,0.00039035128774357836
REGION,AGOEL2DIP00X,2019,0.0004289347824784718
REGION,AGOEL2DIP00X,2020,0.0004609055232865818
REGION,AGOEL2DIP00X,2021,0.0004516422024930325
REGION,AGOEL2DIP00X,2022,0.00048392017444032567
REGION,AGOEL2DIP00X,2023,0.0005174218475975254
REGION,AGOEL2DIP00X,2024,0.000551928431145
REGION,AGOEL2DIP00X,2025,0.0005874806152079014
REGION,AGOEL2DIP00X,2026,0.000625770583395508
REGION,AGOEL2DIP00X,2027,0.000665019307587475
REGION,AGOEL2DIP00X,2028,0.0007054521218515209
REGION,AGOEL2DIP00X,2029,0.0007469178670703614
REGION,AGOEL2DIP00X,2030,0.0007894870890053818
REGION,AGOEL2DIP00X,2031,0.0008334445639593512
REGION,AGOEL2DIP00X,2032,0.0008508680185909003
REGION,AGOEL2DIP00X,2033,0.000868736961684323
REGION,AGOEL2DIP00X,2034,0.000887041750569534
REGION,AGOEL2DIP00X,2035,0.0009057689781707274
REGION,AGOEL2DIP00X,2036,0.0009400775230685025
REGION,AGOEL2DIP00X,2037,0.0009863506742666596
REGION,AGOEL2DIP00X,2038,0.0010335651033109815
REGION,AGOEL2DIP00X,2039,0.001081724426601113
REGION,AGOEL2DIP00X,2040,0.0011308366542932193
REGION,AGOEL3DIP00X,2022,0.00014711325688996198
REGION,AGOEL3DIP00X,2023,0.0002202047576031318
REGION,AGOEL3DIP00X,2024,0.0002929887820512823
REGION,AGOEL3DIP00X,2025,0.0003654672663668165
REGION,AGOEL3DIP00X,2026,0.0004376421304608016
REGION,AGOEL3DIP00X,2027,0.0004600537473872792
REGION,AGOEL3DIP00X,2028,0.0004823718712753285
REGION,AGOEL3DIP00X,2029,0.0005045970859351778
REGION,AGOEL3DIP00X,2030,0.00052672997032641
REGION,AGOEL3DIP00X,2031,0.0005525560200054368
REGION,AGOEL3DIP00X,2032,0.00057965083497709
REGION,AGOEL3DIP00X,2033,0.000608076857424489
REGION,AGOEL3DIP00X,2034,0.0006378996076115648
REGION,AGOEL3DIP00X,2035,0.0006691878358426182
REGION,AGOEL3DIP00X,2036,0.0007020136819341602
REGION,AGOEL3DIP00X,2037,0.0007364528425708359
REGION,AGOEL3DIP00X,2038,0.0007725847469357415
REGION,AGOEL3DIP00X,2039,0.0008104927410247355
REGION,AGOEL3DIP00X,2040,0.0008502642810746531
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2022,0.00010252311361755515
REGION,AGOELCODBP00,2032,0.00012120528970309523
REGION,AGOELCODBP00,2033,0.000132287436136774
REGION,AGOELCODBP00,2034,0.00010570988358905662
REGION,AGOELCODBP00,2040,0.00010645764285824771
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2015,0.00016632926273684232
REGION,AGOHFODIP00X,2016,0.0001625837461894739
REGION,AGOHFODIP00X,2017,0.00013488030231578973
REGION,AGOHFODIP00X,2018,0.00013421800513684234
