r,t,f,y,UseByTechnologyAnnual
REGION,EGYELJORBP00,EGYEL1,2022.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2023.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2024.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2025.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2026.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2027.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2028.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2029.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2030.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2031.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2032.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2033.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2034.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2035.0,9.4608
REGION,EGYELJORBP00,EGYEL1,2036.0,8.5666
REGION,EGYELJORBP00,EGYEL1,2037.0,8.5666
REGION,EGYELJORBP00,EGYEL1,2038.0,8.5666
REGION,EGYELJORBP00,EGYEL1,2039.0,8.5666
REGION,EGYELJORBP00,EGYEL1,2040.0,8.5666
REGION,EGYELSAUBP00,EGYEL1,2021.0,27.0838
REGION,EGYELSAUBP00,EGYEL1,2022.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2023.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2024.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2025.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2026.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2027.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2028.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2029.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2030.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2031.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2032.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2033.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2034.0,94.608
REGION,EGYELSAUBP00,EGYEL1,2035.0,94.1701
REGION,EGYELSAUBP00,EGYEL1,2036.0,92.7145
REGION,EGYELSAUBP00,EGYEL1,2037.0,91.6036
REGION,EGYELSAUBP00,EGYEL1,2038.0,90.4913
REGION,EGYELSAUBP00,EGYEL1,2039.0,90.2914
REGION,EGYELSAUBP00,EGYEL1,2040.0,85.6656
REGION,EGYELSDNBP00,EGYEL1,2018.0,6.061
REGION,EGYELSDNBP00,EGYEL1,2025.0,0.2461
REGION,EGYELSDNBP00,EGYEL1,2026.0,6.2318
REGION,EGYELSDNBP00,EGYEL1,2027.0,1.7536
REGION,EGYELSDNBP00,EGYEL1,2040.0,0.0
REGION,EGYELSDNBP00,SDNEL1,2015.0,12.6144
REGION,EGYELSDNBP00,SDNEL1,2016.0,12.6144
REGION,EGYELSDNBP00,SDNEL1,2017.0,12.6144
REGION,EGYELSDNBP00,SDNEL1,2019.0,4.8614
REGION,EGYELSDNBP00,SDNEL1,2020.0,8.0741
REGION,EGYELSDNBP00,SDNEL1,2021.0,63.072
REGION,EGYELSDNBP00,SDNEL1,2022.0,58.8142
REGION,EGYELSDNBP00,SDNEL1,2023.0,42.7616
REGION,EGYELSDNBP00,SDNEL1,2024.0,35.2102
REGION,EGYELSDNBP00,SDNEL1,2025.0,18.904
REGION,EGYELSDNBP00,SDNEL1,2027.0,18.2985
REGION,EGYELSDNBP00,SDNEL1,2028.0,37.1172
REGION,EGYELSDNBP00,SDNEL1,2029.0,60.3565
REGION,EGYELSDNBP00,SDNEL1,2030.0,71.8851
REGION,EGYELSDNBP00,SDNEL1,2031.0,109.5492
REGION,EGYELSDNBP00,SDNEL1,2032.0,138.1789
REGION,EGYELSDNBP00,SDNEL1,2033.0,172.1593
REGION,EGYELSDNBP00,SDNEL1,2034.0,179.4222
REGION,EGYELSDNBP00,SDNEL1,2035.0,182.7429
REGION,EGYELSDNBP00,SDNEL1,2036.0,185.5914
REGION,EGYELSDNBP00,SDNEL1,2037.0,188.3483
REGION,EGYELSDNBP00,SDNEL1,2038.0,189.216
REGION,EGYELSDNBP00,SDNEL1,2039.0,189.216
REGION,EGYELSDNBP00,SDNEL1,2040.0,189.216
REGION,EGYGATURBP00,EGYGAS,2015.0,394.108
REGION,EGYGATURBP00,EGYGAS,2016.0,394.108
REGION,EGYGATURBP00,EGYGAS,2017.0,394.108
REGION,EGYGATURBP00,EGYGAS,2018.0,394.108
REGION,EGYGATURBP00,EGYGAS,2019.0,788.216
REGION,EGYGATURBP00,EGYGAS,2020.0,788.216
REGION,EGYGATURBP00,EGYGAS,2021.0,788.216
REGION,EGYGATURBP00,EGYGAS,2022.0,788.216
REGION,EGYGATURBP00,EGYGAS,2023.0,788.216
REGION,EGYGATURBP00,EGYGAS,2024.0,788.216
REGION,EGYGATURBP00,EGYGAS,2025.0,788.216
REGION,EGYGATURBP00,EGYGAS,2026.0,788.216
REGION,EGYGATURBP00,EGYGAS,2027.0,788.216
REGION,EGYGATURBP00,EGYGAS,2028.0,788.216
REGION,EGYGATURBP00,EGYGAS,2029.0,788.216
REGION,EGYGATURBP00,EGYGAS,2030.0,788.216
REGION,EGYGATURBP00,EGYGAS,2031.0,788.216
REGION,EGYGATURBP00,EGYGAS,2032.0,788.216
REGION,EGYGATURBP00,EGYGAS,2033.0,788.216
REGION,EGYGATURBP00,EGYGAS,2034.0,788.216
REGION,EGYGATURBP00,EGYGAS,2035.0,788.216
REGION,EGYGATURBP00,EGYGAS,2036.0,788.216
REGION,EGYGATURBP00,EGYGAS,2037.0,788.216
REGION,EGYGATURBP00,EGYGAS,2038.0,788.216
REGION,EGYGATURBP00,EGYGAS,2039.0,788.216
REGION,EGYGATURBP00,EGYGAS,2040.0,788.216
REGION,EGYHFODIP00X,EGYHFO,2015.0,317.6971
REGION,EGYHFODIP00X,EGYHFO,2016.0,328.2883
REGION,EGYHFODIP00X,EGYHFO,2017.0,314.5398
REGION,EGYHFODIP00X,EGYHFO,2018.0,304.8167
REGION,EGYHFODIP00X,EGYHFO,2019.0,366.6702
REGION,EGYHFODIP00X,EGYHFO,2020.0,377.5154
REGION,EGYHFODIP00X,EGYHFO,2021.0,439.082
REGION,EGYHFODIP00X,EGYHFO,2022.0,499.518
REGION,EGYHFODIP00X,EGYHFO,2023.0,559.9691
REGION,EGYHFODIP00X,EGYHFO,2024.0,620.434
REGION,EGYHFODIP00X,EGYHFO,2025.0,680.9102
REGION,EGYHFODIP00X,EGYHFO,2026.0,720.0704
REGION,EGYHFODIP00X,EGYHFO,2027.0,759.2393
REGION,EGYHFODIP00X,EGYHFO,2028.0,798.4158
REGION,EGYHFODIP00X,EGYHFO,2029.0,837.5941
REGION,EGYHFODIP00X,EGYHFO,2030.0,876.7673
REGION,EGYHFODIP00X,EGYHFO,2031.0,924.7584
REGION,EGYHFODIP00X,EGYHFO,2032.0,972.7371
REGION,EGYHFODIP00X,EGYHFO,2033.0,1020.7036
REGION,EGYHFODIP00X,EGYHFO,2034.0,1068.6568
REGION,EGYHFODIP00X,EGYHFO,2035.0,1116.5963
REGION,EGYHFODIP00X,EGYHFO,2036.0,1173.4747
REGION,EGYHFODIP00X,EGYHFO,2037.0,1230.339
REGION,EGYHFODIP00X,EGYHFO,2038.0,1287.1902
REGION,EGYHFODIP00X,EGYHFO,2039.0,1344.032
REGION,EGYHFODIP00X,EGYHFO,2040.0,1400.8693
REGION,EGYHFOEMP00X,EGYHFO,2015.0,25.0794
REGION,EGYHFOEMP00X,EGYHFO,2016.0,16.7599
REGION,EGYHFOEMP00X,EGYHFO,2017.0,15.652
REGION,EGYHFOEMP00X,EGYHFO,2018.0,23.1149
REGION,EGYHFOEMP00X,EGYHFO,2019.0,23.1149
REGION,EGYHFOEMP00X,EGYHFO,2020.0,23.1149
REGION,EGYHFOEMP00X,EGYHFO,2021.0,22.537
REGION,EGYHFOEMP00X,EGYHFO,2022.0,21.9592
REGION,EGYHFOEMP00X,EGYHFO,2023.0,21.3813
REGION,EGYHFOEMP00X,EGYHFO,2024.0,20.8034
REGION,EGYHFOEMP00X,EGYHFO,2025.0,20.2255
REGION,EGYHFOEMP00X,EGYHFO,2026.0,19.6477
REGION,EGYHFOEMP00X,EGYHFO,2027.0,19.0698
REGION,EGYHFOEMP00X,EGYHFO,2028.0,18.4919
REGION,EGYHFOEMP00X,EGYHFO,2029.0,17.9141
REGION,EGYHFOEMP00X,EGYHFO,2030.0,17.3362
REGION,EGYHFOEMP00X,EGYHFO,2031.0,16.9028
REGION,EGYHFOEMP00X,EGYHFO,2032.0,16.4694
REGION,EGYHFOEMP00X,EGYHFO,2033.0,16.036
REGION,EGYHFOEMP00X,EGYHFO,2034.0,15.6026
REGION,EGYHFOEMP00X,EGYHFO,2035.0,15.1692
REGION,EGYHFOEMP00X,EGYHFO,2036.0,14.7358
REGION,EGYHFOEMP00X,EGYHFO,2037.0,14.3023
REGION,EGYHFOEMP00X,EGYHFO,2038.0,13.8689
REGION,EGYHFOEMP00X,EGYHFO,2039.0,13.4355
REGION,EGYHFOEMP00X,EGYHFO,2040.0,13.0021
REGION,EGYHFOGCP01N,EGYHFO,2015.0,72.9833
REGION,EGYHFOGCP01N,EGYHFO,2016.0,145.9666
REGION,EGYHFOGCP01N,EGYHFO,2017.0,145.9666
REGION,EGYHFOGCP01N,EGYHFO,2024.0,145.9666
REGION,EGYHFOGCP01N,EGYHFO,2025.0,145.9666
REGION,EGYHFOGCP01N,EGYHFO,2026.0,129.9536
REGION,EGYHFOGCP01N,EGYHFO,2027.0,145.9666
REGION,EGYHFOGCP01N,EGYHFO,2028.0,145.9666
REGION,EGYHFOGCP01N,EGYHFO,2029.0,145.9666
REGION,EGYHFOGCP01N,EGYHFO,2030.0,145.9666
REGION,EGYHFOGCP01N,EGYHFO,2031.0,118.0284
REGION,EGYHFOGCP01N,EGYHFO,2032.0,124.4462
REGION,EGYHFOGCP01N,EGYHFO,2033.0,123.304
REGION,EGYHFOGCP01N,EGYHFO,2034.0,187.6738
REGION,EGYHFOGCP01N,EGYHFO,2035.0,258.8236
REGION,EGYHFOGCP01N,EGYHFO,2036.0,356.9467
REGION,EGYHFOGCP01N,EGYHFO,2037.0,426.5034
REGION,EGYHFOGCP01N,EGYHFO,2038.0,501.6454
REGION,EGYHFOGCP01N,EGYHFO,2039.0,559.0301
REGION,EGYHFOGCP01N,EGYHFO,2040.0,649.1866
REGION,EGYHFOGCP01O,EGYHFO,2015.0,87.7717
REGION,EGYHFOGCP01O,EGYHFO,2016.0,87.7717
REGION,EGYHFOGCP01O,EGYHFO,2017.0,87.7717
REGION,EGYHFOGCP01O,EGYHFO,2018.0,17.5543
REGION,EGYHFOGCP01O,EGYHFO,2019.0,17.5543
REGION,EGYHFOGCP01O,EGYHFO,2020.0,17.5543
REGION,EGYHFOGCP01O,EGYHFO,2021.0,16.6766
REGION,EGYHFOGCP01O,EGYHFO,2022.0,15.7989
REGION,EGYHFOGCP01O,EGYHFO,2023.0,18.4824
REGION,EGYHFOGCP01O,EGYHFO,2024.0,70.2173
REGION,EGYHFOGCP01O,EGYHFO,2025.0,65.8287
REGION,EGYHFOGCP01O,EGYHFO,2026.0,57.7463
REGION,EGYHFOGCP01O,EGYHFO,2027.0,57.0516
REGION,EGYHFOGCP01O,EGYHFO,2028.0,52.663
REGION,EGYHFOGCP01O,EGYHFO,2029.0,48.2744
REGION,EGYHFOGCP01O,EGYHFO,2030.0,43.8858
REGION,EGYHFOGCP01O,EGYHFO,2031.0,30.1339
REGION,EGYHFOGCP01O,EGYHFO,2032.0,26.7857
REGION,EGYHFOGCP01O,EGYHFO,2033.0,20.2813
REGION,EGYHFOGCP01O,EGYHFO,2034.0,17.3339
REGION,EGYHFOGCP01O,EGYHFO,2035.0,16.7411
REGION,EGYHFOGCP01O,EGYHFO,2036.0,13.3929
REGION,EGYHFOGCP01O,EGYHFO,2037.0,10.9715
REGION,EGYHFOGCP01O,EGYHFO,2038.0,5.778
REGION,EGYHFOGCP01O,EGYHFO,2039.0,2.889
REGION,EGYHFOGCP01O,EGYHFO,2040.0,0.0
REGION,EGYLFODIP00X,EGYLFO,2015.0,1006.041
REGION,EGYLFODIP00X,EGYLFO,2016.0,1039.5795
REGION,EGYLFODIP00X,EGYLFO,2017.0,996.0428
REGION,EGYLFODIP00X,EGYLFO,2018.0,965.2528
REGION,EGYLFODIP00X,EGYLFO,2019.0,1161.1222
REGION,EGYLFODIP00X,EGYLFO,2020.0,1195.4653
REGION,EGYLFODIP00X,EGYLFO,2021.0,1390.4262
REGION,EGYLFODIP00X,EGYLFO,2022.0,1581.807
REGION,EGYLFODIP00X,EGYLFO,2023.0,1773.2355
REGION,EGYLFODIP00X,EGYLFO,2024.0,1964.7076
REGION,EGYLFODIP00X,EGYLFO,2025.0,2156.2156
REGION,EGYLFODIP00X,EGYLFO,2026.0,2280.2229
REGION,EGYLFODIP00X,EGYLFO,2027.0,2404.2579
REGION,EGYLFODIP00X,EGYLFO,2028.0,2528.3167
REGION,EGYLFODIP00X,EGYLFO,2029.0,2652.3815
REGION,EGYLFODIP00X,EGYLFO,2030.0,2776.4299
REGION,EGYLFODIP00X,EGYLFO,2031.0,2928.4016
REGION,EGYLFODIP00X,EGYLFO,2032.0,3080.3341
REGION,EGYLFODIP00X,EGYLFO,2033.0,3232.228
REGION,EGYLFODIP00X,EGYLFO,2034.0,3384.0799
REGION,EGYLFODIP00X,EGYLFO,2035.0,3535.8884
REGION,EGYLFODIP00X,EGYLFO,2036.0,3716.0031
REGION,EGYLFODIP00X,EGYLFO,2037.0,3896.0734
REGION,EGYLFODIP00X,EGYLFO,2038.0,4076.1023
REGION,EGYLFODIP00X,EGYLFO,2039.0,4256.1014
REGION,EGYLFODIP00X,EGYLFO,2040.0,4436.0861
REGION,EGYLFOEMP00X,EGYLFO,2015.0,80.3088
REGION,EGYLFOEMP00X,EGYLFO,2016.0,53.668
REGION,EGYLFOEMP00X,EGYLFO,2017.0,50.1205
REGION,EGYLFOEMP00X,EGYLFO,2018.0,74.0181
REGION,EGYLFOEMP00X,EGYLFO,2019.0,73.1972
REGION,EGYLFOEMP00X,EGYLFO,2020.0,73.1972
REGION,EGYLFOEMP00X,EGYLFO,2021.0,71.3673
REGION,EGYLFOEMP00X,EGYLFO,2022.0,69.5373
REGION,EGYLFOEMP00X,EGYLFO,2023.0,67.7074
REGION,EGYLFOEMP00X,EGYLFO,2024.0,65.8775
REGION,EGYLFOEMP00X,EGYLFO,2025.0,64.0475
REGION,EGYLFOEMP00X,EGYLFO,2026.0,62.2176
REGION,EGYLFOEMP00X,EGYLFO,2027.0,60.3877
REGION,EGYLFOEMP00X,EGYLFO,2028.0,58.5578
REGION,EGYLFOEMP00X,EGYLFO,2029.0,56.7278
REGION,EGYLFOEMP00X,EGYLFO,2030.0,54.8979
REGION,EGYLFOEMP00X,EGYLFO,2031.0,53.5255
REGION,EGYLFOEMP00X,EGYLFO,2032.0,52.153
REGION,EGYLFOEMP00X,EGYLFO,2033.0,50.7806
REGION,EGYLFOEMP00X,EGYLFO,2034.0,49.4081
REGION,EGYLFOEMP00X,EGYLFO,2035.0,48.0357
REGION,EGYLFOEMP00X,EGYLFO,2036.0,46.6632
REGION,EGYLFOEMP00X,EGYLFO,2037.0,45.2908
REGION,EGYLFOEMP00X,EGYLFO,2038.0,43.9183
REGION,EGYLFOEMP00X,EGYLFO,2039.0,42.5459
REGION,EGYLFOEMP00X,EGYLFO,2040.0,41.1734
REGION,EGYLFOMGRID1,EGYLFO,2040.0,0.0
REGION,EGYLFORCP00X,EGYLFO,2017.0,1.4809
REGION,EGYLFORCP00X,EGYLFO,2018.0,6.7068
REGION,EGYLFORCP00X,EGYLFO,2019.0,6.7068
REGION,EGYLFORCP00X,EGYLFO,2020.0,6.7068
REGION,EGYLFORCP00X,EGYLFO,2021.0,6.7068
REGION,EGYLFORCP00X,EGYLFO,2022.0,6.7068
REGION,EGYLFORCP00X,EGYLFO,2023.0,6.7068
REGION,EGYLFORCP00X,EGYLFO,2024.0,6.7068
REGION,EGYLFORCP00X,EGYLFO,2025.0,5.0301
REGION,EGYLFORCP00X,EGYLFO,2026.0,3.3534
REGION,EGYLFORCP00X,EGYLFO,2027.0,1.6767
REGION,EGYLFORCP00X,EGYLFO,2040.0,0.0
REGION,EGYLFORCP01N,EGYLFO,2029.0,4.1123
REGION,EGYLFORCP01N,EGYLFO,2030.0,6.6835
REGION,EGYLFORCP01N,EGYLFO,2031.0,6.6835
REGION,EGYLFORCP01N,EGYLFO,2032.0,6.6835
REGION,EGYLFORCP01N,EGYLFO,2033.0,6.6835
REGION,EGYLFORCP01N,EGYLFO,2034.0,14.348
REGION,EGYLFORCP01N,EGYLFO,2035.0,22.0125
REGION,EGYLFORCP01N,EGYLFO,2036.0,36.4699
REGION,EGYLFORCP01N,EGYLFO,2037.0,53.7964
REGION,EGYLFORCP01N,EGYLFO,2038.0,71.1281
REGION,EGYLFORCP01N,EGYLFO,2039.0,85.8834
REGION,EGYLFORCP01N,EGYLFO,2040.0,120.0065
REGION,EGYLFORCP01O,EGYLFO,2015.0,4.0885
REGION,EGYLFORCP01O,EGYLFO,2016.0,4.0885
REGION,EGYLFORCP01O,EGYLFO,2017.0,4.0885
REGION,EGYLFORCP01O,EGYLFO,2018.0,4.0885
REGION,EGYLFORCP01O,EGYLFO,2019.0,4.0885
REGION,EGYLFORCP01O,EGYLFO,2020.0,4.0885
REGION,EGYLFORCP01O,EGYLFO,2021.0,3.8841
REGION,EGYLFORCP01O,EGYLFO,2022.0,3.6797
REGION,EGYLFORCP01O,EGYLFO,2023.0,3.4753
REGION,EGYLFORCP01O,EGYLFO,2024.0,3.2708
REGION,EGYLFORCP01O,EGYLFO,2025.0,3.0664
REGION,EGYLFORCP01O,EGYLFO,2026.0,2.862
REGION,EGYLFORCP01O,EGYLFO,2027.0,2.6575
REGION,EGYLFORCP01O,EGYLFO,2028.0,2.4531
REGION,EGYLFORCP01O,EGYLFO,2029.0,2.2487
REGION,EGYLFORCP01O,EGYLFO,2030.0,2.0443
REGION,EGYLFORCP01O,EGYLFO,2031.0,1.8398
REGION,EGYLFORCP01O,EGYLFO,2032.0,1.6354
REGION,EGYLFORCP01O,EGYLFO,2033.0,1.431
REGION,EGYLFORCP01O,EGYLFO,2034.0,1.2266
REGION,EGYLFORCP01O,EGYLFO,2035.0,1.0221
REGION,EGYLFORCP01O,EGYLFO,2036.0,0.8541
REGION,EGYLFORCP01O,EGYLFO,2037.0,0.6406
REGION,EGYLFORCP01O,EGYLFO,2038.0,0.4271
REGION,EGYLFORCP01O,EGYLFO,2039.0,0.2135
REGION,EGYLFORCP01O,EGYLFO,2040.0,0.0
REGION,EGYLFOSALON1,EGYLFO,2040.0,0.0
REGION,EGYLNGEXP00X,EGYGAS,2015.0,853.4169
REGION,EGYLNGEXP00X,EGYGAS,2016.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2017.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2018.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2019.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2020.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2021.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2022.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2023.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2024.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2025.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2026.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2027.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2028.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2029.0,836.4947
REGION,EGYLNGEXP00X,EGYGAS,2030.0,515.1724
REGION,EGYLNGEXP00X,EGYGAS,2031.0,515.1724
REGION,EGYLNGEXP00X,EGYGAS,2032.0,515.1724
REGION,EGYLNGEXP00X,EGYGAS,2040.0,0.0
REGION,EGYNGACCC01N,EGYGAS,2040.0,0.0
REGION,EGYNGACCP01N,EGYGAS,2015.0,39.0992
REGION,EGYNGACCP01N,EGYGAS,2016.0,62.0987
REGION,EGYNGACCP01N,EGYGAS,2017.0,96.598
REGION,EGYNGACCP01N,EGYGAS,2018.0,308.7762
REGION,EGYNGACCP01N,EGYGAS,2019.0,412.1228
REGION,EGYNGACCP01N,EGYGAS,2020.0,430.1904
REGION,EGYNGACCP01N,EGYGAS,2021.0,803.5981
REGION,EGYNGACCP01N,EGYGAS,2022.0,825.1378
REGION,EGYNGACCP01N,EGYGAS,2023.0,846.6037
REGION,EGYNGACCP01N,EGYGAS,2024.0,867.996
REGION,EGYNGACCP01N,EGYGAS,2025.0,889.3152
REGION,EGYNGACCP01N,EGYGAS,2026.0,910.5616
REGION,EGYNGACCP01N,EGYGAS,2027.0,931.7357
REGION,EGYNGACCP01N,EGYGAS,2028.0,952.8377
REGION,EGYNGACCP01N,EGYGAS,2029.0,973.8681
REGION,EGYNGACCP01N,EGYGAS,2030.0,1017.4369
REGION,EGYNGACCP01N,EGYGAS,2031.0,1060.8582
REGION,EGYNGACCP01N,EGYGAS,2032.0,1104.1329
REGION,EGYNGACCP01N,EGYGAS,2033.0,1147.2616
REGION,EGYNGACCP01N,EGYGAS,2034.0,1190.2451
REGION,EGYNGACCP01N,EGYGAS,2035.0,1233.0841
REGION,EGYNGACCP01N,EGYGAS,2036.0,1275.7794
REGION,EGYNGACCP01N,EGYGAS,2037.0,1318.3316
REGION,EGYNGACCP01N,EGYGAS,2038.0,1360.7415
REGION,EGYNGACCP01N,EGYGAS,2039.0,1403.0098
REGION,EGYNGACCP01N,EGYGAS,2040.0,1445.1372
REGION,EGYNGACCP01O,EGYGAS,2015.0,589.9358
REGION,EGYNGACCP01O,EGYGAS,2016.0,589.9358
REGION,EGYNGACCP01O,EGYGAS,2017.0,589.9358
REGION,EGYNGACCP01O,EGYGAS,2018.0,589.9358
REGION,EGYNGACCP01O,EGYGAS,2019.0,589.9358
REGION,EGYNGACCP01O,EGYGAS,2020.0,589.9358
REGION,EGYNGACCP01O,EGYGAS,2021.0,158.4417
REGION,EGYNGACCP01O,EGYGAS,2022.0,372.2358
REGION,EGYNGACCP01O,EGYGAS,2023.0,501.4454
REGION,EGYNGACCP01O,EGYGAS,2024.0,471.9487
REGION,EGYNGACCP01O,EGYGAS,2025.0,442.4519
REGION,EGYNGACCP01O,EGYGAS,2026.0,412.9551
REGION,EGYNGACCP01O,EGYGAS,2027.0,383.4583
REGION,EGYNGACCP01O,EGYGAS,2028.0,353.9615
REGION,EGYNGACCP01O,EGYGAS,2029.0,324.4647
REGION,EGYNGACCP01O,EGYGAS,2030.0,294.9679
REGION,EGYNGACCP01O,EGYGAS,2031.0,265.4711
REGION,EGYNGACCP01O,EGYGAS,2032.0,235.9743
REGION,EGYNGACCP01O,EGYGAS,2033.0,206.4775
REGION,EGYNGACCP01O,EGYGAS,2034.0,176.9807
REGION,EGYNGACCP01O,EGYGAS,2035.0,147.484
REGION,EGYNGACCP01O,EGYGAS,2036.0,117.9872
REGION,EGYNGACCP01O,EGYGAS,2037.0,88.4904
REGION,EGYNGACCP01O,EGYGAS,2038.0,58.9936
REGION,EGYNGACCP01O,EGYGAS,2039.0,29.4968
REGION,EGYNGACCP01O,EGYGAS,2040.0,0.0
REGION,EGYNGADIP00X,EGYGAS,2015.0,437.6619
REGION,EGYNGADIP00X,EGYGAS,2016.0,461.1132
REGION,EGYNGADIP00X,EGYGAS,2017.0,561.9953
REGION,EGYNGADIP00X,EGYGAS,2018.0,587.146
REGION,EGYNGADIP00X,EGYGAS,2019.0,654.9319
REGION,EGYNGADIP00X,EGYGAS,2020.0,693.4964
REGION,EGYNGADIP00X,EGYGAS,2021.0,903.2864
REGION,EGYNGADIP00X,EGYGAS,2022.0,1107.7894
REGION,EGYNGADIP00X,EGYGAS,2023.0,1312.3626
REGION,EGYNGADIP00X,EGYGAS,2024.0,1517.0004
REGION,EGYNGADIP00X,EGYGAS,2025.0,1721.6911
REGION,EGYNGADIP00X,EGYGAS,2026.0,1873.9015
REGION,EGYNGADIP00X,EGYGAS,2027.0,2026.1527
REGION,EGYNGADIP00X,EGYGAS,2028.0,2178.4389
REGION,EGYNGADIP00X,EGYGAS,2029.0,2330.7341
REGION,EGYNGADIP00X,EGYGAS,2030.0,2483.0052
REGION,EGYNGADIP00X,EGYGAS,2031.0,2678.1604
REGION,EGYNGADIP00X,EGYGAS,2032.0,2873.2579
REGION,EGYNGADIP00X,EGYGAS,2033.0,3068.2982
REGION,EGYNGADIP00X,EGYGAS,2034.0,3263.2766
REGION,EGYNGADIP00X,EGYGAS,2035.0,3458.1909
REGION,EGYNGADIP00X,EGYGAS,2036.0,3695.986
REGION,EGYNGADIP00X,EGYGAS,2037.0,3933.7155
REGION,EGYNGADIP00X,EGYGAS,2038.0,4171.3839
REGION,EGYNGADIP00X,EGYGAS,2039.0,4409.0082
REGION,EGYNGADIP00X,EGYGAS,2040.0,4646.6113
REGION,EGYNGAGCP01N,EGYGAS,2015.0,2.7108
REGION,EGYNGAGCP01N,EGYGAS,2016.0,3.2092
REGION,EGYNGAGCP01N,EGYGAS,2017.0,3.6165
REGION,EGYNGAGCP01N,EGYGAS,2028.0,3.3403
REGION,EGYNGAGCP01N,EGYGAS,2029.0,3.3317
REGION,EGYNGAGCP01N,EGYGAS,2030.0,3.3232
REGION,EGYNGAGCP01N,EGYGAS,2031.0,1.1061
REGION,EGYNGAGCP01N,EGYGAS,2032.0,1.1005
REGION,EGYNGAGCP01N,EGYGAS,2033.0,1.0949
REGION,EGYNGAGCP01N,EGYGAS,2034.0,1.0894
REGION,EGYNGAGCP01N,EGYGAS,2035.0,1.084
REGION,EGYNGAGCP01N,EGYGAS,2036.0,2.1454
REGION,EGYNGAGCP01N,EGYGAS,2037.0,2.1348
REGION,EGYNGAGCP01N,EGYGAS,2038.0,2.1243
REGION,EGYNGAGCP01N,EGYGAS,2039.0,2.1139
REGION,EGYNGAGCP01N,EGYGAS,2040.0,1.8979
REGION,EGYNGAGCP01O,EGYGAS,2015.0,373.491
REGION,EGYNGAGCP01O,EGYGAS,2016.0,213.3084
REGION,EGYNGAGCP01O,EGYGAS,2017.0,215.4628
REGION,EGYNGAGCP01O,EGYGAS,2018.0,192.1257
REGION,EGYNGAGCP01O,EGYGAS,2019.0,192.1257
REGION,EGYNGAGCP01O,EGYGAS,2020.0,192.1257
REGION,EGYNGAGCP01O,EGYGAS,2021.0,182.5194
REGION,EGYNGAGCP01O,EGYGAS,2022.0,172.9131
REGION,EGYNGAGCP01O,EGYGAS,2023.0,163.3069
REGION,EGYNGAGCP01O,EGYGAS,2024.0,153.7006
REGION,EGYNGAGCP01O,EGYGAS,2025.0,144.0943
REGION,EGYNGAGCP01O,EGYGAS,2026.0,134.488
REGION,EGYNGAGCP01O,EGYGAS,2027.0,124.8817
REGION,EGYNGAGCP01O,EGYGAS,2028.0,115.2754
REGION,EGYNGAGCP01O,EGYGAS,2029.0,111.9593
REGION,EGYNGAGCP01O,EGYGAS,2030.0,99.077
REGION,EGYNGAGCP01O,EGYGAS,2031.0,86.4566
REGION,EGYNGAGCP01O,EGYGAS,2032.0,76.8503
REGION,EGYNGAGCP01O,EGYGAS,2033.0,67.244
REGION,EGYNGAGCP01O,EGYGAS,2034.0,57.6377
REGION,EGYNGAGCP01O,EGYGAS,2035.0,48.0314
REGION,EGYNGAGCP01O,EGYGAS,2036.0,40.1359
REGION,EGYNGAGCP01O,EGYGAS,2037.0,30.1019
REGION,EGYNGAGCP01O,EGYGAS,2038.0,20.0679
