r,t,y,TotalCapacityAnnual
REGION,AGOCO1RCP00X,2029,2000070.5866375
REGION,AGOCO1RCP00X,2030,2000056.0693100002
REGION,AGOCO1RCP00X,2031,2000041.5519825001
REGION,AGOCO1RCP00X,2032,2000027.034655
REGION,AGOCO1RCP00X,2033,2000012.5173275
REGION,AGOCO1RCP00X,2034,1999998.0
REGION,AGOCO1RCP00X,2035,1999998.0
REGION,AGOCO1RCP00X,2036,1999998.0
REGION,AGOCO1RCP00X,2037,1999998.0
REGION,AGOCO1RCP00X,2038,1999998.0
REGION,AGOCO1RCP00X,2039,1999998.0
REGION,AGOCO1RCP00X,2040,1999998.0
REGION,AGOCOADIP00X,2015,99999.0
REGION,AGOCOADIP00X,2016,199998.0
REGION,AGOCOADIP00X,2017,299997.0
REGION,AGOCOADIP00X,2018,399996.0
REGION,AGOCOADIP00X,2019,499995.0
REGION,AGOCOADIP00X,2020,599994.0
REGION,AGOCOADIP00X,2021,699993.0
REGION,AGOCOADIP00X,2022,799992.0
REGION,AGOCOADIP00X,2023,899991.0
REGION,AGOCOADIP00X,2024,999990.0
REGION,AGOCOADIP00X,2025,1099989.0
REGION,AGOCOADIP00X,2026,1199988.0
REGION,AGOCOADIP00X,2027,1299987.0
REGION,AGOCOADIP00X,2028,1399986.0
REGION,AGOCOADIP00X,2029,1499985.0
REGION,AGOCOADIP00X,2030,1599984.0
REGION,AGOCOADIP00X,2031,1699983.0
REGION,AGOCOADIP00X,2032,1799982.0
REGION,AGOCOADIP00X,2033,1899981.0
REGION,AGOCOADIP00X,2034,1999980.0
REGION,AGOCOADIP00X,2035,2099979.0
REGION,AGOCOADIP00X,2036,2199978.0
REGION,AGOCOADIP00X,2037,2299977.0
REGION,AGOCOADIP00X,2038,2399976.0
REGION,AGOCOADIP00X,2039,2499975.0
REGION,AGOCOADIP00X,2040,2599974.0
REGION,AGOCOAIMP00X,2015,99999.0
REGION,AGOCOAIMP00X,2016,199998.0
REGION,AGOCOAIMP00X,2017,299997.0
REGION,AGOCOAIMP00X,2018,399996.0
REGION,AGOCOAIMP00X,2019,499995.0
REGION,AGOCOAIMP00X,2020,599994.0
REGION,AGOCOAIMP00X,2021,699993.0
REGION,AGOCOAIMP00X,2022,799992.0
REGION,AGOCOAIMP00X,2023,899991.0
REGION,AGOCOAIMP00X,2024,999990.0
REGION,AGOCOAIMP00X,2025,1099989.0
REGION,AGOCOAIMP00X,2026,1199988.0
REGION,AGOCOAIMP00X,2027,1299987.0
REGION,AGOCOAIMP00X,2028,1399986.0
REGION,AGOCOAIMP00X,2029,1499985.0
REGION,AGOCOAIMP00X,2030,1599984.0
REGION,AGOCOAIMP00X,2031,1699983.0
REGION,AGOCOAIMP00X,2032,1799982.0
REGION,AGOCOAIMP00X,2033,1899981.0
REGION,AGOCOAIMP00X,2034,1999980.0
REGION,AGOCOAIMP00X,2035,2099979.0
REGION,AGOCOAIMP00X,2036,2199978.0
REGION,AGOCOAIMP00X,2037,2299977.0
REGION,AGOCOAIMP00X,2038,2399976.0
REGION,AGOCOAIMP00X,2039,2499975.0
REGION,AGOCOAIMP00X,2040,2599974.0
REGION,AGOCOAPRP00X,2015,99999.0
REGION,AGOCOAPRP00X,2016,199998.0
REGION,AGOCOAPRP00X,2017,299997.0
REGION,AGOCOAPRP00X,2018,399996.0
REGION,AGOCOAPRP00X,2019,499995.0
REGION,AGOCOAPRP00X,2020,599994.0
REGION,AGOCOAPRP00X,2021,699993.0
REGION,AGOCOAPRP00X,2022,799992.0
REGION,AGOCOAPRP00X,2023,899991.0
REGION,AGOCOAPRP00X,2024,999990.0
REGION,AGOCOAPRP00X,2025,1099989.0
REGION,AGOCOAPRP00X,2026,1199988.0
REGION,AGOCOAPRP00X,2027,1299987.0
REGION,AGOCOAPRP00X,2028,1399986.0
REGION,AGOCOAPRP00X,2029,1499985.0
REGION,AGOCOAPRP00X,2030,1599984.0
REGION,AGOCOAPRP00X,2031,1699983.0
REGION,AGOCOAPRP00X,2032,1799982.0
REGION,AGOCOAPRP00X,2033,1899981.0
REGION,AGOCOAPRP00X,2034,1999980.0
REGION,AGOCOAPRP00X,2035,2099979.0
REGION,AGOCOAPRP00X,2036,2199978.0
REGION,AGOCOAPRP00X,2037,2299977.0
REGION,AGOCOAPRP00X,2038,2399976.0
REGION,AGOCOAPRP00X,2039,2499975.0
REGION,AGOCOAPRP00X,2040,2599974.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2015,1.23591
REGION,AGOEL1TRP00X,2016,1.3065203130422824
REGION,AGOEL1TRP00X,2017,1.3482111319276457
REGION,AGOEL1TRP00X,2018,1.4722135751648786
REGION,AGOEL1TRP00X,2019,1.6179434126395984
REGION,AGOEL1TRP00X,2020,1.7370874155087412
REGION,AGOEL1TRP00X,2021,1.9886443961527633
REGION,AGOEL1TRP00X,2022,2.3822043255767653
REGION,AGOEL1TRP00X,2023,2.7860213122122484
REGION,AGOEL1TRP00X,2024,3.19247867170266
REGION,AGOEL1TRP00X,2025,3.6017378199333727
REGION,AGOEL1TRP00X,2026,4.024708342872197
REGION,AGOEL1TRP00X,2027,4.258355440350912
REGION,AGOEL1TRP00X,2028,4.498613919441302
REGION,AGOEL1TRP00X,2029,4.739949978336773
REGION,AGOEL1TRP00X,2030,4.985116135067762
REGION,AGOEL1TRP00X,2031,5.245747446817298
REGION,AGOEL1TRP00X,2032,5.34838357198782
REGION,AGOEL1TRP00X,2033,5.456062358540296
REGION,AGOEL1TRP00X,2034,5.569031999570587
REGION,AGOEL1TRP00X,2035,5.687552923682679
REGION,AGOEL1TRP00X,2036,5.901749720248263
REGION,AGOEL1TRP00X,2037,6.191810929695027
REGION,AGOEL1TRP00X,2038,6.4915309497323905
REGION,AGOEL1TRP00X,2039,6.801237971578683
REGION,AGOEL1TRP00X,2040,7.1212909110500195
REGION,AGOEL2DIP00X,2015,1.17411
REGION,AGOEL2DIP00X,2016,1.2411942973901682
REGION,AGOEL2DIP00X,2017,1.2808005753312646
REGION,AGOEL2DIP00X,2018,1.3986028964066344
REGION,AGOEL2DIP00X,2019,1.5370462420076185
REGION,AGOEL2DIP00X,2020,1.6502330447333042
REGION,AGOEL2DIP00X,2021,1.6502330447333042
REGION,AGOEL2DIP00X,2022,1.733687360036547
REGION,AGOEL2DIP00X,2023,1.8542839471200585
REGION,AGOEL2DIP00X,2024,1.978495382917881
REGION,AGOEL2DIP00X,2025,2.1064680450894655
REGION,AGOEL2DIP00X,2026,2.2485591312472466
REGION,AGOEL2DIP00X,2027,2.3898726700545803
REGION,AGOEL2DIP00X,2028,2.537803468607899
REGION,AGOEL2DIP00X,2029,2.6870923142716543
REGION,AGOEL2DIP00X,2030,2.8403520157112068
REGION,AGOEL2DIP00X,2031,2.9950132647189034
REGION,AGOEL2DIP00X,2032,2.9950132647189034
REGION,AGOEL2DIP00X,2033,2.9950132647189034
REGION,AGOEL2DIP00X,2034,2.9950132647189034
REGION,AGOEL2DIP00X,2035,2.9950132647189034
REGION,AGOEL2DIP00X,2036,3.0803720198348157
REGION,AGOEL2DIP00X,2037,3.23199623881957
REGION,AGOEL2DIP00X,2038,3.386704762948405
REGION,AGOEL2DIP00X,2039,3.5445094421549435
REGION,AGOEL2DIP00X,2040,3.705436523488309
REGION,AGOEL3DIP00X,2021,0.26526367811494056
REGION,AGOEL3DIP00X,2022,0.5294067492613824
REGION,AGOEL3DIP00X,2023,0.7924362994815799
REGION,AGOEL3DIP00X,2024,1.054359355199648
REGION,AGOEL3DIP00X,2025,1.315182883847241
REGION,AGOEL3DIP00X,2026,1.5749137944813434
REGION,AGOEL3DIP00X,2027,1.6555649982787894
REGION,AGOEL3DIP00X,2028,1.7358797548613412
REGION,AGOEL3DIP00X,2029,1.8158601651482835
REGION,AGOEL3DIP00X,2030,1.895508312603171
REGION,AGOEL3DIP00X,2031,1.9884468097575347
REGION,AGOEL3DIP00X,2032,2.0859511286695307
REGION,AGOEL3DIP00X,2033,2.188245975894382
REGION,AGOEL3DIP00X,2034,2.2955671348731594
REGION,AGOEL3DIP00X,2035,2.4081620127796453
REGION,AGOEL3DIP00X,2036,2.5262902144010395
REGION,AGOEL3DIP00X,2037,2.65022414439071
REGION,AGOEL3DIP00X,2038,2.780249639297371
REGION,AGOEL3DIP00X,2039,2.9166666308448104
REGION,AGOEL3DIP00X,2040,3.0597898420092142
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2019,0.27479734001934464
REGION,AGOELCODBP00,2020,0.3569168749438898
REGION,AGOELCODBP00,2021,0.420758645154962
REGION,AGOELCODBP00,2022,0.6
REGION,AGOELCODBP00,2023,0.6
REGION,AGOELCODBP00,2024,0.6
REGION,AGOELCODBP00,2025,0.6
REGION,AGOELCODBP00,2026,0.6
REGION,AGOELCODBP00,2027,0.6
REGION,AGOELCODBP00,2028,0.6
REGION,AGOELCODBP00,2029,0.6
REGION,AGOELCODBP00,2030,0.6
REGION,AGOELCODBP00,2031,0.6
REGION,AGOELCODBP00,2032,0.6
REGION,AGOELCODBP00,2033,0.6
REGION,AGOELCODBP00,2034,0.6
REGION,AGOELCODBP00,2035,0.6
REGION,AGOELCODBP00,2036,0.6
REGION,AGOELCODBP00,2037,0.6
REGION,AGOELCODBP00,2038,0.6
REGION,AGOELCODBP00,2039,0.6
REGION,AGOELCODBP00,2040,0.6
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2015,99999.0
REGION,AGOHFODIP00X,2016,199998.0
REGION,AGOHFODIP00X,2017,299997.0
REGION,AGOHFODIP00X,2018,399996.0
REGION,AGOHFODIP00X,2019,499995.0
REGION,AGOHFODIP00X,2020,599994.0
REGION,AGOHFODIP00X,2021,699993.0
REGION,AGOHFODIP00X,2022,799992.0
REGION,AGOHFODIP00X,2023,899991.0
REGION,AGOHFODIP00X,2024,999990.0
REGION,AGOHFODIP00X,2025,1099989.0
REGION,AGOHFODIP00X,2026,1199988.0
REGION,AGOHFODIP00X,2027,1299987.0
REGION,AGOHFODIP00X,2028,1399986.0
REGION,AGOHFODIP00X,2029,1499985.0
REGION,AGOHFODIP00X,2030,1599984.0
REGION,AGOHFODIP00X,2031,1699983.0
REGION,AGOHFODIP00X,2032,1799982.0
REGION,AGOHFODIP00X,2033,1899981.0
REGION,AGOHFODIP00X,2034,1999980.0
REGION,AGOHFODIP00X,2035,2099979.0
REGION,AGOHFODIP00X,2036,2199978.0
REGION,AGOHFODIP00X,2037,2299977.0
REGION,AGOHFODIP00X,2038,2399976.0
REGION,AGOHFODIP00X,2039,2499975.0
REGION,AGOHFODIP00X,2040,2599974.0
REGION,AGOHFOEMP00X,2015,99999.0
REGION,AGOHFOEMP00X,2016,199998.0
REGION,AGOHFOEMP00X,2017,299997.0
REGION,AGOHFOEMP00X,2018,399996.0
REGION,AGOHFOEMP00X,2019,499995.0
REGION,AGOHFOEMP00X,2020,599994.0
REGION,AGOHFOEMP00X,2021,699993.0
REGION,AGOHFOEMP00X,2022,799992.0
REGION,AGOHFOEMP00X,2023,899991.0
REGION,AGOHFOEMP00X,2024,999990.0
REGION,AGOHFOEMP00X,2025,1099989.0
REGION,AGOHFOEMP00X,2026,1199988.0
REGION,AGOHFOEMP00X,2027,1299987.0
REGION,AGOHFOEMP00X,2028,1399986.0
REGION,AGOHFOEMP00X,2029,1499985.0
REGION,AGOHFOEMP00X,2030,1599984.0
REGION,AGOHFOEMP00X,2031,1699983.0
REGION,AGOHFOEMP00X,2032,1799982.0
REGION,AGOHFOEMP00X,2033,1899981.0
REGION,AGOHFOEMP00X,2034,1999980.0
REGION,AGOHFOEMP00X,2035,2099979.0
REGION,AGOHFOEMP00X,2036,2199978.0
REGION,AGOHFOEMP00X,2037,2299977.0
REGION,AGOHFOEMP00X,2038,2399976.0
REGION,AGOHFOEMP00X,2039,2499975.0
REGION,AGOHFOEMP00X,2040,2599974.0
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2015,0.2391
REGION,AGOHFOGCP01O,2016,0.2391
REGION,AGOHFOGCP01O,2017,0.2391
REGION,AGOHFOGCP01O,2018,0.2391
REGION,AGOHFOGCP01O,2019,0.2391
REGION,AGOHFOGCP01O,2020,0.2391
REGION,AGOHFOGCP01O,2021,0.227145
REGION,AGOHFOGCP01O,2022,0.21519
REGION,AGOHFOGCP01O,2023,0.203235
REGION,AGOHFOGCP01O,2024,0.19128
REGION,AGOHFOGCP01O,2025,0.179325
REGION,AGOHFOGCP01O,2026,0.16737
REGION,AGOHFOGCP01O,2027,0.155415
REGION,AGOHFOGCP01O,2028,0.14346
REGION,AGOHFOGCP01O,2029,0.131505
REGION,AGOHFOGCP01O,2030,0.11955
REGION,AGOHFOGCP01O,2031,0.107595
REGION,AGOHFOGCP01O,2032,0.09564
REGION,AGOHFOGCP01O,2033,0.083685
REGION,AGOHFOGCP01O,2034,0.07173
REGION,AGOHFOGCP01O,2035,0.059775
REGION,AGOHFOGCP01O,2036,0.04782
REGION,AGOHFOGCP01O,2037,0.035865
REGION,AGOHFOGCP01O,2038,0.02391
REGION,AGOHFOGCP01O,2039,0.011955
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2015,99999.0
REGION,AGOHFOIMP00X,2016,199998.0
REGION,AGOHFOIMP00X,2017,299997.0
REGION,AGOHFOIMP00X,2018,399996.0
REGION,AGOHFOIMP00X,2019,499995.0
REGION,AGOHFOIMP00X,2020,599994.0
REGION,AGOHFOIMP00X,2021,699993.0
REGION,AGOHFOIMP00X,2022,799992.0
REGION,AGOHFOIMP00X,2023,899991.0
REGION,AGOHFOIMP00X,2024,999990.0
REGION,AGOHFOIMP00X,2025,1099989.0
REGION,AGOHFOIMP00X,2026,1199988.0
REGION,AGOHFOIMP00X,2027,1299987.0
REGION,AGOHFOIMP00X,2028,1399986.0
REGION,AGOHFOIMP00X,2029,1499985.0
REGION,AGOHFOIMP00X,2030,1599984.0
REGION,AGOHFOIMP00X,2031,1699983.0
REGION,AGOHFOIMP00X,2032,1799982.0
REGION,AGOHFOIMP00X,2033,1899981.0
REGION,AGOHFOIMP00X,2034,1999980.0
REGION,AGOHFOIMP00X,2035,2099979.0
