r,t,y,CapitalInvestment
REGION,AGOBACKSTOP,2040,0.0
REGION,AGOBIOCHC01N,2040,0.0
REGION,AGOBIOCHP01N,2017,121.877136
REGION,AGOBIOCHP01N,2040,0.0
REGION,AGOBIOCHP01O,2040,0.0
REGION,AGOBIODIP00X,2040,0.0
REGION,AGOBIOIMP00X,2040,0.0
REGION,AGOBIOPRP00X,2040,0.0
REGION,AGOCO1DIP00X,2040,0.0
REGION,AGOCO1EXP00X,2040,0.0
REGION,AGOCO1IMP00X,2040,0.0
REGION,AGOCO1PRP00X,2040,0.0
REGION,AGOCO1R1P00X,2040,0.0
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2040,0.0
REGION,AGOCOADIP00X,2040,0.0
REGION,AGOCOAIMP00X,2040,0.0
REGION,AGOCOAPRP00X,2040,0.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2016,25.772764260433057
REGION,AGOEL1TRP00X,2017,15.217148893157626
REGION,AGOEL1TRP00X,2018,45.260891781590026
REGION,AGOEL1TRP00X,2019,53.19139067827271
REGION,AGOEL1TRP00X,2020,43.48756104723714
REGION,AGOEL1TRP00X,2021,91.81829793506803
REGION,AGOEL1TRP00X,2022,143.64937423976068
REGION,AGOEL1TRP00X,2023,147.3932001219513
REGION,AGOEL1TRP00X,2024,148.35693621400029
REGION,AGOEL1TRP00X,2025,149.3795891042101
REGION,AGOEL1TRP00X,2026,154.3842408726708
REGION,AGOEL1TRP00X,2027,85.28119057973107
REGION,AGOEL1TRP00X,2028,87.69434486799231
REGION,AGOEL1TRP00X,2029,88.0876614968468
REGION,AGOEL1TRP00X,2030,89.4856472068111
REGION,AGOEL1TRP00X,2031,95.13042878858082
REGION,AGOEL1TRP00X,2032,37.46218568724033
REGION,AGOEL1TRP00X,2033,39.302757091653895
REGION,AGOEL1TRP00X,2034,41.23391897605627
REGION,AGOEL1TRP00X,2035,43.260137300913385
REGION,AGOEL1TRP00X,2036,78.18183074643848
REGION,AGOEL1TRP00X,2037,105.87234144806855
REGION,AGOEL1TRP00X,2038,109.39780731363768
REGION,AGOEL1TRP00X,2039,113.04306297389668
REGION,AGOEL1TRP00X,2040,116.81932290703774
REGION,AGOEL2DIP00X,2016,167.84491207020056
REGION,AGOEL2DIP00X,2017,99.09490740862316
REGION,AGOEL2DIP00X,2018,294.74140733057527
REGION,AGOEL2DIP00X,2019,346.38525069366204
REGION,AGOEL2DIP00X,2020,283.1933804196655
REGION,AGOEL2DIP00X,2022,208.8026968887132
REGION,AGOEL2DIP00X,2023,301.7326608829463
REGION,AGOEL2DIP00X,2024,310.7770123661521
REGION,AGOEL2DIP00X,2025,320.18760075330545
REGION,AGOEL2DIP00X,2026,355.51189756676735
REGION,AGOEL2DIP00X,2027,353.56647409594945
REGION,AGOEL2DIP00X,2028,370.12285798040296
REGION,AGOEL2DIP00X,2029,373.52069185071593
REGION,AGOEL2DIP00X,2030,383.4557730017615
REGION,AGOEL2DIP00X,2031,386.96244501725624
REGION,AGOEL2DIP00X,2036,213.5676053000128
REGION,AGOEL2DIP00X,2037,379.3637958998553
REGION,AGOEL2DIP00X,2038,387.0807273703442
REGION,AGOEL2DIP00X,2039,394.82730737475964
REGION,AGOEL2DIP00X,2040,402.63955749608
REGION,AGOEL3DIP00X,2021,663.6897226435814
REGION,AGOEL3DIP00X,2022,660.8859640083977
REGION,AGOEL3DIP00X,2023,658.099934650934
REGION,AGOEL3DIP00X,2024,655.3314854066066
REGION,AGOEL3DIP00X,2025,652.580468676278
REGION,AGOEL3DIP00X,2026,649.846738406524
REGION,AGOEL3DIP00X,2027,201.78931190120994
REGION,AGOEL3DIP00X,2028,200.9475209695445
REGION,AGOEL3DIP00X,2029,200.11098653792956
REGION,AGOEL3DIP00X,2030,199.27966493212853
REGION,AGOEL3DIP00X,2031,232.5321198802179
REGION,AGOEL3DIP00X,2032,243.9558059178141
REGION,AGOEL3DIP00X,2033,255.94170775657818
REGION,AGOEL3DIP00X,2034,268.51753976490124
REGION,AGOEL3DIP00X,2035,281.7123845220279
REGION,AGOEL3DIP00X,2036,295.5567604567289
REGION,AGOEL3DIP00X,2037,310.08269283415626
REGION,AGOEL3DIP00X,2038,325.32378825646504
REGION,AGOEL3DIP00X,2039,341.31531285169325
REGION,AGOEL3DIP00X,2040,358.0942743333379
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2019,87.47623724835798
REGION,AGOELCODBP00,2020,26.141111552530454
REGION,AGOELCODBP00,2021,20.322750711290606
REGION,AGOELCODBP00,2022,57.057900487820945
REGION,AGOELCODBP00,2040,0.0
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2040,0.0
REGION,AGOHFOEMP00X,2040,0.0
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2040,0.0
REGION,AGOHYDLSP00X,2017,6828.2940902400005
REGION,AGOHYDLSP00X,2018,999.9593855999999
REGION,AGOHYDLSP00X,2024,6199.74819072
REGION,AGOHYDLSP00X,2040,0.0
REGION,AGOHYDMGRID1,2040,0.0
REGION,AGOHYDMSP00X,2016,362.44242187776
REGION,AGOHYDMSP00X,2040,0.0
REGION,AGOHYDSSP00X,2018,96.9756530688
REGION,AGOHYDSSP00X,2040,0.0
REGION,AGOLFODIP00X,2040,0.0
REGION,AGOLFOEMP00X,2040,0.0
REGION,AGOLFOIMP00X,2040,0.0
REGION,AGOLFOMGRID1,2040,0.0
REGION,AGOLFORCP00X,2016,1.393673183703439
REGION,AGOLFORCP00X,2018,0.7793875000693761
REGION,AGOLFORCP00X,2040,0.0
REGION,AGOLFORCP01N,2017,27.433728000000002
REGION,AGOLFORCP01N,2040,0.0
REGION,AGOLFORCP01O,2040,0.0
REGION,AGOLFOSALON1,2040,0.0
REGION,AGOLNGEXP00X,2039,349.5999999999997
REGION,AGOLNGEXP00X,2040,0.0
REGION,AGOLNGIMP00X,2040,0.0
REGION,AGONGACCC01N,2040,0.0
REGION,AGONGACCP01N,2017,202.813632
REGION,AGONGACCP01N,2018,458.535168
REGION,AGONGACCP01N,2026,382.7628899059622
REGION,AGONGACCP01N,2027,252.34210019789055
REGION,AGONGACCP01N,2028,280.1041292773632
REGION,AGONGACCP01N,2029,237.8479061562322
REGION,AGONGACCP01N,2030,270.9842272701135
REGION,AGONGACCP01N,2031,263.4644940529884
REGION,AGONGACCP01N,2032,89.79744722376702
REGION,AGONGACCP01N,2033,103.51336661902174
REGION,AGONGACCP01N,2034,93.6120761318863
REGION,AGONGACCP01N,2035,146.61314704578805
REGION,AGONGACCP01N,2036,214.18509185785595
REGION,AGONGACCP01N,2037,309.69276063482334
REGION,AGONGACCP01N,2038,312.9069367187237
REGION,AGONGACCP01N,2039,330.6949448789505
REGION,AGONGACCP01N,2040,340.2571622887159
REGION,AGONGACCP01O,2040,0.0
REGION,AGONGADIP00X,2040,0.0
REGION,AGONGAGCP01N,2040,0.0
REGION,AGONGAGCP01O,2040,0.0
REGION,AGONGAPRP00X,2040,0.0
REGION,AGONGGCP01N,2040,0.0
REGION,AGONGGCP01O,2040,0.0
REGION,AGOSOLARP00X,2040,0.0
REGION,AGOSOLCNP01X,2040,0.0
REGION,AGOSOLCSP01X,2040,0.0
REGION,AGOSOLMGRID1,2040,0.0
REGION,AGOSOLPRP00X,2015,2.376
REGION,AGOSOLPRP00X,2031,45.967091096410066
REGION,AGOSOLPRP00X,2032,789.7396136307461
REGION,AGOSOLPRP00X,2033,796.370593905771
REGION,AGOSOLPRP00X,2034,801.9051835653208
REGION,AGOSOLPRP00X,2035,807.553384570203
REGION,AGOSOLPRP00X,2036,448.1677275311993
REGION,AGOSOLPRP00X,2037,172.5332687272084
REGION,AGOSOLPRP00X,2038,172.81589791255269
REGION,AGOSOLPRP00X,2039,172.98399403992244
REGION,AGOSOLPRP00X,2040,172.3135183067284
REGION,AGOSOLPRSAL1,2040,0.0
REGION,AGOSOLPRSAL2,2040,0.0
REGION,AGOSOLPRSAL3,2040,0.0
REGION,AGOSOLPRSAL4,2040,0.0
REGION,AGOSOLPRSAL5,2040,0.0
REGION,AGOSOLPSP00X,2040,0.0
REGION,AGOSOLPUP00X,2040,0.0
REGION,AGOURNIMP00X,2040,0.0
REGION,AGOURNPRP00X,2040,0.0
REGION,AGOURNPWP01N,2040,0.0
REGION,AGOURNPWP01O,2040,0.0
REGION,AGOWINMGRID1,2040,0.0
REGION,AGOWINOFP00X,2040,0.0
REGION,AGOWINONP00X,2040,0.0
REGION,AGOWINPRP00X,2040,0.0
REGION,BDIBACKSTOP,2040,0.0
REGION,BDIBIOCHC01N,2040,0.0
REGION,BDIBIOCHP01N,2040,0.0
REGION,BDIBIOCHP01O,2040,0.0
REGION,BDIBIODIP00X,2040,0.0
REGION,BDIBIOEMP00X,2040,0.0
REGION,BDIBIOIMP00X,2040,0.0
REGION,BDIBIOPRP00X,2040,0.0
REGION,BDICO1DIP00X,2040,0.0
REGION,BDICO1IMP00X,2040,0.0
REGION,BDICO1PRP00X,2040,0.0
REGION,BDICO1R1P00X,2040,0.0
REGION,BDICO1R2P00X,2040,0.0
REGION,BDICO1RCP00X,2040,0.0
REGION,BDICOADIP00X,2040,0.0
REGION,BDICOAIMP00X,2040,0.0
REGION,BDICOAPRP00X,2040,0.0
REGION,BDICOASCC01N,2040,0.0
REGION,BDICOASCP01N,2040,0.0
REGION,BDICOASCP01O,2040,0.0
REGION,BDIEL1TRP00X,2017,0.08204842477781034
REGION,BDIEL1TRP00X,2018,2.8103369746227074
REGION,BDIEL1TRP00X,2019,0.7396430777304308
REGION,BDIEL1TRP00X,2020,0.08237715848943837
REGION,BDIEL1TRP00X,2021,12.617245061631227
REGION,BDIEL1TRP00X,2022,12.59431040534987
REGION,BDIEL1TRP00X,2023,12.556543758418519
REGION,BDIEL1TRP00X,2024,12.528425642396188
REGION,BDIEL1TRP00X,2025,13.169538625698356
REGION,BDIEL1TRP00X,2026,13.182661276260587
REGION,BDIEL1TRP00X,2027,6.398966651325723
REGION,BDIEL1TRP00X,2028,6.247711546101171
REGION,BDIEL1TRP00X,2029,5.131021581958739
REGION,BDIEL1TRP00X,2030,5.1310215819588825
REGION,BDIEL1TRP00X,2031,4.205619648716623
REGION,BDIEL1TRP00X,2032,4.394071921076329
REGION,BDIEL1TRP00X,2033,4.5909686705699855
REGION,BDIEL1TRP00X,2034,4.780589709878162
REGION,BDIEL1TRP00X,2035,4.876856436156577
REGION,BDIEL1TRP00X,2036,5.101378905524722
REGION,BDIEL1TRP00X,2037,5.335854228531239
REGION,BDIEL1TRP00X,2038,5.5807899561525165
REGION,BDIEL1TRP00X,2039,5.836758387327802
REGION,BDIEL1TRP00X,2040,6.080712069155794
REGION,BDIEL2DIP00X,2017,0.5343038379572081
REGION,BDIEL2DIP00X,2018,18.301068369810164
REGION,BDIEL2DIP00X,2019,4.816596250568386
REGION,BDIEL2DIP00X,2020,0.536444569900128
REGION,BDIEL2DIP00X,2021,2.574756594775862
REGION,BDIEL2DIP00X,2022,2.4254048563780115
REGION,BDIEL2DIP00X,2023,2.179466382156238
REGION,BDIEL2DIP00X,2024,1.996359669899282
REGION,BDIEL2DIP00X,2025,6.171322546642406
REGION,BDIEL2DIP00X,2026,6.256777966152999
REGION,BDIEL2DIP00X,2027,8.256927768159084
REGION,BDIEL2DIP00X,2028,7.271946234985508
REGION,BDIEL2DIP00X,2040,0.0
REGION,BDIEL3DIP00X,2021,79.58943460246044
REGION,BDIEL3DIP00X,2022,79.58943460246063
REGION,BDIEL3DIP00X,2023,79.5894346024601
REGION,BDIEL3DIP00X,2024,79.58943460246098
REGION,BDIEL3DIP00X,2025,79.5894346024601
REGION,BDIEL3DIP00X,2026,79.58943460246006
REGION,BDIEL3DIP00X,2027,33.41349369358384
REGION,BDIEL3DIP00X,2028,33.41349369358384
REGION,BDIEL3DIP00X,2029,33.41349369358285
REGION,BDIEL3DIP00X,2030,33.41349369358384
REGION,BDIEL3DIP00X,2031,27.387225597354945
REGION,BDIEL3DIP00X,2032,28.614437121113255
REGION,BDIEL3DIP00X,2033,29.89663954267894
REGION,BDIEL3DIP00X,2034,31.23629698399185
REGION,BDIEL3DIP00X,2035,32.635983983393
REGION,BDIEL3DIP00X,2036,34.09839044334151
REGION,BDIEL3DIP00X,2037,35.62632679983402
REGION,BDIEL3DIP00X,2038,37.22272942347685
REGION,BDIEL3DIP00X,2039,38.89066626256505
REGION,BDIEL3DIP00X,2040,40.6333427390222
REGION,BDIEL4DIP00X,2040,0.0
REGION,BDIELRWABP00,2040,0.0
REGION,BDIGEOCVP01N,2024,406.78619904000004
REGION,BDIGEOCVP01N,2040,0.0
REGION,BDIGEOCVP01O,2040,0.0
REGION,BDIHFODIP00X,2040,0.0
REGION,BDIHFOGCP01N,2025,0.018399520520829885
REGION,BDIHFOGCP01N,2040,0.0
REGION,BDIHFOGCP01O,2040,0.0
REGION,BDIHFOIMP00X,2040,0.0
REGION,BDIHYDLSP00X,2022,139.994313984
REGION,BDIHYDLSP00X,2028,47.38366783069047
REGION,BDIHYDLSP00X,2030,81.79506852303892
REGION,BDIHYDLSP00X,2031,67.30795543344281
