r,t,y,CapitalInvestment
REGION,AGOBACKSTOP,2040,0.0
REGION,AGOBIOCHC01N,2040,0.0
REGION,AGOBIOCHP01N,2017,121.877136
REGION,AGOBIOCHP01N,2040,0.0
REGION,AGOBIOCHP01O,2040,0.0
REGION,AGOBIODIP00X,2040,0.0
REGION,AGOBIOIMP00X,2040,0.0
REGION,AGOBIOPRP00X,2040,0.0
REGION,AGOCO1DIP00X,2040,0.0
REGION,AGOCO1EXP00X,2040,0.0
REGION,AGOCO1IMP00X,2040,0.0
REGION,AGOCO1PRP00X,2040,0.0
REGION,AGOCO1R1P00X,2040,0.0
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2040,0.0
REGION,AGOCOADIP00X,2040,0.0
REGION,AGOCOAIMP00X,2040,0.0
REGION,AGOCOAPRP00X,2040,0.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2016,25.77276426043242
REGION,AGOEL1TRP00X,2017,15.217148893157686
REGION,AGOEL1TRP00X,2018,45.26089178158991
REGION,AGOEL1TRP00X,2019,53.19139067827339
REGION,AGOEL1TRP00X,2020,43.79494078542239
REGION,AGOEL1TRP00X,2021,61.02637576406383
REGION,AGOEL1TRP00X,2022,113.60030436678655
REGION,AGOEL1TRP00X,2023,117.16506393872359
REGION,AGOEL1TRP00X,2024,118.25596098491643
REGION,AGOEL1TRP00X,2025,119.40497411787699
REGION,AGOEL1TRP00X,2026,124.53519212622545
REGION,AGOEL1TRP00X,2027,76.1594874969647
REGION,AGOEL1TRP00X,2028,78.30605213139802
REGION,AGOEL1TRP00X,2029,79.0421631416331
REGION,AGOEL1TRP00X,2030,80.47772658957292
REGION,AGOEL1TRP00X,2031,25.05599344266201
REGION,AGOEL1TRP00X,2032,26.286927915698904
REGION,AGOEL1TRP00X,2033,27.57844273107818
REGION,AGOEL1TRP00X,2034,28.933524190354863
REGION,AGOEL1TRP00X,2035,65.50725977704595
REGION,AGOEL1TRP00X,2036,88.9133350353541
REGION,AGOEL1TRP00X,2037,91.66790794472077
REGION,AGOEL1TRP00X,2038,94.49520157608411
REGION,AGOEL1TRP00X,2039,97.40790894203565
REGION,AGOEL1TRP00X,2040,100.41554925167134
REGION,AGOEL2DIP00X,2016,167.84491207019664
REGION,AGOEL2DIP00X,2017,99.09490740862365
REGION,AGOEL2DIP00X,2018,294.7414073305786
REGION,AGOEL2DIP00X,2019,346.38525069366204
REGION,AGOEL2DIP00X,2020,285.19505411745337
REGION,AGOEL2DIP00X,2022,208.79820883109542
REGION,AGOEL2DIP00X,2023,301.7304243928659
REGION,AGOEL2DIP00X,2024,310.7747808794094
REGION,AGOEL2DIP00X,2025,320.18537425312127
REGION,AGOEL2DIP00X,2026,355.5096760364561
REGION,AGOEL2DIP00X,2027,353.56425751887764
REGION,AGOEL2DIP00X,2028,368.1368049246232
REGION,AGOEL2DIP00X,2029,373.52069185071554
REGION,AGOEL2DIP00X,2030,383.45577300176143
REGION,AGOEL2DIP00X,2035,228.91144897632256
REGION,AGOEL2DIP00X,2036,371.6186013409473
REGION,AGOEL2DIP00X,2037,379.36379589985665
REGION,AGOEL2DIP00X,2038,387.08072737034286
REGION,AGOEL2DIP00X,2039,394.8273073747588
REGION,AGOEL2DIP00X,2040,402.6395574960794
REGION,AGOEL3DIP00X,2021,465.17271193517655
REGION,AGOEL3DIP00X,2022,463.20758883104327
REGION,AGOEL3DIP00X,2023,461.25489197960707
REGION,AGOEL3DIP00X,2024,459.3145168330511
REGION,AGOEL3DIP00X,2025,457.38635994080073
REGION,AGOEL3DIP00X,2026,455.4703189356702
REGION,AGOEL3DIP00X,2027,142.3904981839621
REGION,AGOEL3DIP00X,2028,141.79649729762212
REGION,AGOEL3DIP00X,2029,141.20620560503076
REGION,AGOEL3DIP00X,2030,140.61959228798352
REGION,AGOEL3DIP00X,2031,163.16600222976
REGION,AGOEL3DIP00X,2032,171.18191496664457
REGION,AGOEL3DIP00X,2033,179.59233021232632
REGION,AGOEL3DIP00X,2034,188.4166949261776
REGION,AGOEL3DIP00X,2035,197.67541613069116
REGION,AGOEL3DIP00X,2036,207.3899083728431
REGION,AGOEL3DIP00X,2037,217.58264353523194
REGION,AGOEL3DIP00X,2038,228.27720311238244
REGION,AGOEL3DIP00X,2039,239.49833307544645
REGION,AGOEL3DIP00X,2040,251.2720014526797
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2019,89.04396314619002
REGION,AGOELCODBP00,2020,15.74410230779653
REGION,AGOELCODBP00,2023,7.988738873674284
REGION,AGOELCODBP00,2024,58.648883270123825
REGION,AGOELCODBP00,2040,0.0
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2040,0.0
REGION,AGOHFOEMP00X,2040,0.0
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2040,0.0
REGION,AGOHYDLSP00X,2017,6828.2940902400005
REGION,AGOHYDLSP00X,2018,999.9593855999999
REGION,AGOHYDLSP00X,2024,6199.74819072
REGION,AGOHYDLSP00X,2040,0.0
REGION,AGOHYDMGRID1,2040,0.0
REGION,AGOHYDMSP00X,2016,362.44242187776
REGION,AGOHYDMSP00X,2040,0.0
REGION,AGOHYDSSP00X,2018,96.9756530688
REGION,AGOHYDSSP00X,2040,0.0
REGION,AGOLFODIP00X,2040,0.0
REGION,AGOLFOEMP00X,2040,0.0
REGION,AGOLFOIMP00X,2040,0.0
REGION,AGOLFOMGRID1,2040,0.0
REGION,AGOLFORCP00X,2016,1.3936731837038943
REGION,AGOLFORCP00X,2018,0.5446436993574977
REGION,AGOLFORCP00X,2040,0.0
REGION,AGOLFORCP01N,2017,27.433728000000002
REGION,AGOLFORCP01N,2040,0.0
REGION,AGOLFORCP01O,2040,0.0
REGION,AGOLFOSALON1,2040,0.0
REGION,AGOLNGEXP00X,2039,349.5999999999997
REGION,AGOLNGEXP00X,2040,0.0
REGION,AGOLNGIMP00X,2040,0.0
REGION,AGONGACCC01N,2040,0.0
REGION,AGONGACCP01N,2017,202.813632
REGION,AGONGACCP01N,2018,458.535168
REGION,AGONGACCP01N,2029,410.84601629156003
REGION,AGONGACCP01N,2030,394.7272670098748
REGION,AGONGACCP01N,2032,50.68818064328448
REGION,AGONGACCP01N,2035,181.44052226345497
REGION,AGONGACCP01N,2036,169.66840795649966
REGION,AGONGACCP01N,2037,139.54091636357398
REGION,AGONGACCP01N,2038,215.2525948290135
REGION,AGONGACCP01N,2039,290.643723802638
REGION,AGONGACCP01N,2040,298.2370348363153
REGION,AGONGACCP01O,2040,0.0
REGION,AGONGADIP00X,2040,0.0
REGION,AGONGAGCP01N,2040,0.0
REGION,AGONGAGCP01O,2040,0.0
REGION,AGONGAPRP00X,2040,0.0
REGION,AGONGGCP01N,2040,0.0
REGION,AGONGGCP01O,2040,0.0
REGION,AGOSOLARP00X,2040,0.0
REGION,AGOSOLCNP01X,2040,0.0
REGION,AGOSOLCSP01X,2040,0.0
REGION,AGOSOLMGRID1,2040,0.0
REGION,AGOSOLPRP00X,2015,2.376
REGION,AGOSOLPRP00X,2031,782.3929160209229
REGION,AGOSOLPRP00X,2032,789.7396136307484
REGION,AGOSOLPRP00X,2033,796.3705939057697
REGION,AGOSOLPRP00X,2034,801.905183565323
REGION,AGOSOLPRP00X,2035,400.5653835184191
REGION,AGOSOLPRP00X,2036,172.1101440938394
REGION,AGOSOLPRP00X,2037,172.53326872720802
REGION,AGOSOLPRP00X,2038,172.81589791255536
REGION,AGOSOLPRP00X,2039,172.9839940399237
REGION,AGOSOLPRP00X,2040,172.31351830673026
REGION,AGOSOLPRSAL1,2040,0.0
REGION,AGOSOLPRSAL2,2040,0.0
REGION,AGOSOLPRSAL3,2040,0.0
REGION,AGOSOLPRSAL4,2040,0.0
REGION,AGOSOLPRSAL5,2040,0.0
REGION,AGOSOLPSP00X,2040,0.0
REGION,AGOSOLPUP00X,2040,0.0
REGION,AGOURNIMP00X,2040,0.0
REGION,AGOURNPRP00X,2040,0.0
REGION,AGOURNPWP01N,2040,0.0
REGION,AGOURNPWP01O,2040,0.0
REGION,AGOWINMGRID1,2040,0.0
REGION,AGOWINOFP00X,2040,0.0
REGION,AGOWINONP00X,2040,0.0
REGION,AGOWINPRP00X,2040,0.0
REGION,BDIBACKSTOP,2040,0.0
REGION,BDIBIOCHC01N,2040,0.0
REGION,BDIBIOCHP01N,2040,0.0
REGION,BDIBIOCHP01O,2040,0.0
REGION,BDIBIODIP00X,2040,0.0
REGION,BDIBIOEMP00X,2040,0.0
REGION,BDIBIOIMP00X,2040,0.0
REGION,BDIBIOPRP00X,2040,0.0
REGION,BDICO1DIP00X,2040,0.0
REGION,BDICO1IMP00X,2040,0.0
REGION,BDICO1PRP00X,2040,0.0
REGION,BDICO1R1P00X,2040,0.0
REGION,BDICO1R2P00X,2040,0.0
REGION,BDICO1RCP00X,2040,0.0
REGION,BDICOADIP00X,2040,0.0
REGION,BDICOAIMP00X,2040,0.0
REGION,BDICOAPRP00X,2040,0.0
REGION,BDICOASCC01N,2040,0.0
REGION,BDICOASCP01N,2040,0.0
REGION,BDICOASCP01O,2040,0.0
REGION,BDIEL1TRP00X,2017,0.08204842477781034
REGION,BDIEL1TRP00X,2018,2.8103369746226896
REGION,BDIEL1TRP00X,2019,0.7396430777304488
REGION,BDIEL1TRP00X,2020,0.08237715848943837
REGION,BDIEL1TRP00X,2021,4.349619931969954
REGION,BDIEL1TRP00X,2022,4.319538355549532
REGION,BDIEL1TRP00X,2023,4.281016498375244
REGION,BDIEL1TRP00X,2024,4.249326368604345
REGION,BDIEL1TRP00X,2025,4.8904394035720635
REGION,BDIEL1TRP00X,2026,4.903562105620749
REGION,BDIEL1TRP00X,2027,3.0811410315424155
REGION,BDIEL1TRP00X,2028,2.9106908431719183
REGION,BDIEL1TRP00X,2029,2.7952950963360337
REGION,BDIEL1TRP00X,2030,2.946409617677604
REGION,BDIEL1TRP00X,2031,2.519807096811013
REGION,BDIEL1TRP00X,2032,2.584821794747922
REGION,BDIEL1TRP00X,2033,1.511954989666561
REGION,BDIEL1TRP00X,2034,1.579705137636942
REGION,BDIEL1TRP00X,2035,1.6504911448635704
REGION,BDIEL1TRP00X,2036,1.7244490470846758
REGION,BDIEL1TRP00X,2037,1.8017209757505608
REGION,BDIEL1TRP00X,2038,1.8824554311694692
REGION,BDIEL1TRP00X,2039,1.8595370387565529
REGION,BDIEL1TRP00X,2040,1.895940131303751
REGION,BDIEL2DIP00X,2017,0.5343038379572962
REGION,BDIEL2DIP00X,2018,18.301068369810075
REGION,BDIEL2DIP00X,2019,4.816596250568386
REGION,BDIEL2DIP00X,2020,0.536444569900128
REGION,BDIEL2DIP00X,2021,2.6493313362050785
REGION,BDIEL2DIP00X,2022,2.4534384622496357
REGION,BDIEL2DIP00X,2023,2.202582017544069
REGION,BDIEL2DIP00X,2024,1.996214156030433
REGION,BDIEL2DIP00X,2025,6.171177369221788
REGION,BDIEL2DIP00X,2026,6.256633124015137
REGION,BDIEL2DIP00X,2027,8.256783260143699
REGION,BDIEL2DIP00X,2028,7.14680229373955
REGION,BDIEL2DIP00X,2029,6.395338867289734
REGION,BDIEL2DIP00X,2030,7.379404910512798
REGION,BDIEL2DIP00X,2031,7.389619605308653
REGION,BDIEL2DIP00X,2032,7.408838295045783
REGION,BDIEL2DIP00X,2040,0.0
REGION,BDIEL3DIP00X,2021,25.675631996121993
REGION,BDIEL3DIP00X,2022,25.675631996122082
REGION,BDIEL3DIP00X,2023,25.675631996122004
REGION,BDIEL3DIP00X,2024,25.675631996122082
REGION,BDIEL3DIP00X,2025,25.675631996121826
REGION,BDIEL3DIP00X,2026,25.6756319961218
REGION,BDIEL3DIP00X,2027,11.807775966906064
REGION,BDIEL3DIP00X,2028,11.807775966905162
REGION,BDIEL3DIP00X,2029,11.807775966905165
REGION,BDIEL3DIP00X,2030,11.80777596690605
REGION,BDIEL3DIP00X,2031,9.01950228074638
REGION,BDIEL3DIP00X,2032,9.423662866423596
REGION,BDIEL3DIP00X,2033,9.84593373955742
REGION,BDIEL3DIP00X,2034,10.287126415477399
REGION,BDIEL3DIP00X,2035,10.74808877322251
REGION,BDIEL3DIP00X,2036,11.229706684974172
REGION,BDIEL3DIP00X,2037,11.732905718524687
REGION,BDIEL3DIP00X,2038,12.258652916018312
REGION,BDIEL3DIP00X,2039,12.807958652403352
REGION,BDIEL3DIP00X,2040,13.38187857715773
REGION,BDIEL4DIP00X,2040,0.0
REGION,BDIELRWABP00,2040,0.0
REGION,BDIGEOCVP01N,2026,366.88506516267717
REGION,BDIGEOCVP01N,2027,35.63814841456617
REGION,BDIGEOCVP01N,2040,0.0
REGION,BDIGEOCVP01O,2040,0.0
REGION,BDIHFODIP00X,2040,0.0
REGION,BDIHFOGCP01N,2025,0.011850420249341347
REGION,BDIHFOGCP01N,2040,0.0
REGION,BDIHFOGCP01O,2040,0.0
REGION,BDIHFOIMP00X,2040,0.0
REGION,BDIHYDLSP00X,2022,139.994313984
REGION,BDIHYDLSP00X,2040,0.0
REGION,BDIHYDMGRID1,2040,0.0
REGION,BDIHYDMSP00X,2040,0.0
REGION,BDIHYDSSP00X,2016,46.69198110719999
