r,t,y,AnnualVariableOperatingCost
REGION,AGOBACKSTOP,2040,0.0
REGION,AGOBIOCHC01N,2040,0.0
REGION,AGOBIOCHP01O,2040,0.0
REGION,AGOBIODIP00X,2015,0.00204044843894738
REGION,AGOBIODIP00X,2016,0.002069825274736854
REGION,AGOBIODIP00X,2017,0.002100699575789474
REGION,AGOBIODIP00X,2018,0.0021289520136842112
REGION,AGOBIODIP00X,2019,0.0021809365674316846
REGION,AGOBIODIP00X,2020,0.002221103149225948
REGION,AGOBIODIP00X,2021,0.0022193707336438844
REGION,AGOBIODIP00X,2022,0.0022540515671460423
REGION,AGOBIODIP00X,2023,0.0022896325798692427
REGION,AGOBIODIP00X,2024,0.002326154062560874
REGION,AGOBIODIP00X,2025,0.0023636544295998637
REGION,AGOBIODIP00X,2026,0.002404405255577148
REGION,AGOBIODIP00X,2027,0.0024461889370807582
REGION,AGOBIODIP00X,2028,0.0024890181651843583
REGION,AGOBIODIP00X,2029,0.002532898330182695
REGION,AGOBIODIP00X,2030,0.002577827146317874
REGION,AGOBIODIP00X,2031,0.0026242153542591373
REGION,AGOBIODIP00X,2032,0.0026716553861056637
REGION,AGOBIODIP00X,2033,0.0027201451266785056
REGION,AGOBIODIP00X,2034,0.0027696618548618745
REGION,AGOBIODIP00X,2035,0.0028201739794347165
REGION,AGOBIODIP00X,2036,0.0028708919199860426
REGION,AGOBIODIP00X,2037,0.0029225634650847376
REGION,AGOBIODIP00X,2038,0.002975185134920274
REGION,AGOBIODIP00X,2039,0.0030287605798821377
REGION,AGOBIODIP00X,2040,0.003083297885412411
REGION,AGOBIOIMP00X,2040,0.0
REGION,AGOBIOPRP00X,2015,326.47175023157973
REGION,AGOBIOPRP00X,2016,331.17204395789554
REGION,AGOBIOPRP00X,2017,336.1119321263163
REGION,AGOBIOPRP00X,2018,340.6323221894742
REGION,AGOBIOPRP00X,2019,348.94985078907
REGION,AGOBIOPRP00X,2020,355.3765038761521
REGION,AGOBIOPRP00X,2021,358.292133029742
REGION,AGOBIOPRP00X,2022,363.84106639008724
REGION,AGOBIOPRP00X,2023,369.5340284257992
REGION,AGOBIOPRP00X,2024,373.47207567374033
REGION,AGOBIOPRP00X,2025,381.37752438269865
REGION,AGOBIOPRP00X,2026,387.8976565390641
REGION,AGOBIOPRP00X,2027,394.5830455796417
REGION,AGOBIOPRP00X,2028,401.4357220762178
REGION,AGOBIOPRP00X,2029,408.4565484759517
REGION,AGOBIOPRP00X,2030,415.6451590575806
REGION,AGOBIOPRP00X,2031,423.06727232818264
REGION,AGOBIOPRP00X,2032,430.65767742362686
REGION,AGOBIOPRP00X,2033,438.41603591528167
REGION,AGOBIOPRP00X,2034,446.33871242462055
REGION,AGOBIOPRP00X,2035,454.42065235627535
REGION,AGOBIOPRP00X,2036,462.53552284448745
REGION,AGOBIOPRP00X,2037,470.8029700602787
REGION,AGOBIOPRP00X,2038,479.2224372339647
REGION,AGOBIOPRP00X,2039,487.7945084278627
REGION,AGOBIOPRP00X,2040,496.5204773127066
REGION,AGOCO1DIP00X,2040,0.0
REGION,AGOCO1EXP00X,2015,-29247.162697598767
REGION,AGOCO1EXP00X,2016,-21479.53386801526
REGION,AGOCO1EXP00X,2017,-22925.84089374626
REGION,AGOCO1EXP00X,2018,-30274.14679231339
REGION,AGOCO1EXP00X,2019,-26785.941790581444
REGION,AGOCO1EXP00X,2020,-27352.840029535557
REGION,AGOCO1EXP00X,2021,-27919.73826848965
REGION,AGOCO1EXP00X,2022,-28486.636507443876
REGION,AGOCO1EXP00X,2023,-29053.534746397843
REGION,AGOCO1EXP00X,2024,-29620.432985351956
REGION,AGOCO1EXP00X,2025,-30187.331224306065
REGION,AGOCO1EXP00X,2026,-30612.504903521633
REGION,AGOCO1EXP00X,2027,-31037.678582737197
REGION,AGOCO1EXP00X,2028,-31462.852261952805
REGION,AGOCO1EXP00X,2029,-31888.025941168373
REGION,AGOCO1EXP00X,2030,-32313.199620383988
REGION,AGOCO1EXP00X,2040,0.0
REGION,AGOCO1IMP00X,2030,16343.24492954742
REGION,AGOCO1IMP00X,2031,2934.5516987938727
REGION,AGOCO1IMP00X,2032,2963.525355348088
REGION,AGOCO1IMP00X,2033,2991.6273421627284
REGION,AGOCO1IMP00X,2034,3018.8474258059373
REGION,AGOCO1IMP00X,2035,3045.1815936145467
REGION,AGOCO1IMP00X,2036,3089.421622447675
REGION,AGOCO1IMP00X,2037,3133.333291620491
REGION,AGOCO1IMP00X,2038,3178.6498710043156
REGION,AGOCO1IMP00X,2039,3224.346390861015
REGION,AGOCO1IMP00X,2040,3264.705615606795
REGION,AGOCO1PRP00X,2015,30396.638947598763
REGION,AGOCO1PRP00X,2016,22361.114535515255
REGION,AGOCO1PRP00X,2017,23956.731223566258
REGION,AGOCO1PRP00X,2018,31522.475682469267
REGION,AGOCO1PRP00X,2019,27890.437491702447
REGION,AGOCO1PRP00X,2020,29035.78926047068
REGION,AGOCO1PRP00X,2021,29767.67083811422
REGION,AGOCO1PRP00X,2022,30489.180744144345
REGION,AGOCO1PRP00X,2023,31213.7595696277
REGION,AGOCO1PRP00X,2024,31942.51953004567
REGION,AGOCO1PRP00X,2025,32675.354255149672
REGION,AGOCO1PRP00X,2026,33154.86422265832
REGION,AGOCO1PRP00X,2027,33635.144541757625
REGION,AGOCO1PRP00X,2028,34115.091323906425
REGION,AGOCO1PRP00X,2029,34595.296431171046
REGION,AGOCO1PRP00X,2030,19546.60981140525
REGION,AGOCO1PRP00X,2040,0.0
REGION,AGOCO1R1P00X,2015,0.0014372154225
REGION,AGOCO1R1P00X,2016,0.0014372154225
REGION,AGOCO1R1P00X,2017,0.0014372154225
REGION,AGOCO1R1P00X,2018,0.0014372154225
REGION,AGOCO1R1P00X,2019,0.0014372154225
REGION,AGOCO1R1P00X,2020,0.002144536039769213
REGION,AGOCO1R1P00X,2021,0.0023069571981626912
REGION,AGOCO1R1P00X,2022,0.0024502235195570793
REGION,AGOCO1R1P00X,2023,0.0025915806844872867
REGION,AGOCO1R1P00X,2024,0.0027324470764625818
REGION,AGOCO1R1P00X,2025,0.00287272752717473
REGION,AGOCO1R1P00X,2026,0.0028946950783781946
REGION,AGOCO1R1P00X,2027,0.0029169258752782643
REGION,AGOCO1R1P00X,2028,0.0029381863430798893
REGION,AGOCO1R1P00X,2029,0.0029591622254536445
REGION,AGOCO1R1P00X,2030,0.002976556106014771
REGION,AGOCO1R1P00X,2031,0.0029680624435237516
REGION,AGOCO1R1P00X,2032,0.002958939179559007
REGION,AGOCO1R1P00X,2033,0.002949187580225893
REGION,AGOCO1R1P00X,2034,0.002938821245945393
REGION,AGOCO1R1P00X,2035,0.0029278590866122782
REGION,AGOCO1R1P00X,2036,0.0029413443536897128
REGION,AGOCO1R1P00X,2037,0.0029542588115040232
REGION,AGOCO1R1P00X,2038,0.0029682374213545414
REGION,AGOCO1R1P00X,2039,0.002982301823594671
REGION,AGOCO1R1P00X,2040,0.002991211310456805
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2015,104.19869678399999
REGION,AGOCO1RCP00X,2016,104.19869678399999
REGION,AGOCO1RCP00X,2017,104.19869678399999
REGION,AGOCO1RCP00X,2018,104.19869678399999
REGION,AGOCO1RCP00X,2019,104.19869678399999
REGION,AGOCO1RCP00X,2020,155.4797263179747
REGION,AGOCO1RCP00X,2021,167.2553256956307
REGION,AGOCO1RCP00X,2022,177.64219167871738
REGION,AGOCO1RCP00X,2023,187.89064304948474
REGION,AGOCO1RCP00X,2024,198.10351318342597
REGION,AGOCO1RCP00X,2025,208.27390233987663
REGION,AGOCO1RCP00X,2026,209.86655864671988
REGION,AGOCO1RCP00X,2027,211.478300372555
REGION,AGOCO1RCP00X,2028,213.01969284807828
REGION,AGOCO1RCP00X,2029,214.54045276550104
REGION,AGOCO1RCP00X,2030,215.80151610931998
REGION,AGOCO1RCP00X,2031,215.1857221589963
REGION,AGOCO1RCP00X,2032,214.5242818483368
REGION,AGOCO1RCP00X,2033,213.81728697048987
REGION,AGOCO1RCP00X,2034,213.06572356145242
REGION,AGOCO1RCP00X,2035,212.27096259620882
REGION,AGOCO1RCP00X,2036,213.24864988877127
REGION,AGOCO1RCP00X,2037,214.1849532799373
REGION,AGOCO1RCP00X,2038,215.19840812217828
REGION,AGOCO1RCP00X,2039,216.2180829472078
REGION,AGOCO1RCP00X,2040,216.8640243318568
REGION,AGOCOADIP00X,2040,0.0
REGION,AGOCOAIMP00X,2040,0.0
REGION,AGOCOAPRP00X,2040,0.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2015,0.0003369635954207153
REGION,AGOEL1TRP00X,2016,0.0003647526128345218
REGION,AGOEL1TRP00X,2017,0.0003763374608397241
REGION,AGOEL1TRP00X,2018,0.0004108960923616622
REGION,AGOEL1TRP00X,2019,0.00045151029734576066
REGION,AGOEL1TRP00X,2020,0.0004850659431107685
REGION,AGOEL1TRP00X,2021,0.000529796157107824
REGION,AGOEL1TRP00X,2022,0.0006179760873924799
REGION,AGOEL1TRP00X,2023,0.000707166231315427
REGION,AGOEL1TRP00X,2024,0.0007971750408453216
REGION,AGOEL1TRP00X,2025,0.0008880586713431439
REGION,AGOEL1TRP00X,2026,0.0009816128799858112
REGION,AGOEL1TRP00X,2027,0.001039574163461752
REGION,AGOEL1TRP00X,2028,0.001098688075068601
REGION,AGOEL1TRP00X,2029,0.0011588446365111455
REGION,AGOEL1TRP00X,2030,0.0012200941714659206
REGION,AGOEL1TRP00X,2031,0.0012570404969081894
REGION,AGOEL1TRP00X,2032,0.0012953938423369274
REGION,AGOEL1TRP00X,2033,0.0013351993841039733
REGION,AGOEL1TRP00X,2034,0.0013764953668364782
REGION,AGOEL1TRP00X,2035,0.0014361190114709126
REGION,AGOEL1TRP00X,2036,0.0015080790851344013
REGION,AGOEL1TRP00X,2037,0.0015822252384591112
REGION,AGOEL1TRP00X,2038,0.001658612510854096
REGION,AGOEL1TRP00X,2039,0.0017373062703663939
REGION,AGOEL1TRP00X,2040,0.0018183795459704452
REGION,AGOEL2DIP00X,2015,0.0003201154156496789
REGION,AGOEL2DIP00X,2016,0.00034651498219279506
REGION,AGOEL2DIP00X,2017,0.00035752058779773725
REGION,AGOEL2DIP00X,2018,0.00039035128774357836
REGION,AGOEL2DIP00X,2019,0.0004289347824784718
REGION,AGOEL2DIP00X,2020,0.0004608126459552291
REGION,AGOEL2DIP00X,2021,0.0004516422024930325
REGION,AGOEL2DIP00X,2022,0.00048396724480116883
REGION,AGOEL2DIP00X,2023,0.000517468865247998
REGION,AGOEL2DIP00X,2024,0.0005519637247004901
REGION,AGOEL2DIP00X,2025,0.0005875038137380045
REGION,AGOEL2DIP00X,2026,0.0006257937560343944
REGION,AGOEL2DIP00X,2027,0.0006650424543928733
REGION,AGOEL2DIP00X,2028,0.0007054521218515208
REGION,AGOEL2DIP00X,2029,0.0007469178670703614
REGION,AGOEL2DIP00X,2030,0.0007894870890053819
REGION,AGOEL2DIP00X,2031,0.0008064641575090833
REGION,AGOEL2DIP00X,2032,0.0008238876121406321
REGION,AGOEL2DIP00X,2033,0.0008417565552340548
REGION,AGOEL2DIP00X,2034,0.0008600613441192656
REGION,AGOEL2DIP00X,2035,0.0008947490971255164
REGION,AGOEL2DIP00X,2036,0.0009400775230685025
REGION,AGOEL2DIP00X,2037,0.00098635067426666
REGION,AGOEL2DIP00X,2038,0.0010335651033109815
REGION,AGOEL2DIP00X,2039,0.001081724426601113
REGION,AGOEL2DIP00X,2040,0.0011308366542932195
REGION,AGOEL3DIP00X,2022,0.00010311003822168594
REGION,AGOEL3DIP00X,2023,0.00015433905450165642
REGION,AGOEL3DIP00X,2024,0.00020535256410256399
REGION,AGOEL3DIP00X,2025,0.0002561519240379809
REGION,AGOEL3DIP00X,2026,0.0003067384799521244
REGION,AGOEL3DIP00X,2027,0.00032255300089578925
REGION,AGOEL3DIP00X,2028,0.000338301549463648
REGION,AGOEL3DIP00X,2029,0.0003539845376152249
REGION,AGOEL3DIP00X,2030,0.0003696023738872405
REGION,AGOEL3DIP00X,2031,0.00038772431455369417
REGION,AGOEL3DIP00X,2032,0.0004067365380794466
REGION,AGOEL3DIP00X,2033,0.00042668285966471735
REGION,AGOEL3DIP00X,2034,0.00044760925437538617
REGION,AGOEL3DIP00X,2035,0.0004695639637718476
REGION,AGOEL3DIP00X,2036,0.000492597607809176
REGION,AGOEL3DIP00X,2037,0.0005167633022694923
REGION,AGOEL3DIP00X,2038,0.0005421167820004069
REGION,AGOEL3DIP00X,2039,0.0005687165302469577
REGION,AGOEL3DIP00X,2040,0.0005966239143787003
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2024,0.00013763971149291832
REGION,AGOELCODBP00,2032,0.00010588338121656262
REGION,AGOELCODBP00,2033,0.00012965484606182234
REGION,AGOELCODBP00,2034,0.00012706719185910084
REGION,AGOELCODBP00,2035,0.000124738672907546
REGION,AGOELCODBP00,2036,0.00012868699629263903
REGION,AGOELCODBP00,2037,0.00011759855656232343
REGION,AGOELCODBP00,2038,0.00010436010939183679
REGION,AGOELCODBP00,2039,0.00010799231815647398
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
