r,e,y,AnnualEmissions
REGION,BFAREN,2024.0,-3.259
REGION,BFAREN,2025.0,-3.5276
REGION,BFAREN,2026.0,-4.3318
REGION,BFAREN,2027.0,-4.6756
REGION,BFAREN,2028.0,-4.9229
REGION,BFAREN,2029.0,-5.1854
REGION,BFAREN,2030.0,-5.9364
REGION,BFAREN,2031.0,-6.096
REGION,BFAREN,2032.0,-6.2561
REGION,BFAREN,2033.0,-6.5773
REGION,BFAREN,2034.0,-6.9003
REGION,BFAREN,2035.0,-7.2563
REGION,BFAREN,2036.0,-7.1443
REGION,BFAREN,2037.0,-6.5102
REGION,BFAREN,2038.0,-6.2569
REGION,BFAREN,2039.0,-5.1987
REGION,BFAREN,2040.0,-3.9874
REGION,BWACO2,2015.0,3.9987
REGION,BWACO2,2016.0,3.9963
REGION,BWACO2,2017.0,3.6783
REGION,BWACO2,2018.0,3.5123
REGION,BWACO2,2019.0,4.246
REGION,BWACO2,2020.0,4.4084
REGION,BWACO2,2021.0,4.513
REGION,BWACO2,2022.0,2.1436
REGION,BWACO2,2023.0,1.3543
REGION,BWACO2,2024.0,1.9604
REGION,BWACO2,2025.0,4.2873
REGION,BWACO2,2026.0,4.0343
REGION,BWACO2,2027.0,3.7813
REGION,BWACO2,2028.0,3.5283
REGION,BWACO2,2029.0,3.9434
REGION,BWACO2,2030.0,5.2438
REGION,BWACO2,2031.0,4.9907
REGION,BWACO2,2032.0,4.7376
REGION,BWACO2,2033.0,5.0207
REGION,BWACO2,2034.0,5.088
REGION,BWACO2,2035.0,5.1554
REGION,BWACO2,2036.0,5.2207
REGION,BWACO2,2037.0,5.286
REGION,BWACO2,2038.0,5.3514
REGION,BWACO2,2039.0,5.6256
REGION,BWACO2,2040.0,5.5612
REGION,BWAREN,2015.0,0.0
REGION,BWAREN,2016.0,0.0
REGION,BWAREN,2017.0,0.0
REGION,BWAREN,2018.0,0.0
REGION,BWAREN,2019.0,0.0
REGION,BWAREN,2020.0,0.0
REGION,BWAREN,2021.0,-0.0
REGION,BWAREN,2022.0,-0.0
REGION,BWAREN,2023.0,-0.0
REGION,BWAREN,2024.0,0.0
REGION,BWAREN,2025.0,-0.0
REGION,BWAREN,2026.0,-0.0
REGION,BWAREN,2027.0,-0.0
REGION,BWAREN,2028.0,-0.0
REGION,BWAREN,2029.0,-0.0
REGION,BWAREN,2030.0,-0.0
REGION,BWAREN,2031.0,-0.9904
REGION,BWAREN,2032.0,-1.9807
REGION,BWAREN,2033.0,-1.3544
REGION,BWAREN,2034.0,-1.5585
REGION,BWAREN,2035.0,-1.7584
REGION,BWAREN,2036.0,-1.9415
REGION,BWAREN,2037.0,-2.1201
REGION,BWAREN,2038.0,-2.2938
REGION,BWAREN,2039.0,-1.7881
REGION,BWAREN,2040.0,-2.5876
REGION,CAFCO2,2015.0,0.0987
REGION,CAFCO2,2016.0,0.0991
REGION,CAFCO2,2017.0,0.0796
REGION,CAFCO2,2018.0,0.0801
REGION,CAFCO2,2019.0,0.0849
REGION,CAFCO2,2020.0,0.0864
REGION,CAFCO2,2021.0,0.0619
REGION,CAFCO2,2022.0,0.1041
REGION,CAFCO2,2023.0,0.2119
REGION,CAFCO2,2024.0,0.2777
REGION,CAFCO2,2025.0,0.3512
REGION,CAFCO2,2026.0,0.42
REGION,CAFCO2,2027.0,0.4424
REGION,CAFCO2,2028.0,0.4633
REGION,CAFCO2,2029.0,0.4642
REGION,CAFCO2,2030.0,0.4645
REGION,CAFCO2,2031.0,0.4624
REGION,CAFCO2,2032.0,0.4601
REGION,CAFCO2,2033.0,0.4581
REGION,CAFCO2,2034.0,0.4562
REGION,CAFCO2,2035.0,0.4549
REGION,CAFCO2,2036.0,0.4534
REGION,CAFCO2,2037.0,0.4618
REGION,CAFCO2,2038.0,0.4605
REGION,CAFCO2,2039.0,0.4596
REGION,CAFCO2,2040.0,0.459
REGION,CIVCO2,2015.0,2.3488
REGION,CIVCO2,2016.0,2.8626
REGION,CIVCO2,2017.0,4.0652
REGION,CIVCO2,2018.0,2.1486
REGION,CIVCO2,2019.0,2.2073
REGION,CIVCO2,2020.0,2.7149
REGION,CIVCO2,2021.0,4.4382
REGION,CIVCO2,2022.0,5.2921
REGION,CIVCO2,2023.0,5.2242
REGION,CIVCO2,2024.0,5.1567
REGION,CIVCO2,2025.0,7.5535
REGION,CIVCO2,2026.0,9.5145
REGION,CIVCO2,2027.0,9.8852
REGION,CIVCO2,2028.0,9.9364
REGION,CIVCO2,2029.0,10.5923
REGION,CIVCO2,2030.0,11.039
REGION,CIVCO2,2031.0,12.554
REGION,CIVCO2,2032.0,14.5889
REGION,CIVCO2,2033.0,16.8257
REGION,CIVCO2,2034.0,18.0886
REGION,CIVCO2,2035.0,18.9946
REGION,CIVCO2,2036.0,19.691
REGION,CIVCO2,2037.0,21.7638
REGION,CIVCO2,2038.0,23.8535
REGION,CIVCO2,2039.0,26.2315
REGION,CIVCO2,2040.0,28.5149
REGION,CIVREN,2015.0,0.0
REGION,CIVREN,2016.0,0.0
REGION,CIVREN,2017.0,0.0
REGION,CIVREN,2018.0,0.0
REGION,CIVREN,2019.0,0.0
REGION,CIVREN,2020.0,0.0
REGION,CIVREN,2021.0,-7.0049
REGION,CIVREN,2022.0,-0.0
REGION,CIVREN,2023.0,-0.0
REGION,CIVREN,2024.0,-51.6073
REGION,CIVREN,2025.0,-20.9764
REGION,CIVREN,2026.0,0.0
REGION,CIVREN,2027.0,-0.0
REGION,CIVREN,2028.0,-0.0
REGION,CIVREN,2029.0,-0.0
REGION,CIVREN,2030.0,-0.0
REGION,CIVREN,2031.0,-0.0
REGION,CIVREN,2032.0,-0.0
REGION,CIVREN,2033.0,-0.0
REGION,CIVREN,2034.0,-9.0419
REGION,CIVREN,2035.0,-19.3914
REGION,CIVREN,2036.0,-26.7149
REGION,CIVREN,2037.0,-23.9649
REGION,CIVREN,2038.0,-21.1295
REGION,CIVREN,2039.0,-17.1625
REGION,CIVREN,2040.0,-13.5374
REGION,CMRCO2,2015.0,2.5503
REGION,CMRCO2,2016.0,2.4774
REGION,CMRCO2,2017.0,2.9277
REGION,CMRCO2,2018.0,2.7006
REGION,CMRCO2,2019.0,2.939
REGION,CMRCO2,2020.0,2.6753
REGION,CMRCO2,2021.0,3.0245
REGION,CMRCO2,2022.0,3.4827
REGION,CMRCO2,2023.0,3.9676
REGION,CMRCO2,2024.0,4.4205
REGION,CMRCO2,2025.0,4.3138
REGION,CMRCO2,2026.0,4.0513
REGION,CMRCO2,2027.0,3.7715
REGION,CMRCO2,2028.0,3.7498
REGION,CMRCO2,2029.0,3.7252
REGION,CMRCO2,2030.0,3.7034
REGION,CMRCO2,2031.0,4.1147
REGION,CMRCO2,2032.0,4.3309
REGION,CMRCO2,2033.0,4.7581
REGION,CMRCO2,2034.0,5.2055
REGION,CMRCO2,2035.0,5.7666
REGION,CMRCO2,2036.0,6.2707
REGION,CMRCO2,2037.0,6.7115
REGION,CMRCO2,2038.0,6.7573
REGION,CMRCO2,2039.0,6.7623
REGION,CMRCO2,2040.0,7.0125
REGION,CMRREN,2015.0,0.0
REGION,CMRREN,2016.0,0.0
REGION,CMRREN,2017.0,0.0
REGION,CMRREN,2018.0,0.0
REGION,CMRREN,2019.0,0.0
REGION,CMRREN,2020.0,0.0
REGION,CMRREN,2021.0,-846.9474
REGION,CMRREN,2022.0,-398.257
REGION,CMRREN,2023.0,-245.0821
REGION,CMRREN,2024.0,-166.427
REGION,CMRREN,2025.0,-122.6539
REGION,CMRREN,2026.0,-94.4924
REGION,CMRREN,2027.0,-74.843
REGION,CMRREN,2028.0,-59.1277
REGION,CMRREN,2029.0,-46.9471
REGION,CMRREN,2030.0,-38.88
REGION,CMRREN,2031.0,-32.1788
REGION,CMRREN,2032.0,-27.8585
REGION,CMRREN,2033.0,-21.5611
REGION,CMRREN,2034.0,-13.5093
REGION,CMRREN,2035.0,-2.6517
REGION,CMRREN,2036.0,-0.0
REGION,CMRREN,2037.0,-0.0
REGION,CMRREN,2038.0,-5.384
REGION,CMRREN,2039.0,-11.2081
REGION,CMRREN,2040.0,-14.2618
REGION,CODCO2,2015.0,0.0511
REGION,CODCO2,2016.0,0.0511
REGION,CODCO2,2017.0,0.0511
REGION,CODCO2,2018.0,0.0636
REGION,CODCO2,2019.0,0.0598
REGION,CODCO2,2020.0,0.0523
REGION,CODCO2,2021.0,0.0614
REGION,CODCO2,2022.0,0.0596
REGION,CODCO2,2023.0,0.0576
REGION,CODCO2,2024.0,0.073
REGION,CODCO2,2025.0,0.0643
REGION,CODCO2,2026.0,1.9843
REGION,CODCO2,2027.0,2.7581
REGION,CODCO2,2028.0,4.7646
REGION,CODCO2,2029.0,4.7615
REGION,CODCO2,2030.0,5.379
REGION,CODCO2,2031.0,5.4608
REGION,CODCO2,2032.0,6.7744
REGION,CODCO2,2033.0,8.6433
REGION,CODCO2,2034.0,10.4553
REGION,CODCO2,2035.0,11.6483
REGION,CODCO2,2036.0,13.3885
REGION,CODCO2,2037.0,14.7552
REGION,CODCO2,2038.0,14.7526
REGION,CODCO2,2039.0,16.2805
REGION,CODCO2,2040.0,18.0388
REGION,COGCO2,2015.0,0.6459
REGION,COGCO2,2016.0,0.7413
REGION,COGCO2,2017.0,0.8029
REGION,COGCO2,2018.0,0.8177
REGION,COGCO2,2019.0,1.0457
REGION,COGCO2,2020.0,1.0947
REGION,COGCO2,2021.0,0.8441
REGION,COGCO2,2022.0,0.8861
REGION,COGCO2,2023.0,0.9985
REGION,COGCO2,2024.0,1.1346
REGION,COGCO2,2025.0,1.2045
REGION,COGCO2,2026.0,1.3653
REGION,COGCO2,2027.0,1.4144
REGION,COGCO2,2028.0,1.4828
REGION,COGCO2,2029.0,1.4916
REGION,COGCO2,2030.0,1.5089
REGION,COGCO2,2031.0,1.605
REGION,COGCO2,2032.0,1.6872
REGION,COGCO2,2033.0,1.6688
REGION,COGCO2,2034.0,1.7205
REGION,COGCO2,2035.0,1.7866
REGION,COGCO2,2036.0,1.8012
REGION,COGCO2,2037.0,1.8541
REGION,COGCO2,2038.0,1.8876
REGION,COGCO2,2039.0,1.889
REGION,COGCO2,2040.0,1.8956
REGION,DJICO2,2015.0,0.1528
REGION,DJICO2,2016.0,0.1528
REGION,DJICO2,2017.0,0.155
REGION,DJICO2,2018.0,0.1551
REGION,DJICO2,2019.0,0.1552
REGION,DJICO2,2020.0,0.1552
REGION,DJICO2,2021.0,0.1534
REGION,DJICO2,2022.0,0.1458
REGION,DJICO2,2023.0,0.1381
REGION,DJICO2,2024.0,0.1305
REGION,DJICO2,2025.0,0.1228
REGION,DJICO2,2026.0,0.1152
REGION,DJICO2,2027.0,0.1053
REGION,DJICO2,2028.0,0.0975
REGION,DJICO2,2029.0,0.0898
REGION,DJICO2,2030.0,0.1284
REGION,DJICO2,2031.0,0.1161
REGION,DJICO2,2032.0,0.1039
REGION,DJICO2,2033.0,0.0916
REGION,DJICO2,2034.0,0.0793
REGION,DJICO2,2035.0,0.0671
REGION,DJICO2,2036.0,0.0548
REGION,DJICO2,2037.0,0.0293
REGION,DJICO2,2038.0,0.0214
REGION,DJICO2,2039.0,0.0178
REGION,DJICO2,2040.0,0.029
REGION,DZACO2,2015.0,35.0198
REGION,DZACO2,2016.0,32.2869
REGION,DZACO2,2017.0,36.8853
REGION,DZACO2,2018.0,33.4537
REGION,DZACO2,2019.0,37.9425
REGION,DZACO2,2020.0,35.2029
REGION,DZACO2,2021.0,37.608
REGION,DZACO2,2022.0,40.5584
REGION,DZACO2,2023.0,43.0616
REGION,DZACO2,2024.0,45.0951
REGION,DZACO2,2025.0,46.4386
REGION,DZACO2,2026.0,46.5098
REGION,DZACO2,2027.0,46.8467
REGION,DZACO2,2028.0,46.9127
REGION,DZACO2,2029.0,46.4512
REGION,DZACO2,2030.0,42.2033
REGION,DZACO2,2031.0,44.4729
REGION,DZACO2,2032.0,45.7911
REGION,DZACO2,2033.0,45.057
REGION,DZACO2,2034.0,44.9794
REGION,DZACO2,2035.0,44.9631
REGION,DZACO2,2036.0,44.511
REGION,DZACO2,2037.0,43.9728
REGION,DZACO2,2038.0,44.7894
REGION,DZACO2,2039.0,43.7852
REGION,DZACO2,2040.0,41.9647
REGION,DZAREN,2015.0,0.0
REGION,DZAREN,2016.0,0.0
REGION,DZAREN,2017.0,0.0
REGION,DZAREN,2018.0,0.0
REGION,DZAREN,2019.0,0.0
REGION,DZAREN,2020.0,0.0
REGION,DZAREN,2021.0,-257.4059
REGION,DZAREN,2022.0,-141.9702
REGION,DZAREN,2023.0,-119.8452
REGION,DZAREN,2024.0,-110.67
REGION,DZAREN,2025.0,-125.5444
REGION,DZAREN,2026.0,-151.9998
REGION,DZAREN,2027.0,-136.0254
REGION,DZAREN,2028.0,-132.1343
REGION,DZAREN,2029.0,-135.6202
REGION,DZAREN,2030.0,-0.0
REGION,DZAREN,2031.0,-0.0
REGION,DZAREN,2032.0,-17.4468
REGION,DZAREN,2033.0,-58.582
REGION,DZAREN,2034.0,-93.0403
REGION,DZAREN,2035.0,-126.875
REGION,DZAREN,2036.0,-165.142
REGION,DZAREN,2037.0,-203.7284
REGION,DZAREN,2038.0,-229.4199
REGION,DZAREN,2039.0,-281.9626
REGION,DZAREN,2040.0,-366.5391
REGION,EGYCO2,2015.0,69.7511
REGION,EGYCO2,2016.0,66.176
REGION,EGYCO2,2017.0,68.346
REGION,EGYCO2,2018.0,64.7414
REGION,EGYCO2,2019.0,70.6356
REGION,EGYCO2,2020.0,71.6661
REGION,EGYCO2,2021.0,67.8226
REGION,EGYCO2,2022.0,80.4659
REGION,EGYCO2,2023.0,88.7106
REGION,EGYCO2,2024.0,100.9875
REGION,EGYCO2,2025.0,120.349
REGION,EGYCO2,2026.0,137.3259
REGION,EGYCO2,2027.0,141.1693
REGION,EGYCO2,2028.0,143.3077
REGION,EGYCO2,2029.0,145.8889
REGION,EGYCO2,2030.0,150.4145
REGION,EGYCO2,2031.0,151.7631
REGION,EGYCO2,2032.0,155.7737
REGION,EGYCO2,2033.0,159.0864
REGION,EGYCO2,2034.0,167.3499
REGION,EGYCO2,2035.0,176.3787
REGION,EGYCO2,2036.0,187.5856
REGION,EGYCO2,2037.0,196.937
REGION,EGYCO2,2038.0,206.0365
REGION,EGYCO2,2039.0,214.1202
REGION,EGYCO2,2040.0,225.8029
REGION,EGYREN,2015.0,0.0
REGION,EGYREN,2016.0,0.0
REGION,EGYREN,2017.0,0.0
REGION,EGYREN,2018.0,0.0
REGION,EGYREN,2019.0,0.0
REGION,EGYREN,2020.0,0.0
REGION,EGYREN,2021.0,-0.0
REGION,EGYREN,2022.0,-0.0
REGION,EGYREN,2023.0,-0.0
REGION,EGYREN,2024.0,-49.452
REGION,EGYREN,2025.0,-105.852
REGION,EGYREN,2026.0,-187.0264
REGION,EGYREN,2027.0,-311.9914
REGION,EGYREN,2028.0,-447.0468
REGION,EGYREN,2029.0,-611.0962
REGION,EGYREN,2030.0,-763.3019
REGION,EGYREN,2031.0,-941.2888
REGION,EGYREN,2032.0,-1075.0208
REGION,EGYREN,2033.0,-1197.4772
REGION,EGYREN,2034.0,-1293.5009
REGION,EGYREN,2035.0,-1385.4551
REGION,EGYREN,2036.0,-1467.9908
REGION,EGYREN,2037.0,-1611.8866
REGION,EGYREN,2038.0,-1757.1222
REGION,EGYREN,2039.0,-1898.1641
REGION,EGYREN,2040.0,-1911.4234
REGION,ERICO2,2015.0,0.2648
REGION,ERICO2,2016.0,0.2561
REGION,ERICO2,2017.0,0.2616
REGION,ERICO2,2018.0,0.3275
REGION,ERICO2,2019.0,0.3442
REGION,ERICO2,2020.0,0.3545
REGION,ERICO2,2021.0,0.4145
REGION,ERICO2,2022.0,0.459
REGION,ERICO2,2023.0,0.4895
REGION,ERICO2,2024.0,0.1443
REGION,ERICO2,2025.0,0.141
REGION,ERICO2,2026.0,0.1375
REGION,ERICO2,2027.0,0.1443
REGION,ERICO2,2028.0,0.1481
REGION,ERICO2,2029.0,0.1492
REGION,ERICO2,2030.0,0.1351
REGION,ERICO2,2031.0,0.1403
REGION,ERICO2,2032.0,0.1435
REGION,ERICO2,2033.0,0.1421
REGION,ERICO2,2034.0,0.138
REGION,ERICO2,2035.0,0.1356
REGION,ERICO2,2036.0,0.1329
REGION,ERICO2,2037.0,0.1281
REGION,ERICO2,2038.0,0.1222
REGION,ERICO2,2039.0,0.1199
REGION,ERICO2,2040.0,0.1175
REGION,ERIREN,2015.0,0.0
REGION,ERIREN,2016.0,0.0
REGION,ERIREN,2017.0,0.0
REGION,ERIREN,2018.0,0.0
REGION,ERIREN,2019.0,0.0
REGION,ERIREN,2020.0,0.0
REGION,ERIREN,2021.0,0.0
REGION,ERIREN,2022.0,0.0
REGION,ERIREN,2023.0,-0.0
REGION,ERIREN,2024.0,-1.1097
REGION,ERIREN,2025.0,-0.6587
REGION,ERIREN,2026.0,-0.3723
REGION,ERIREN,2027.0,-0.2023
REGION,ERIREN,2028.0,-0.1326
REGION,ERIREN,2029.0,-0.0
REGION,ERIREN,2030.0,0.0
REGION,ERIREN,2031.0,0.0
REGION,ERIREN,2032.0,-0.0
REGION,ERIREN,2033.0,-0.0242
REGION,ERIREN,2034.0,-0.074
REGION,ERIREN,2035.0,-0.1233
REGION,ERIREN,2036.0,-0.1767
REGION,ERIREN,2037.0,-0.2476
REGION,ERIREN,2038.0,-0.3282
REGION,ERIREN,2039.0,-0.3902
REGION,ERIREN,2040.0,-0.4687
REGION,ETHCO2,2015.0,0.1471
REGION,ETHCO2,2016.0,0.1606
REGION,ETHCO2,2017.0,0.139
REGION,ETHCO2,2018.0,0.1395
REGION,ETHCO2,2019.0,0.1456
REGION,ETHCO2,2020.0,0.1746
REGION,ETHCO2,2021.0,0.2298
REGION,ETHCO2,2022.0,0.247
REGION,ETHCO2,2023.0,0.2378
REGION,ETHCO2,2024.0,0.3072
REGION,ETHCO2,2025.0,0.3413
REGION,ETHCO2,2026.0,0.297
REGION,ETHCO2,2027.0,0.1836
REGION,ETHCO2,2028.0,0.3281
REGION,ETHCO2,2029.0,0.2127
REGION,ETHCO2,2030.0,0.2941
REGION,ETHCO2,2031.0,0.2898
REGION,ETHCO2,2032.0,0.2968
REGION,ETHCO2,2033.0,0.3103
REGION,ETHCO2,2034.0,0.3028
REGION,ETHCO2,2035.0,0.2953
REGION,ETHCO2,2036.0,0.2889
REGION,ETHCO2,2037.0,0.2825
REGION,ETHCO2,2038.0,0.2761
REGION,ETHCO2,2039.0,0.2697
REGION,ETHCO2,2040.0,0.2629
REGION,GABCO2,2015.0,1.1878
REGION,GABCO2,2016.0,1.2799
REGION,GABCO2,2017.0,1.3719
REGION,GABCO2,2018.0,1.3565
REGION,GABCO2,2019.0,1.4026
REGION,GABCO2,2020.0,1.0268
REGION,GABCO2,2021.0,1.061
REGION,GABCO2,2022.0,1.145
REGION,GABCO2,2023.0,1.1167
REGION,GABCO2,2024.0,1.0884
REGION,GABCO2,2025.0,1.0475
REGION,GABCO2,2026.0,0.9862
REGION,GABCO2,2027.0,0.9204
REGION,GABCO2,2028.0,0.8141
REGION,GABCO2,2029.0,0.8368
REGION,GABCO2,2030.0,0.7987
REGION,GABCO2,2031.0,0.7796
REGION,GABCO2,2032.0,0.7511
REGION,GABCO2,2033.0,0.7225
REGION,GABCO2,2034.0,0.694
REGION,GABCO2,2035.0,0.6654
REGION,GABCO2,2036.0,0.7273
REGION,GABCO2,2037.0,0.7896
REGION,GABCO2,2038.0,0.856
REGION,GABCO2,2039.0,0.9369
REGION,GABCO2,2040.0,0.9976
REGION,GHACO2,2015.0,3.34
REGION,GHACO2,2016.0,5.3565
REGION,GHACO2,2017.0,6.2147
REGION,GHACO2,2018.0,7.5328
REGION,GHACO2,2019.0,7.1694
REGION,GHACO2,2020.0,6.1838
REGION,GHACO2,2021.0,8.0064
REGION,GHACO2,2022.0,8.2196
REGION,GHACO2,2023.0,8.0757
REGION,GHACO2,2024.0,7.9323
REGION,GHACO2,2025.0,11.4575
REGION,GHACO2,2026.0,15.9037
REGION,GHACO2,2027.0,16.9259
REGION,GHACO2,2028.0,17.7153
REGION,GHACO2,2029.0,18.5774
REGION,GHACO2,2030.0,19.814
REGION,GHACO2,2031.0,23.3538
REGION,GHACO2,2032.0,26.6205
REGION,GHACO2,2033.0,28.8435
REGION,GHACO2,2034.0,32.3989
REGION,GHACO2,2035.0,35.2312
REGION,GHACO2,2036.0,37.9803
REGION,GHACO2,2037.0,40.7356
REGION,GHACO2,2038.0,43.8347
REGION,GHACO2,2039.0,48.1388
REGION,GHACO2,2040.0,53.0233
REGION,GHAREN,2015.0,0.0
REGION,GHAREN,2016.0,0.0
REGION,GHAREN,2017.0,0.0
REGION,GHAREN,2018.0,0.0
REGION,GHAREN,2019.0,0.0
REGION,GHAREN,2020.0,0.0
REGION,GHAREN,2021.0,-0.0
REGION,GHAREN,2022.0,-0.0
REGION,GHAREN,2023.0,-0.0
REGION,GHAREN,2024.0,-0.0
REGION,GHAREN,2025.0,-0.0
REGION,GHAREN,2026.0,-0.0
REGION,GHAREN,2027.0,-0.0
REGION,GHAREN,2028.0,-0.0
REGION,GHAREN,2029.0,-0.0
REGION,GHAREN,2030.0,-2.8086
REGION,GHAREN,2031.0,-4.8829
REGION,GHAREN,2032.0,-4.4198
REGION,GHAREN,2033.0,-0.0
REGION,GHAREN,2034.0,-0.0
REGION,GHAREN,2035.0,-0.0
REGION,GHAREN,2036.0,0.0
REGION,GHAREN,2037.0,-0.0
REGION,GHAREN,2038.0,-0.0
REGION,GHAREN,2039.0,-0.0
REGION,GHAREN,2040.0,0.0
REGION,GINCO2,2015.0,0.4102
REGION,GINCO2,2016.0,0.7417
REGION,GINCO2,2017.0,0.2725
REGION,GINCO2,2018.0,0.986
REGION,GINCO2,2019.0,0.9505
REGION,GINCO2,2020.0,1.1445
REGION,GINCO2,2021.0,0.9485
REGION,GINCO2,2022.0,0.9242
REGION,GINCO2,2023.0,0.9773
REGION,GINCO2,2024.0,0.9202
REGION,GINCO2,2025.0,0.8632
REGION,GINCO2,2026.0,0.806
REGION,GINCO2,2027.0,0.749
REGION,GINCO2,2028.0,0.6925
REGION,GINCO2,2029.0,0.6355
