r,t,y,NewCapacity
REGION,AGOCO1EXP00X,2016,99999.0
REGION,AGOCO1EXP00X,2017,99999.0
REGION,AGOCO1EXP00X,2018,99999.0
REGION,AGOCO1EXP00X,2019,99999.0
REGION,AGOCO1EXP00X,2020,99999.0
REGION,AGOCO1EXP00X,2021,99999.0
REGION,AGOCO1EXP00X,2022,99999.0
REGION,AGOCO1EXP00X,2023,99999.0
REGION,AGOCO1EXP00X,2024,99999.0
REGION,AGOCO1EXP00X,2025,99999.0
REGION,AGOCO1EXP00X,2026,99999.0
REGION,AGOCO1EXP00X,2027,99999.0
REGION,AGOCO1EXP00X,2028,99999.0
REGION,AGOCO1EXP00X,2029,99999.0
REGION,AGOCO1EXP00X,2030,99999.0
REGION,AGOCO1EXP00X,2031,99999.0
REGION,AGOCO1EXP00X,2032,99999.0
REGION,AGOCO1EXP00X,2033,99999.0
REGION,AGOCO1EXP00X,2034,99999.0
REGION,AGOCO1EXP00X,2035,99999.0
REGION,AGOCO1EXP00X,2036,99999.0
REGION,AGOCO1EXP00X,2037,99999.0
REGION,AGOCO1EXP00X,2038,99999.0
REGION,AGOCO1EXP00X,2039,99999.0
REGION,AGOCO1EXP00X,2040,99999.0
REGION,AGOCO1IMP00X,2015,99999.0
REGION,AGOCO1IMP00X,2016,99999.0
REGION,AGOCO1IMP00X,2017,99999.0
REGION,AGOCO1IMP00X,2018,99999.0
REGION,AGOCO1IMP00X,2019,99999.0
REGION,AGOCO1IMP00X,2020,99999.0
REGION,AGOCO1IMP00X,2021,99999.0
REGION,AGOCO1IMP00X,2022,99999.0
REGION,AGOCO1IMP00X,2023,99999.0
REGION,AGOCO1IMP00X,2024,99999.0
REGION,AGOCO1IMP00X,2025,99999.0
REGION,AGOCO1IMP00X,2026,99999.0
REGION,AGOCO1IMP00X,2027,99999.0
REGION,AGOCO1IMP00X,2028,99999.0
REGION,AGOCO1IMP00X,2029,99999.0
REGION,AGOCO1IMP00X,2030,99999.0
REGION,AGOCO1IMP00X,2031,99999.0
REGION,AGOCO1IMP00X,2032,99999.0
REGION,AGOCO1IMP00X,2033,99999.0
REGION,AGOCO1IMP00X,2034,99999.0
REGION,AGOCO1IMP00X,2035,99999.0
REGION,AGOCO1IMP00X,2036,99999.0
REGION,AGOCO1IMP00X,2037,99999.0
REGION,AGOCO1IMP00X,2038,99999.0
REGION,AGOCO1IMP00X,2039,99999.0
REGION,AGOCO1IMP00X,2040,99999.0
REGION,AGOCO1PRP00X,2015,99999.0
REGION,AGOCO1PRP00X,2016,99999.0
REGION,AGOCO1PRP00X,2017,99999.0
REGION,AGOCO1PRP00X,2018,99999.0
REGION,AGOCO1PRP00X,2019,99999.0
REGION,AGOCO1PRP00X,2020,99999.0
REGION,AGOCO1PRP00X,2021,99999.0
REGION,AGOCO1PRP00X,2022,99999.0
REGION,AGOCO1PRP00X,2023,99999.0
REGION,AGOCO1PRP00X,2024,99999.0
REGION,AGOCO1PRP00X,2025,99999.0
REGION,AGOCO1PRP00X,2026,99999.0
REGION,AGOCO1PRP00X,2027,99999.0
REGION,AGOCO1PRP00X,2028,99999.0
REGION,AGOCO1PRP00X,2029,99999.0
REGION,AGOCO1PRP00X,2030,99999.0
REGION,AGOCO1PRP00X,2031,99999.0
REGION,AGOCO1PRP00X,2032,99999.0
REGION,AGOCO1PRP00X,2033,99999.0
REGION,AGOCO1PRP00X,2034,99999.0
REGION,AGOCO1PRP00X,2035,99999.0
REGION,AGOCO1PRP00X,2036,99999.0
REGION,AGOCO1PRP00X,2037,99999.0
REGION,AGOCO1PRP00X,2038,99999.0
REGION,AGOCO1PRP00X,2039,99999.0
REGION,AGOCO1PRP00X,2040,99999.0
REGION,AGOCO1R1P00X,2015,739.94760185105
REGION,AGOCO1R1P00X,2024,164.28234406787408
REGION,AGOCO1R1P00X,2026,304.0411950129752
REGION,AGOCO1R1P00X,2040,0.0
REGION,AGOCO1R2P00X,2040,0.0
REGION,AGOCO1RCP00X,2020,432.5192906541386
REGION,AGOCO1RCP00X,2021,169.72925439742988
REGION,AGOCO1RCP00X,2024,165.94176168472166
REGION,AGOCO1RCP00X,2026,217.1665756075505
REGION,AGOCO1RCP00X,2030,177.04970758737545
REGION,AGOCO1RCP00X,2037,23.181955261539713
REGION,AGOCO1RCP00X,2040,0.0
REGION,AGOCOADIP00X,2015,99999.0
REGION,AGOCOADIP00X,2016,99999.0
REGION,AGOCOADIP00X,2017,99999.0
REGION,AGOCOADIP00X,2018,99999.0
REGION,AGOCOADIP00X,2019,99999.0
REGION,AGOCOADIP00X,2020,99999.0
REGION,AGOCOADIP00X,2021,99999.0
REGION,AGOCOADIP00X,2022,99999.0
REGION,AGOCOADIP00X,2023,99999.0
REGION,AGOCOADIP00X,2024,99999.0
REGION,AGOCOADIP00X,2025,99999.0
REGION,AGOCOADIP00X,2026,99999.0
REGION,AGOCOADIP00X,2027,99999.0
REGION,AGOCOADIP00X,2028,99999.0
REGION,AGOCOADIP00X,2029,99999.0
REGION,AGOCOADIP00X,2030,99999.0
REGION,AGOCOADIP00X,2031,99999.0
REGION,AGOCOADIP00X,2032,99999.0
REGION,AGOCOADIP00X,2033,99999.0
REGION,AGOCOADIP00X,2034,99999.0
REGION,AGOCOADIP00X,2035,99999.0
REGION,AGOCOADIP00X,2036,99999.0
REGION,AGOCOADIP00X,2037,99999.0
REGION,AGOCOADIP00X,2038,99999.0
REGION,AGOCOADIP00X,2039,99999.0
REGION,AGOCOADIP00X,2040,99999.0
REGION,AGOCOAIMP00X,2015,99999.0
REGION,AGOCOAIMP00X,2016,99999.0
REGION,AGOCOAIMP00X,2017,99999.0
REGION,AGOCOAIMP00X,2018,99999.0
REGION,AGOCOAIMP00X,2019,99999.0
REGION,AGOCOAIMP00X,2020,99999.0
REGION,AGOCOAIMP00X,2021,99999.0
REGION,AGOCOAIMP00X,2022,99999.0
REGION,AGOCOAIMP00X,2023,99999.0
REGION,AGOCOAIMP00X,2024,99999.0
REGION,AGOCOAIMP00X,2025,99999.0
REGION,AGOCOAIMP00X,2026,99999.0
REGION,AGOCOAIMP00X,2027,99999.0
REGION,AGOCOAIMP00X,2028,99999.0
REGION,AGOCOAIMP00X,2029,99999.0
REGION,AGOCOAIMP00X,2030,99999.0
REGION,AGOCOAIMP00X,2031,99999.0
REGION,AGOCOAIMP00X,2032,99999.0
REGION,AGOCOAIMP00X,2033,99999.0
REGION,AGOCOAIMP00X,2034,99999.0
REGION,AGOCOAIMP00X,2035,99999.0
REGION,AGOCOAIMP00X,2036,99999.0
REGION,AGOCOAIMP00X,2037,99999.0
REGION,AGOCOAIMP00X,2038,99999.0
REGION,AGOCOAIMP00X,2039,99999.0
REGION,AGOCOAIMP00X,2040,99999.0
REGION,AGOCOAPRP00X,2015,99999.0
REGION,AGOCOAPRP00X,2016,99999.0
REGION,AGOCOAPRP00X,2017,99999.0
REGION,AGOCOAPRP00X,2018,99999.0
REGION,AGOCOAPRP00X,2019,99999.0
REGION,AGOCOAPRP00X,2020,99999.0
REGION,AGOCOAPRP00X,2021,99999.0
REGION,AGOCOAPRP00X,2022,99999.0
REGION,AGOCOAPRP00X,2023,99999.0
REGION,AGOCOAPRP00X,2024,99999.0
REGION,AGOCOAPRP00X,2025,99999.0
REGION,AGOCOAPRP00X,2026,99999.0
REGION,AGOCOAPRP00X,2027,99999.0
REGION,AGOCOAPRP00X,2028,99999.0
REGION,AGOCOAPRP00X,2029,99999.0
REGION,AGOCOAPRP00X,2030,99999.0
REGION,AGOCOAPRP00X,2031,99999.0
REGION,AGOCOAPRP00X,2032,99999.0
REGION,AGOCOAPRP00X,2033,99999.0
REGION,AGOCOAPRP00X,2034,99999.0
REGION,AGOCOAPRP00X,2035,99999.0
REGION,AGOCOAPRP00X,2036,99999.0
REGION,AGOCOAPRP00X,2037,99999.0
REGION,AGOCOAPRP00X,2038,99999.0
REGION,AGOCOAPRP00X,2039,99999.0
REGION,AGOCOAPRP00X,2040,99999.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2016,0.0706103130422806
REGION,AGOEL1TRP00X,2017,0.04169081888536352
REGION,AGOEL1TRP00X,2018,0.12400244323723264
REGION,AGOEL1TRP00X,2019,0.14572983747472001
REGION,AGOEL1TRP00X,2020,0.1195721224586428
REGION,AGOEL1TRP00X,2021,0.13973671087747408
REGION,AGOEL1TRP00X,2022,0.28306551530076707
REGION,AGOEL1TRP00X,2023,0.2933625352225251
REGION,AGOEL1TRP00X,2024,0.2964675592746673
REGION,AGOEL1TRP00X,2025,0.29973107337571436
REGION,AGOEL1TRP00X,2026,0.3139012721213805
REGION,AGOEL1TRP00X,2027,0.19925244782109797
REGION,AGOEL1TRP00X,2028,0.20558300475638291
REGION,AGOEL1TRP00X,2029,0.20722794712042503
REGION,AGOEL1TRP00X,2030,0.21119974037578082
REGION,AGOEL1TRP00X,2031,0.05869976181898906
REGION,AGOEL1TRP00X,2032,0.06158352536033185
REGION,AGOEL1TRP00X,2033,0.06460921309535994
REGION,AGOEL1TRP00X,2034,0.06778382116217152
REGION,AGOEL1TRP00X,2035,0.16742141369814512
REGION,AGOEL1TRP00X,2036,0.2309554401624272
REGION,AGOEL1TRP00X,2037,0.23788085387336988
REGION,AGOEL1TRP00X,2038,0.24497491061976984
REGION,AGOEL1TRP00X,2039,0.25227087723446484
REGION,AGOEL1TRP00X,2040,0.25979325070016857
REGION,AGOEL2DIP00X,2016,0.06708429739016653
REGION,AGOEL2DIP00X,2017,0.039606277941096585
REGION,AGOEL2DIP00X,2018,0.11780232107537116
REGION,AGOEL2DIP00X,2019,0.13844334560098404
REGION,AGOEL2DIP00X,2020,0.1135935163357093
REGION,AGOEL2DIP00X,2022,0.08345340338931881
REGION,AGOEL2DIP00X,2023,0.12059613265831959
REGION,AGOEL2DIP00X,2024,0.1242109823892428
REGION,AGOEL2DIP00X,2025,0.12797220977620746
REGION,AGOEL2DIP00X,2026,0.14209063477221692
REGION,AGOEL2DIP00X,2027,0.14131308842820187
REGION,AGOEL2DIP00X,2028,0.147527258851064
REGION,AGOEL2DIP00X,2029,0.14928884566375514
REGION,AGOEL2DIP00X,2030,0.15325970143955295
REGION,AGOEL2DIP00X,2035,0.09149138648134406
REGION,AGOEL2DIP00X,2036,0.14852861764226555
REGION,AGOEL2DIP00X,2037,0.15162421898475387
REGION,AGOEL2DIP00X,2038,0.15470852412883396
REGION,AGOEL2DIP00X,2039,0.15780467920653907
REGION,AGOEL2DIP00X,2040,0.1609270813333653
REGION,AGOEL3DIP00X,2021,0.1594411354467433
REGION,AGOEL3DIP00X,2022,0.15876757603326863
REGION,AGOEL3DIP00X,2023,0.1580982758030796
REGION,AGOEL3DIP00X,2024,0.15743319892169177
REGION,AGOEL3DIP00X,2025,0.15677230993072105
REGION,AGOEL3DIP00X,2026,0.15611557374309476
REGION,AGOEL3DIP00X,2027,0.04797673700184083
REGION,AGOEL3DIP00X,2028,0.04777659566750097
REGION,AGOEL3DIP00X,2029,0.047577704100648224
REGION,AGOEL3DIP00X,2030,0.04738005191743933
REGION,AGOEL3DIP00X,2031,0.055764773728038994
REGION,AGOEL3DIP00X,2032,0.05850434909231574
REGION,AGOEL3DIP00X,2033,0.06137875244059171
REGION,AGOEL3DIP00X,2034,0.06439463010406293
REGION,AGOEL3DIP00X,2035,0.06755895653189445
REGION,AGOEL3DIP00X,2036,0.0708790505120414
REGION,AGOEL3DIP00X,2037,0.07436259219494673
REGION,AGOEL3DIP00X,2038,0.07801764095994768
REGION,AGOEL3DIP00X,2039,0.08185265416620344
REGION,AGOEL3DIP00X,2040,0.08587650683179512
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2019,0.2763252411122999
REGION,AGOELCODBP00,2020,0.22515073401759114
REGION,AGOELCODBP00,2023,0.08302254307703563
REGION,AGOELCODBP00,2024,0.015501481793073313
REGION,AGOELCODBP00,2040,0.0
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2015,99999.0
REGION,AGOHFODIP00X,2016,99999.0
REGION,AGOHFODIP00X,2017,99999.0
REGION,AGOHFODIP00X,2018,99999.0
REGION,AGOHFODIP00X,2019,99999.0
REGION,AGOHFODIP00X,2020,99999.0
REGION,AGOHFODIP00X,2021,99999.0
REGION,AGOHFODIP00X,2022,99999.0
REGION,AGOHFODIP00X,2023,99999.0
REGION,AGOHFODIP00X,2024,99999.0
REGION,AGOHFODIP00X,2025,99999.0
REGION,AGOHFODIP00X,2026,99999.0
REGION,AGOHFODIP00X,2027,99999.0
REGION,AGOHFODIP00X,2028,99999.0
REGION,AGOHFODIP00X,2029,99999.0
REGION,AGOHFODIP00X,2030,99999.0
REGION,AGOHFODIP00X,2031,99999.0
REGION,AGOHFODIP00X,2032,99999.0
REGION,AGOHFODIP00X,2033,99999.0
REGION,AGOHFODIP00X,2034,99999.0
REGION,AGOHFODIP00X,2035,99999.0
REGION,AGOHFODIP00X,2036,99999.0
REGION,AGOHFODIP00X,2037,99999.0
REGION,AGOHFODIP00X,2038,99999.0
REGION,AGOHFODIP00X,2039,99999.0
REGION,AGOHFODIP00X,2040,99999.0
REGION,AGOHFOEMP00X,2015,99999.0
REGION,AGOHFOEMP00X,2016,99999.0
REGION,AGOHFOEMP00X,2017,99999.0
REGION,AGOHFOEMP00X,2018,99999.0
REGION,AGOHFOEMP00X,2019,99999.0
REGION,AGOHFOEMP00X,2020,99999.0
REGION,AGOHFOEMP00X,2021,99999.0
REGION,AGOHFOEMP00X,2022,99999.0
REGION,AGOHFOEMP00X,2023,99999.0
REGION,AGOHFOEMP00X,2024,99999.0
REGION,AGOHFOEMP00X,2025,99999.0
REGION,AGOHFOEMP00X,2026,99999.0
REGION,AGOHFOEMP00X,2027,99999.0
REGION,AGOHFOEMP00X,2028,99999.0
REGION,AGOHFOEMP00X,2029,99999.0
REGION,AGOHFOEMP00X,2030,99999.0
REGION,AGOHFOEMP00X,2031,99999.0
REGION,AGOHFOEMP00X,2032,99999.0
REGION,AGOHFOEMP00X,2033,99999.0
REGION,AGOHFOEMP00X,2034,99999.0
REGION,AGOHFOEMP00X,2035,99999.0
REGION,AGOHFOEMP00X,2036,99999.0
REGION,AGOHFOEMP00X,2037,99999.0
REGION,AGOHFOEMP00X,2038,99999.0
REGION,AGOHFOEMP00X,2039,99999.0
REGION,AGOHFOEMP00X,2040,99999.0
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2015,99999.0
REGION,AGOHFOIMP00X,2016,99999.0
REGION,AGOHFOIMP00X,2017,99999.0
REGION,AGOHFOIMP00X,2018,99999.0
REGION,AGOHFOIMP00X,2019,99999.0
REGION,AGOHFOIMP00X,2020,99999.0
REGION,AGOHFOIMP00X,2021,99999.0
REGION,AGOHFOIMP00X,2022,99999.0
REGION,AGOHFOIMP00X,2023,99999.0
REGION,AGOHFOIMP00X,2024,99999.0
REGION,AGOHFOIMP00X,2025,99999.0
REGION,AGOHFOIMP00X,2026,99999.0
REGION,AGOHFOIMP00X,2027,99999.0
REGION,AGOHFOIMP00X,2028,99999.0
REGION,AGOHFOIMP00X,2029,99999.0
REGION,AGOHFOIMP00X,2030,99999.0
REGION,AGOHFOIMP00X,2031,99999.0
REGION,AGOHFOIMP00X,2032,99999.0
REGION,AGOHFOIMP00X,2033,99999.0
REGION,AGOHFOIMP00X,2034,99999.0
REGION,AGOHFOIMP00X,2035,99999.0
REGION,AGOHFOIMP00X,2036,99999.0
REGION,AGOHFOIMP00X,2037,99999.0
REGION,AGOHFOIMP00X,2038,99999.0
REGION,AGOHFOIMP00X,2039,99999.0
REGION,AGOHFOIMP00X,2040,99999.0
REGION,AGOHYDLSP00X,2017,2.39
REGION,AGOHYDLSP00X,2018,0.35
REGION,AGOHYDLSP00X,2024,2.17
REGION,AGOHYDLSP00X,2040,0.0
REGION,AGOHYDMGRID1,2040,0.0
REGION,AGOHYDMSP00X,2016,0.12686
REGION,AGOHYDMSP00X,2040,0.0
REGION,AGOHYDSSP00X,2018,0.0216
REGION,AGOHYDSSP00X,2040,0.0
REGION,AGOLFODIP00X,2015,99999.0
REGION,AGOLFODIP00X,2016,99999.0
REGION,AGOLFODIP00X,2017,99999.0
REGION,AGOLFODIP00X,2018,99999.0
REGION,AGOLFODIP00X,2019,99999.0
REGION,AGOLFODIP00X,2020,99999.0
REGION,AGOLFODIP00X,2021,99999.0
REGION,AGOLFODIP00X,2022,99999.0
REGION,AGOLFODIP00X,2023,99999.0
REGION,AGOLFODIP00X,2024,99999.0
REGION,AGOLFODIP00X,2025,99999.0
REGION,AGOLFODIP00X,2026,99999.0
REGION,AGOLFODIP00X,2027,99999.0
REGION,AGOLFODIP00X,2028,99999.0
REGION,AGOLFODIP00X,2029,99999.0
REGION,AGOLFODIP00X,2030,99999.0
REGION,AGOLFODIP00X,2031,99999.0
REGION,AGOLFODIP00X,2032,99999.0
REGION,AGOLFODIP00X,2033,99999.0
REGION,AGOLFODIP00X,2034,99999.0
REGION,AGOLFODIP00X,2035,99999.0
REGION,AGOLFODIP00X,2036,99999.0
REGION,AGOLFODIP00X,2037,99999.0
REGION,AGOLFODIP00X,2038,99999.0
REGION,AGOLFODIP00X,2039,99999.0
REGION,AGOLFODIP00X,2040,99999.0
REGION,AGOLFOEMP00X,2015,99999.0
REGION,AGOLFOEMP00X,2016,99999.0
REGION,AGOLFOEMP00X,2017,99999.0
REGION,AGOLFOEMP00X,2018,99999.0
REGION,AGOLFOEMP00X,2019,99999.0
REGION,AGOLFOEMP00X,2020,99999.0
REGION,AGOLFOEMP00X,2021,99999.0
REGION,AGOLFOEMP00X,2022,99999.0
REGION,AGOLFOEMP00X,2023,99999.0
REGION,AGOLFOEMP00X,2024,99999.0
REGION,AGOLFOEMP00X,2025,99999.0
REGION,AGOLFOEMP00X,2026,99999.0
REGION,AGOLFOEMP00X,2027,99999.0
REGION,AGOLFOEMP00X,2028,99999.0
REGION,AGOLFOEMP00X,2029,99999.0
REGION,AGOLFOEMP00X,2030,99999.0
REGION,AGOLFOEMP00X,2031,99999.0
REGION,AGOLFOEMP00X,2032,99999.0
REGION,AGOLFOEMP00X,2033,99999.0
REGION,AGOLFOEMP00X,2034,99999.0
REGION,AGOLFOEMP00X,2035,99999.0
REGION,AGOLFOEMP00X,2036,99999.0
REGION,AGOLFOEMP00X,2037,99999.0
REGION,AGOLFOEMP00X,2038,99999.0
REGION,AGOLFOEMP00X,2039,99999.0
REGION,AGOLFOEMP00X,2040,99999.0
REGION,AGOLFOIMP00X,2015,99999.0
REGION,AGOLFOIMP00X,2016,99999.0
REGION,AGOLFOIMP00X,2017,99999.0
REGION,AGOLFOIMP00X,2018,99999.0
REGION,AGOLFOIMP00X,2019,99999.0
REGION,AGOLFOIMP00X,2020,99999.0
REGION,AGOLFOIMP00X,2021,99999.0
REGION,AGOLFOIMP00X,2022,99999.0
REGION,AGOLFOIMP00X,2023,99999.0
REGION,AGOLFOIMP00X,2024,99999.0
REGION,AGOLFOIMP00X,2025,99999.0
REGION,AGOLFOIMP00X,2026,99999.0
REGION,AGOLFOIMP00X,2027,99999.0
REGION,AGOLFOIMP00X,2028,99999.0
REGION,AGOLFOIMP00X,2029,99999.0
REGION,AGOLFOIMP00X,2030,99999.0
REGION,AGOLFOIMP00X,2031,99999.0
REGION,AGOLFOIMP00X,2032,99999.0
REGION,AGOLFOIMP00X,2033,99999.0
REGION,AGOLFOIMP00X,2034,99999.0
REGION,AGOLFOIMP00X,2035,99999.0
REGION,AGOLFOIMP00X,2036,99999.0
REGION,AGOLFOIMP00X,2037,99999.0
REGION,AGOLFOIMP00X,2038,99999.0
REGION,AGOLFOIMP00X,2039,99999.0
REGION,AGOLFOIMP00X,2040,99999.0
REGION,AGOLFOMGRID1,2040,0.0
REGION,AGOLFORCP00X,2016,0.00494420740635694
REGION,AGOLFORCP00X,2018,0.0023415993356586118
REGION,AGOLFORCP00X,2040,0.0
REGION,AGOLFORCP01N,2017,0.0196
REGION,AGOLFORCP01N,2040,0.0
REGION,AGOLFORCP01O,2040,0.0
REGION,AGOLFOSALON1,2040,0.0
REGION,AGOLNGEXP00X,2039,229.9999999999998
REGION,AGOLNGEXP00X,2040,0.0
REGION,AGOLNGIMP00X,2040,0.0
REGION,AGONGACCC01N,2040,0.0
REGION,AGONGACCP01N,2017,0.23
REGION,AGONGACCP01N,2018,0.52
REGION,AGONGACCP01N,2029,0.3213346667101202
REGION,AGONGACCP01N,2030,0.38583616336131804
REGION,AGONGACCP01N,2032,0.0025027473554831425
REGION,AGONGACCP01N,2035,0.19294219542355925
REGION,AGONGACCP01N,2036,0.2704295333914113
REGION,AGONGACCP01N,2037,0.05504442470667975
REGION,AGONGACCP01N,2038,0.2990786431797602
REGION,AGONGACCP01N,2039,0.2617793473642803
REGION,AGONGACCP01N,2040,0.30320675344687364
REGION,AGONGACCP01O,2040,0.0
REGION,AGONGADIP00X,2015,99999.0
REGION,AGONGADIP00X,2016,99999.0
REGION,AGONGADIP00X,2017,99999.0
REGION,AGONGADIP00X,2018,99999.0
REGION,AGONGADIP00X,2019,99999.0
REGION,AGONGADIP00X,2020,99999.0
REGION,AGONGADIP00X,2021,99999.0
REGION,AGONGADIP00X,2022,99999.0
REGION,AGONGADIP00X,2023,99999.0
REGION,AGONGADIP00X,2024,99999.0
REGION,AGONGADIP00X,2025,99999.0
REGION,AGONGADIP00X,2026,99999.0
REGION,AGONGADIP00X,2027,99999.0
REGION,AGONGADIP00X,2028,99999.0
REGION,AGONGADIP00X,2029,99999.0
REGION,AGONGADIP00X,2030,99999.0
REGION,AGONGADIP00X,2031,99999.0
REGION,AGONGADIP00X,2032,99999.0
REGION,AGONGADIP00X,2033,99999.0
REGION,AGONGADIP00X,2034,99999.0
REGION,AGONGADIP00X,2035,99999.0
REGION,AGONGADIP00X,2036,99999.0
REGION,AGONGADIP00X,2037,99999.0
REGION,AGONGADIP00X,2038,99999.0
REGION,AGONGADIP00X,2039,99999.0
REGION,AGONGADIP00X,2040,99999.0
REGION,AGONGAGCP01N,2040,0.0
REGION,AGONGAGCP01O,2040,0.0
REGION,AGONGAPRP00X,2015,99999.0
REGION,AGONGAPRP00X,2016,99999.0
REGION,AGONGAPRP00X,2017,99999.0
REGION,AGONGAPRP00X,2018,99999.0
REGION,AGONGAPRP00X,2019,99999.0
REGION,AGONGAPRP00X,2020,99999.0
